City,Category Name,Grade,Avg Growth Rate
ELDRIDGE,AMERICAN CORDIALS & LIQUEUR,low,0.390393751380624
WESLEY,SINGLE MALT SCOTCH,low,0.39015390223860974
WAPELLO,CANADIAN WHISKIES,high,0.39012279251087184
KEOSAUQUA,AMERICAN CORDIALS & LIQUEUR,high,0.3899793388429752
WEST BEND,COFFEE LIQUEURS,low,0.38996199233348133
PAULLINA,AMERICAN BRANDIES,low,0.3896435699883936
ARNOLDS PARK,STRAIGHT BOURBON WHISKIES,low,0.3896348328288542
MOUNT PLEASANT,IMPORTED FLAVORED VODKA,high,0.3895835532683701
CRESTON,CREAM LIQUEURS,high,0.38955479962080314
DYSART,MIXTO TEQUILA,low,0.38947405658284556
EXIRA,STRAIGHT RYE WHISKIES,low,0.389361267809962
MARCUS,FLAVORED RUM,low,0.38931840828522996
CORYDON,IMPORTED SCHNAPPS,low,0.38928836900872305
MALVERN,SPICED RUM,low,0.38927244018643253
SPIRIT LAKE,TENNESSEE WHISKIES,high,0.389264923086837
MARTELLE,IMPORTED FLAVORED VODKA,low,0.3891850723533891
CLARION,CANADIAN WHISKIES,high,0.38917808433270196
ARNOLDS PARK,IMPORTED FLAVORED VODKA,low,0.389160332277205
STUART,TENNESSEE WHISKIES,high,0.3891396643562704
DUMONT,TEMPORARY & SPECIALTY PACKAGES,low,0.3891154279072514
ADEL,NEUTRAL GRAIN SPIRITS,low,0.3891129548985586
LIVERMORE,FLAVORED RUM,low,0.3890793513542755
ELK RUN HEIGHTS,IMPORTED SCHNAPPS,low,0.3890791460675042
BLAIRSTOWN,IMPORTED SCHNAPPS,high,0.3888888888888889
STANWOOD,BLENDED WHISKIES,low,0.3888888888888889
NASHUA,CANADIAN WHISKIES,high,0.3888888888888889
MOUNT VERNON,MEZCAL,mid,0.3888888888888889
GREENE,IMPORTED SCHNAPPS,high,0.3888888888888889
ANTHON,IMPORTED VODKAS,high,0.38888888888888884
POLK CITY,COFFEE LIQUEURS,low,0.3888362014732518
ESTHERVILLE,100% AGAVE TEQUILA,high,0.38881528984843633
FORT MADISON,COCKTAILS/RTD,low,0.38834171300743253
EARLY,STRAIGHT BOURBON WHISKIES,low,0.3883173408195013
BURLINGTON,IMPORTED CORDIALS & LIQUEUR,high,0.3882782161648366
CENTRAL CITY,COCKTAILS/RTD,low,0.3880606565820952
WAUKEE,BLENDED WHISKIES,low,0.3880542647366188
CORYDON,SCOTCH WHISKIES,low,0.38798441230998765
BAXTER,IMPORTED SCHNAPPS,low,0.3878205128205128
IOWA CITY,FLAVORED RUM,high,0.3876447318281402
POSTVILLE,AMERICAN CORDIALS & LIQUEUR,high,0.3874071291426663
CHARLES CITY,SINGLE MALT SCOTCH,low,0.38736350446232426
FORT MADISON,FLAVORED RUM,high,0.38713897285559523
SWEA CITY,WHISKEY LIQUEUR,high,0.3871055153882379
HILLS,BLENDED WHISKIES,low,0.3870978972287982
HINTON,FLAVORED RUM,low,0.38704189754058516
WINFIELD,STRAIGHT BOURBON WHISKIES,high,0.3870412362475855
SHELLSBURG,COFFEE LIQUEURS,low,0.38694148918970867
FORT DODGE,MEZCAL,low,0.38677607654707846
CASCADE,IMPORTED FLAVORED VODKA,low,0.38675030438014096
ELKADER,AMERICAN FLAVORED VODKA,low,0.38658606648584753
GRAETTINGER,IMPORTED DRY GINS,low,0.38651177514046847
WAPELLO,CREAM LIQUEURS,low,0.38639049654016183
NORTH ENGLISH,CANADIAN WHISKIES,high,0.3863412427065433
GLADBROOK,WHISKEY LIQUEUR,low,0.3862843128702065
CARTER LAKE,WHITE RUM,high,0.3862670399828418
GRANGER,AMERICAN VODKAS,high,0.38624553390903643
CEDAR RAPIDS,AMERICAN FLAVORED VODKA,high,0.3861611739026743
TOLEDO,100% AGAVE TEQUILA,low,0.38584554145731625
CLARION,IOWA SPIRITS MANUFACTURERS,low,0.38580326892096367
HUMBOLDT,IMPORTED VODKAS,high,0.3857142857142856
PALO,IMPORTED DRY GINS,low,0.38570112002786344
LARCHWOOD,MIXTO TEQUILA,low,0.3853745241085866
ALGONA,COCKTAILS/RTD,low,0.38532119103670537
NEWTON,MIXTO TEQUILA,high,0.3852461349800727
SPRINGVILLE,BLENDED WHISKIES,low,0.38523346514266965
HARLAN,CREAM LIQUEURS,high,0.3849089116988061
OSSIAN,IMPORTED SCHNAPPS,low,0.3847246891651865
VINTON,MIXTO TEQUILA,low,0.3847157550988174
HULL,TENNESSEE WHISKIES,high,0.38465783664459163
KEOKUK,IMPORTED FLAVORED VODKA,high,0.3845366103430621
ST LUCAS,AMERICAN BRANDIES,low,0.3843862514726631
FAIRFIELD,SPICED RUM,high,0.38427201982637427
DURANT,TENNESSEE WHISKIES,high,0.3842152843477346
KNOXVILLE,IMPORTED BRANDIES,low,0.38420155120585897
GRIMES,IMPORTED SCHNAPPS,low,0.38414526191879944
URBANDALE,AMERICAN VODKAS,high,0.3840576228366932
DOWS,WHISKEY LIQUEUR,low,0.38403279419619235
STRATFORD,100% AGAVE TEQUILA,low,0.3839329366726627
WALFORD,BLENDED WHISKIES,low,0.38388680565390015
SIBLEY,IMPORTED CORDIALS & LIQUEUR,high,0.38386159739246
ANKENY,IMPORTED VODKAS,high,0.38381842481091777
SLATER,STRAIGHT RYE WHISKIES,low,0.3838168795964523
CLERMONT,CREAM LIQUEURS,high,0.38375543140906276
EARLHAM,TENNESSEE WHISKIES,low,0.38374266042159855
ELDRIDGE,CREAM LIQUEURS,high,0.3835608916830695
RED OAK,WHISKEY LIQUEUR,low,0.38353973092427834
CEDAR RAPIDS,IMPORTED BRANDIES,mid,0.38347007374046144
RED OAK,AMERICAN FLAVORED VODKA,low,0.3834613278226731
ST LUCAS,WHITE RUM,low,0.3834094112541899
LE MARS,AMERICAN SLOE GINS,low,0.38333333333333336
MARSHALLTOWN,STRAIGHT BOURBON WHISKIES,high,0.38332507865649496
ADAIR,AMERICAN VODKAS,low,0.38332449159613985
BURLINGTON,IMPORTED BRANDIES,mid,0.3832631159977795
ARNOLDS PARK,SINGLE MALT SCOTCH,low,0.38324734100032987
JEFFERSON,COCKTAILS/RTD,low,0.38324584111632237
EVANSDALE,IMPORTED VODKAS,high,0.38314085644718227
SHUEYVILLE,WHITE RUM,low,0.3831206715817939
BETTENDORF,BOTTLED IN BOND BOURBON,low,0.3830593220667362
GREENFIELD,100% AGAVE TEQUILA,low,0.3829916979409853
RED OAK,COCKTAILS/RTD,low,0.3828910370528013
WESLEY,IOWA SPIRITS MANUFACTURERS,low,0.3828670289687593
ELK RUN HEIGHTS,MIXTO TEQUILA,low,0.3827863780054668
SCHLESWIG,BLENDED WHISKIES,low,0.3826842060012036
LE MARS,IMPORTED SCHNAPPS,high,0.3826759259899646
DELAWARE,FLAVORED RUM,low,0.38262802464747897
BANCROFT,NEUTRAL GRAIN SPIRITS,low,0.3825826242735819
LE MARS,CANADIAN WHISKIES,high,0.38235799987806934
CLARION,WHISKEY LIQUEUR,high,0.3822733303140369
IOWA CITY,WHISKEY LIQUEUR,high,0.382259816189005
WEST BEND,IMPORTED VODKAS,low,0.38196457611003887
ALLISON,IMPORTED CORDIALS & LIQUEUR,low,0.38163592719202016
ANAMOSA,100% AGAVE TEQUILA,mid,0.3814712234459243
DES MOINES,FLAVORED GIN,low,0.3814609061122473
EAGLE GROVE,AMERICAN DRY GINS,low,0.3814201046212044
PELLA,IRISH WHISKIES,mid,0.38133645265924904
FAIRFIELD,STRAIGHT BOURBON WHISKIES,high,0.3812825056871818
WASHINGTON,AMERICAN CORDIALS & LIQUEUR,high,0.38115047249141876
LAWLER,AMERICAN FLAVORED VODKA,low,0.38108687702150673
WAUKON,100% AGAVE TEQUILA,low,0.3810164438645853
MEDIAPOLIS,WHISKEY LIQUEUR,high,0.3809760849893032
ONAWA,AMERICAN SLOE GINS,low,0.380952380952381
NORWAY,SPICED RUM,high,0.380952380952381
SIOUX CITY,IMPORTED VODKAS,high,0.380847479878754
JESUP,CANADIAN WHISKIES,low,0.3807651612646792
OTTUMWA,WHISKEY LIQUEUR,high,0.3807135464914784
BUFFALO,IMPORTED SCHNAPPS,low,0.380701754385965
POCAHONTAS,IMPORTED SCHNAPPS,high,0.3806560931288316
SHELDON,IMPORTED SCHNAPPS,high,0.3806309940588333
OSAGE,STRAIGHT RYE WHISKIES,low,0.3805980635823027
HUMESTON,CREAM LIQUEURS,low,0.3803038048785561
NEW HAMPTON,FLAVORED RUM,low,0.38028218979985123
ST CHARLES,MIXTO TEQUILA,low,0.3801205873216838
LOVILIA,TENNESSEE WHISKIES,low,0.38005351298989054
CAMANCHE,STRAIGHT BOURBON WHISKIES,low,0.3800053697775752
BUFFALO CENTER,COCKTAILS/RTD,low,0.379899455928391
LE GRAND,100% AGAVE TEQUILA,low,0.3798495567438041
HUMESTON,AMERICAN VODKAS,low,0.3796531354866777
CENTERVILLE,CREAM LIQUEURS,high,0.3795696766195706
MAQUOKETA,MIXTO TEQUILA,high,0.37948717948717947
ACKLEY,MIXTO TEQUILA,low,0.3794225458558613
GUTTENBERG,IMPORTED SCHNAPPS,high,0.37934621056779144
ELK RUN HEIGHTS,SPICED RUM,low,0.3792203396086609
OSAGE,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.3789542787333888
CENTER POINT,WHISKEY LIQUEUR,high,0.37893404418445636
MUSCATINE,COFFEE LIQUEURS,high,0.37877909784603486
CHARITON,IRISH WHISKIES,low,0.3787138715503471
MOUNT PLEASANT,IOWA SPIRITS MANUFACTURERS,mid,0.37857142857142856
ELKADER,WHISKEY LIQUEUR,low,0.37851974933665405
WEST LIBERTY,TENNESSEE WHISKIES,high,0.3785180628489387
ORANGE CITY,SPICED RUM,high,0.3784920533332659
DUMONT,AMERICAN CORDIALS & LIQUEUR,low,0.3784742313979139
BELLEVUE,IMPORTED CORDIALS & LIQUEUR,low,0.3783812605970096
OSKALOOSA,WHITE RUM,high,0.37837837837837845
COUNCIL BLUFFS,STRAIGHT BOURBON WHISKIES,high,0.378343809957116
ZWINGLE,CANADIAN WHISKIES,low,0.3782810031713066
SUTHERLAND,AMERICAN CORDIALS & LIQUEUR,low,0.3782617964343571
WELLSBURG,AMERICAN FLAVORED VODKA,low,0.3782051282051282
RIVERSIDE,IMPORTED FLAVORED VODKA,low,0.37801989996876545
MAPLETON,AMERICAN CORDIALS & LIQUEUR,high,0.37794787664703283
POCAHONTAS,TENNESSEE WHISKIES,high,0.3779330023897147
MARQUETTE,STRAIGHT BOURBON WHISKIES,low,0.3778496362947674
CARLISLE,TENNESSEE WHISKIES,high,0.37784225302956864
ESTHERVILLE,FLAVORED RUM,high,0.377778184707471
ARMSTRONG,SPICED RUM,high,0.37777777777777777
OSKALOOSA,AMERICAN DRY GINS,mid,0.37777777777777777
ROCK VALLEY,MIXTO TEQUILA,high,0.37777777777777777
WEST BRANCH,CREAM LIQUEURS,low,0.37756778328027246
SHELDON,SCOTCH WHISKIES,mid,0.3775402520026903
ST ANSGAR,IMPORTED CORDIALS & LIQUEUR,low,0.3774033862614754
CENTRAL CITY,BLENDED WHISKIES,low,0.37739141953671035
PERRY,STRAIGHT BOURBON WHISKIES,low,0.3773843778104788
HUMBOLDT,COCKTAILS/RTD,low,0.3773715502919264
MARTELLE,BLENDED WHISKIES,low,0.37731866972250167
BOONE,BLENDED WHISKIES,high,0.37720499480612507
WASHINGTON,100% AGAVE TEQUILA,mid,0.37717043833701497
EAGLE GROVE,IOWA SPIRITS MANUFACTURERS,low,0.3771215096882035
URBANDALE,AGED DARK RUM,low,0.37692038098564745
NEVADA,IRISH WHISKIES,low,0.3768344637638396
EMMETSBURG,AMERICAN FLAVORED VODKA,high,0.3766794537087124
ALLISON,TEMPORARY & SPECIALTY PACKAGES,high,0.376627947905667
FARMINGTON,WHISKEY LIQUEUR,low,0.37661239326452306
AMES,FLAVORED GIN,low,0.3765373321409668
MARSHALLTOWN,IMPORTED CORDIALS & LIQUEURS,low,0.3764996148576538
PERRY,GOLD RUM,low,0.37644538199660516
PLEASANT VALLEY,MIXTO TEQUILA,low,0.3763638824769743
STORM LAKE,FLAVORED GIN,low,0.37624376407980953
MT PLEASANT,GOLD RUM,low,0.3761988865849846
DYERSVILLE,FLAVORED GIN,low,0.376190476190476
URBANA,CREAM LIQUEURS,low,0.37614297822765197
LOST NATION,IMPORTED SCHNAPPS,low,0.37608881896487717
HARLAN,SINGLE MALT SCOTCH,high,0.37603991298699196
MONTEZUMA,COFFEE LIQUEURS,low,0.3759968398231994
MADRID,IMPORTED DRY GINS,low,0.3758967586810415
HARLAN,BOTTLED IN BOND BOURBON,low,0.37573378816183206
SPIRIT LAKE,100% AGAVE TEQUILA,high,0.37569694999858755
ELK RUN HEIGHTS,TENNESSEE WHISKIES,low,0.37561268630649486
BURLINGTON,IMPORTED CORDIALS & LIQUEUR,mid,0.37551520043261516
ST LUCAS,CANADIAN WHISKIES,low,0.37541729806290625
WOODWARD,CREAM LIQUEURS,low,0.37540928635654686
NORWAY,BLENDED WHISKIES,low,0.37528818733641245
CARTER LAKE,100% AGAVE TEQUILA,low,0.3752423541297701
CLIVE,IMPORTED BRANDIES,mid,0.37520836394617757
BROOKLYN,AMERICAN CORDIALS & LIQUEUR,low,0.37517297649398074
MORAVIA,COCKTAILS/RTD,low,0.3750060697879945
ALGONA,GOLD RUM,high,0.375
COLFAX,AMERICAN DRY GINS,mid,0.375
LONE TREE,IRISH WHISKIES,low,0.375
ELK RUN HEIGHTS,AMERICAN BRANDIES,low,0.375
CORRECTIONVILLE,COFFEE LIQUEURS,high,0.375
BEVINGTON,IOWA SPIRITS MANUFACTURERS,high,0.37499999999999994
OKOBOJI,WHITE RUM,low,0.374906788733987
DURANT,TENNESSEE WHISKIES,low,0.37485508023452696
DALLAS CENTER,SPICED RUM,low,0.37479170108488696
ST LUCAS,IMPORTED CORDIALS & LIQUEUR,low,0.37477741425299754
ONAWA,AMERICAN CORDIALS & LIQUEUR,low,0.37476500645929506
LIVERMORE,CANADIAN WHISKIES,low,0.37474276100258735
WELLMAN,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.3747120870227856
AUDUBON,TEMPORARY & SPECIALTY PACKAGES,low,0.37470771280965565
MONROE,STRAIGHT BOURBON WHISKIES,low,0.3745770858505666
CENTERVILLE,AGED DARK RUM,low,0.374499151238445
TREYNOR,WHITE RUM,low,0.3744847801706492
GRINNELL,IMPORTED VODKAS,high,0.37430999449495844
STORM LAKE,IMPORTED BRANDIES,high,0.3741538465580115
LOVILIA,AMERICAN VODKAS,high,0.37412515454010475
BLOOMFIELD,IMPORTED FLAVORED VODKA,low,0.3739539816827298
STORY CITY,AMERICAN CORDIALS & LIQUEUR,high,0.3738859180035652
NEWTON,SPECIAL ORDER ITEMS,mid,0.37386018237082064
KEOKUK,AMERICAN SCHNAPPS,high,0.37385115214691234
REDFIELD,WHISKEY LIQUEUR,low,0.3737127482560682
BEDFORD,SCOTCH WHISKIES,low,0.3734861651125781
MADRID,MIXTO TEQUILA,low,0.37343378732144217
ELDORA,FLAVORED RUM,low,0.37342839834032787
INDIANOLA,100% AGAVE TEQUILA,low,0.3733722778175805
CLINTON,AMERICAN VODKAS,high,0.37333158377976355
ROBINS,SPICED RUM,high,0.3732735582202105
ELDRIDGE,IMPORTED SCHNAPPS,high,0.3732311005894209
ALTOONA,AMERICAN BRANDIES,high,0.3729480085210954
BLOOMFIELD,COCKTAILS/RTD,low,0.3728250358097687
SPIRIT LAKE,COFFEE LIQUEURS,high,0.3726017943409247
MILFORD,IMPORTED BRANDIES,low,0.37253537224826716
ANAMOSA,AMERICAN CORDIALS & LIQUEUR,high,0.3721956755292282
SIGOURNEY,IMPORTED CORDIALS & LIQUEUR,low,0.37215347545478955
MONROE,MIXTO TEQUILA,low,0.3719214896939729
KEOKUK,STRAIGHT RYE WHISKIES,high,0.3719169319745021
AUDUBON,STRAIGHT BOURBON WHISKIES,low,0.3718170010216874
BANCROFT,100% AGAVE TEQUILA,low,0.37176611885286914
ROBINS,WHISKEY LIQUEUR,low,0.37172876535345484
CRESCENT,IMPORTED CORDIALS & LIQUEUR,high,0.37157608828757915
AVOCA,COCKTAILS/RTD,low,0.3715173336316959
STUART,AMERICAN FLAVORED VODKA,high,0.3713945881653285
CLERMONT,FLAVORED RUM,low,0.37139185448793993
MILFORD,AMERICAN FLAVORED VODKA,low,0.3711419192131267
WHAT CHEER,WHITE RUM,low,0.3710530137272815
SERGEANT BLUFF,AMERICAN CORDIALS & LIQUEUR,low,0.37087569259584735
LOGAN,WHISKEY LIQUEUR,low,0.37059498187751966
WAVERLY,SCOTCH WHISKIES,high,0.3705422760370019
ROCK VALLEY,CREAM LIQUEURS,high,0.3705018393548676
CENTRAL CITY,STRAIGHT BOURBON WHISKIES,mid,0.37049048839601756
CLARENCE,AMERICAN SCHNAPPS,low,0.3704767454767455
STUART,SPICED RUM,high,0.37037218953441586
LECLAIRE,STRAIGHT RYE WHISKIES,low,0.37032475213245314
ST LUCAS,IMPORTED VODKAS,low,0.3702657800419393
CHARLES CITY,COFFEE LIQUEURS,high,0.3702614379084969
WEST LIBERTY,IOWA SPIRITS MANUFACTURERS,low,0.37017112961171855
ROBINS,SCOTCH WHISKIES,low,0.37001352265043946
ALBIA,SINGLE MALT SCOTCH,mid,0.3699856192117885
CLINTON,AMERICAN SCHNAPPS,high,0.36994960648049374
MISSOURI VALLEY,100% AGAVE TEQUILA,low,0.3699351352633184
GUTTENBERG,AMERICAN VODKAS,high,0.36990506034436615
DUNLAP,STRAIGHT RYE WHISKIES,mid,0.3698630136986301
BELMOND,STRAIGHT RYE WHISKIES,mid,0.3698630136986301
HIAWATHA,STRAIGHT RYE WHISKIES,mid,0.3698630136986301
CARTER LAKE,FLAVORED RUM,low,0.3698069748253312
LAMONT,TENNESSEE WHISKIES,low,0.3697707128556937
SIBLEY,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.36939590273648754
BEDFORD,AMERICAN CORDIALS & LIQUEUR,low,0.3693194530298338
CORYDON,COCKTAILS/RTD,low,0.3692981312818748
DENISON,SINGLE MALT SCOTCH,low,0.36909129650822153
STORY CITY,STRAIGHT BOURBON WHISKIES,high,0.36902131654635933
BROOKLYN,WHISKEY LIQUEUR,high,0.3685185185185187
CEDAR RAPIDS,IMPORTED DRY GINS,high,0.3684210526315789
OELWEIN,SCOTCH WHISKIES,high,0.368374269005848
LE MARS,100% AGAVE TEQUILA,low,0.36833112803781226
SLOAN,WHISKEY LIQUEUR,high,0.368144557161054
CLINTON,CREAM LIQUEURS,high,0.3681305628965694
MOUNT AYR,CREAM LIQUEURS,low,0.36810264056607367
LAKE VIEW,STRAIGHT BOURBON WHISKIES,mid,0.3680555555555556
NEW SHARON,COCKTAILS/RTD,low,0.36770459450248594
BLUE GRASS,COFFEE LIQUEURS,low,0.3676690439240066
WELLSBURG,SPICED RUM,low,0.3675483791994069
PERRY,COCKTAILS/RTD,low,0.36752148904741816
COUNCIL BLUFFS,IMPORTED DISTILLED SPIRIT SPECIALTY,low,0.3674629925523827
TIPTON,IMPORTED SCHNAPPS,low,0.3674375154868936
OELWEIN,COCKTAILS/RTD,low,0.36741283051282697
ADEL,MIXTO TEQUILA,high,0.36736411736411734
IOWA CITY,TEMPORARY & SPECIALTY PACKAGES,low,0.3673617741325965
BONDURANT,STRAIGHT RYE WHISKIES,low,0.3673227162948753
CARLISLE,AMERICAN VODKAS,high,0.3672566008585458
GEORGE,COFFEE LIQUEURS,low,0.3672445460097025
MONTEZUMA,IOWA SPIRITS MANUFACTURERS,low,0.3672230285967306
MISSOURI VALLEY,IMPORTED CORDIALS & LIQUEURS,low,0.3669191919191919
WAUKEE,COCKTAILS/RTD,low,0.3668584722320927
WOODBINE,TRIPLE SEC,low,0.36681239907046354
BELLEVUE,AMERICAN FLAVORED VODKA,low,0.3667807652440429
KEOKUK,TENNESSEE WHISKIES,mid,0.3667133520074696
AVOCA,IMPORTED SCHNAPPS,low,0.36667196010694253
ALTA,AMERICAN CORDIALS & LIQUEUR,low,0.36666666666666664
STORM LAKE,WHISKEY LIQUEUR,high,0.366591687223271
ARNOLDS PARK,MIXTO TEQUILA,high,0.36652236652236647
NEW HAMPTON,MIXTO TEQUILA,low,0.36644430202802175
CLEAR LAKE,IMPORTED CORDIALS & LIQUEUR,high,0.36641242452748296
CLARKSVILLE,AMERICAN CORDIALS & LIQUEUR,low,0.36640279666329134
WINTHROP,TENNESSEE WHISKIES,low,0.3662752244010288
LAMONI,IMPORTED BRANDIES,low,0.36611087307421686
PLEASANTVILLE,WHISKEY LIQUEUR,high,0.36606103371253434
BELLEVUE,TRIPLE SEC,low,0.36605665883692784
SHENANDOAH,100% AGAVE TEQUILA,low,0.36603585835435065
CARTER LAKE,CANADIAN WHISKIES,low,0.36600369695936324
LANSING,TENNESSEE WHISKIES,low,0.36591377937172626
WEST LIBERTY,STRAIGHT RYE WHISKIES,low,0.3658875100495615
HIAWATHA,NEUTRAL GRAIN SPIRITS,low,0.3657474600870827
HIAWATHA,IMPORTED CORDIALS & LIQUEUR,low,0.36571051247079644
NEWTON,WHISKEY LIQUEUR,high,0.3656508628574428
DYERSVILLE,TENNESSEE WHISKIES,low,0.36559569435240974
NEW VIRGINIA,AMERICAN FLAVORED VODKA,low,0.3654411365033741
PELLA,IOWA SPIRITS MANUFACTURERS,low,0.36527163131353174
GLENWOOD,IMPORTED DRY GINS,low,0.36526104401011167
KINGSLEY,COCKTAILS/RTD,low,0.3651415004092484
PACIFIC JUNCTION,SPICED RUM,low,0.3650201008274558
PEOSTA,STRAIGHT RYE WHISKIES,mid,0.365
HARPERS FERRY,IMPORTED VODKAS,low,0.364964445412927
DYSART,AMERICAN BRANDIES,low,0.36494919459689834
SPENCER,AMERICAN VODKAS,high,0.364920293691722
FARLEY,CREAM LIQUEURS,low,0.36467432950191564
LAKE PARK,IMPORTED VODKAS,low,0.36455036284965187
CLARINDA,SINGLE MALT SCOTCH,low,0.3645358390243297
CEDAR FALLS,AMERICAN VODKAS,high,0.36452748875910307
RICEVILLE,CANADIAN WHISKIES,low,0.36425927087137294
DE SOTO,FLAVORED RUM,low,0.3642176890725844
CLEARLAKE,IMPORTED CORDIALS & LIQUEUR,high,0.36414404583475174
MAYNARD,AMERICAN SCHNAPPS,low,0.36407194456730063
OTTUMWA,AMERICAN SCHNAPPS,high,0.3639287264485185
GRAND JUNCTION,BLENDED WHISKIES,low,0.3636988057368986
CARTER LAKE,CREAM LIQUEURS,low,0.36367829157835097
HOLSTEIN,IRISH WHISKIES,low,0.3636641716441733
KELLOGG,AMERICAN SCHNAPPS,high,0.36365562146348296
GLIDDEN,STRAIGHT RYE WHISKIES,mid,0.36363636363636365
MORAVIA,AMERICAN CORDIALS & LIQUEUR,low,0.3636327676355798
GILMORE CITY,BLENDED WHISKIES,low,0.3635762385762386
GILBERTVILLE,CANADIAN WHISKIES,high,0.3634176161459992
ROCK RAPIDS,IMPORTED DRY GINS,low,0.36331902003724875
IDA GROVE,100% AGAVE TEQUILA,mid,0.3633004926108374
WALL LAKE,TENNESSEE WHISKIES,high,0.36325729703213155
WINTERSET,IMPORTED BRANDIES,low,0.36325621537922076
COON RAPIDS,SPICED RUM,high,0.3632478632478633
WILLIAMSBURG,IMPORTED VODKAS,high,0.36293490460157135
ATLANTIC,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.3629327639163841
BEDFORD,WHISKEY LIQUEUR,low,0.3629236045688878
MONROE,BLENDED WHISKIES,low,0.3628701398330427
CLIVE,MIXTO TEQUILA,low,0.3626418147735008
PLEASANT HILL,SINGLE MALT SCOTCH,low,0.3625851619228681
PERRY,AMERICAN CORDIALS & LIQUEUR,high,0.3625827420995748
WASHINGTON,SPECIAL ORDER ITEMS,low,0.3625375270344442
ALBIA,AMERICAN VODKAS,high,0.36232495032179496
PELLA,CANADIAN WHISKIES,high,0.3619431295535303
LAMONI,BLENDED WHISKIES,low,0.3619387180440902
WEST LIBERTY,WHISKEY LIQUEUR,high,0.36175034113072524
LISBON,AMERICAN VODKAS,high,0.3617052067853317
KELLOGG,IMPORTED BRANDIES,low,0.36169477426662294
GOWRIE,IMPORTED DRY GINS,low,0.36168817570115647
GEORGE,AMERICAN VODKAS,low,0.3615315337335687
CARROLL,WHISKEY LIQUEUR,high,0.361150072036344
GRINNELL,CORN WHISKIES,low,0.36112822829516633
BELMOND,COFFEE LIQUEURS,high,0.3611111111111112
ESTHERVILLE,COFFEE LIQUEURS,high,0.3611111111111111
REDFIELD,CANADIAN WHISKIES,high,0.3611111111111111
DES MOINES,BOTTLED IN BOND BOURBON,low,0.36084889950203486
ROBINS,WHITE RUM,high,0.3607142857142858
WINFIELD,TENNESSEE WHISKIES,low,0.3606821763290046
SAINT ANSGAR,WHITE RUM,low,0.3605271938605272
EAGLE GROVE,MIXTO TEQUILA,high,0.3603743000294724
WINDSOR HEIGHTS,WHISKEY LIQUEUR,high,0.35989969149414414
SPENCER,AMERICAN VODKAS,mid,0.3598784199562166
EVANSDALE,TENNESSEE WHISKIES,low,0.35977200097772116
CRESCENT,STRAIGHT BOURBON WHISKIES,low,0.35974789787926437
MARCUS,IMPORTED DRY GINS,low,0.3597453058553619
ELLSWORTH,MIXTO TEQUILA,low,0.35964188647344614
KELLOGG,NEUTRAL GRAIN SPIRITS,low,0.3594202898550724
HUMBOLDT,SINGLE MALT SCOTCH,mid,0.3593709586967724
WOODWARD,CANADIAN WHISKIES,high,0.3593670647486824
BURLINGTON,COFFEE LIQUEURS,high,0.3593661039475316
AMANA,WHITE RUM,low,0.3593505906985237
CORALVILLE,FLAVORED RUM,high,0.35903550080996033
PERRY,IMPORTED SCHNAPPS,low,0.3590233740581968
CLERMONT,AMERICAN VODKAS,high,0.3587473379852096
HOLSTEIN,STRAIGHT BOURBON WHISKIES,low,0.35843009573387086
JEWELL,FLAVORED RUM,low,0.3584279912559227
MONROE,100% AGAVE TEQUILA,low,0.3583824033508719
WILTON,STRAIGHT BOURBON WHISKIES,high,0.35836597815764487
POLK CITY,IMPORTED DRY GINS,low,0.3583119234163535
CORALVILLE,COCKTAILS/RTD,low,0.35826841265725995
GRIMES,AMERICAN SCHNAPPS,low,0.35825618722390457
DECORAH,STRAIGHT BOURBON WHISKIES,low,0.358185790899356
NEWTON,IOWA SPIRITS MANUFACTURERS,low,0.3580703398147804
ESTHERVILLE,AMERICAN CORDIALS & LIQUEUR,high,0.35797025457905934
DANVILLE,AMERICAN VODKAS,low,0.35792543487673223
WATERLOO,AMERICAN FLAVORED VODKA,high,0.35781318986337735
DUBUQUE,IMPORTED VODKAS,high,0.35761787141796336
GARNER,IMPORTED CORDIALS & LIQUEUR,low,0.3575016701693688
NEVADA,IMPORTED VODKAS,low,0.3574393315104361
ROCK VALLEY,AMERICAN DISTILLED SPIRIT SPECIALTY,low,0.3573263888888889
LOGAN,AMERICAN DRY GINS,low,0.35725026634375084
OSSIAN,IOWA SPIRITS MANUFACTURERS,low,0.3571862404063829
NORTH LIBERTY,SINGLE MALT SCOTCH,mid,0.35717420943616035
PEOSTA,SPICED RUM,high,0.3571073552051813
HIAWATHA,FLAVORED RUM,low,0.35709524094232487
WAUKEE,FLAVORED RUM,high,0.3570852360970811
SPIRIT LAKE,AMERICAN VODKAS,high,0.35682844428114885
LE MARS,SINGLE MALT SCOTCH,high,0.35669941532928795
HIAWATHA,CREAM LIQUEURS,low,0.35658619609009984
ESSEX,TEMPORARY & SPECIALTY PACKAGES,low,0.35640887721528713
HUDSON,AMERICAN VODKAS,low,0.3562314616478011
NEWTON,AMERICAN SCHNAPPS,high,0.35611990246591363
WHEATLAND,TENNESSEE WHISKIES,low,0.3559574689304886
STRATFORD,COFFEE LIQUEURS,low,0.35594980014121297
