_c0,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,latitude,longitude,City
534,4941,4,1069,78881.07,2,2,2,222,1,4941,2022-11-01,KUM & GO #170 / URBANDALE,A,6990 DOUGLAS AVE,IA,50322,41.629415,-93.711903,URBANDALE
535,5556,10,509,76523.69,3,3,2,332,1,5556,2022-11-01,CASEY'S GENERAL STORE #2891 / FORT DODGE,A,235 AVE O,IA,50501,42.48687,-94.20311,FORT DODGE
536,5967,31,341,27631.23,4,3,4,434,1,5967,2022-11-01,CASEY'S GENERAL STORE #1728 / RED OAK,A,1310 N BROADWAY ST,IA,51566,41.016443,-95.23272,RED OAK
537,5922,3,380,50977.24,1,3,3,133,1,5922,2022-11-01,CASEY'S GENERAL STORE #3896 / CENTER POINT,A,696 GRAIN LN,IA,52213,42.173697,-91.777548,CENTER POINT
538,4247,5,870,118480.2,2,2,2,222,1,4247,2022-11-01,FAREWAY STORES #879 / BELMOND,A,512 RIVER AVE N,IA,50421,42.850357,-93.616788,BELMOND
539,2705,6,1040,164870.55,3,2,1,321,1,2705,2022-11-01,HY-VEE CRESCO DOLLAR FRESH,A,22422 HWY 9,IA,52349,43.371127,-92.131655,CRESCO
540,4741,3,485,59663.0,1,3,2,132,1,4741,2022-11-01,WALGREENS #03700 / COUNCIL BLUFFS,A,535 E BROADWAY,IA,51503,41.266066,-95.839697,COUNCIL BLUFFS
541,2841,4,252,35562.45,2,4,3,243,1,2841,2022-11-01,CVS PHARMACY #8532 / CEDAR RAPIDS,A,2711 MOUNT VERNON RD,IA,52403,41.976883,-91.627468,CEDAR RAPIDS
542,5677,5,179,28750.6,2,4,4,244,1,5677,2022-11-01,YESWAY STORE #1198 / SWEA CITY,A,101 4TH AVE W,IA,50590,43.384945,-94.307881,SWEA CITY
543,5283,11,97,19725.5,3,4,4,344,1,5283,2022-11-01,YESWAY STORE # 10026/ MASON CITY,A,1303 4TH ST SW,IA,50401,43.148339,-93.221539,MASON CITY
544,2603,6,10781,1661461.46,3,1,1,311,0,2603,2022-11-01,HY-VEE WINE AND SPIRITS / BETTENDORF,A,2890 DEVILS GLEN ROAD,IA,52722,41.552389,-90.483753,BETTENDORF
545,2571,4,4496,707435.58,2,1,1,211,0,2571,2022-11-01,HY-VEE FOOD STORE #2 / WATERLOO,A,2181 LOGAN AVE,IA,50703,42.530476,-92.337583,WATERLOO
546,4752,3,912,153711.91,1,2,1,121,1,4752,2022-11-01,GASLAND / BURLINGTON,A,1003 SUMMER STREET,IA,52655,40.797114,-91.11479,BURLINGTON
547,2554,0,1384,140085.4,1,1,2,112,1,2554,2022-11-01,HY-VEE FOOD STORE / DAVENPORT,A,3019 ROCKINGHAM ROAD,IA,52802,41.510523,-90.620724,DAVENPORT
548,5536,4,691,65184.53,2,2,2,222,1,5536,2022-11-01,THE FILLING STATION / AMES,A,2400 UNIVERSITY BLVD,IA,50010,42.000804,-93.639359,AMES
549,6025,55,125,14213.25,4,4,4,444,1,6025,2022-11-01,CASEY'S GENERAL STORE #3030 / STORM LAKE,A,825 FLINDT DR,IA,50588,42.646522,-95.190566,STORM LAKE
550,6180,20,191,19873.39,4,4,4,444,1,6180,2022-11-01,BREW OIL #11 / BOYDEN,A,1010 SOUTHERN ST.,IA,51234,43.186249,-96.000331,BOYDEN
551,6200,26,28,4085.96,4,4,4,444,1,6200,2022-11-01,HY-VEE C STORE / MT. PLEASANT,A,1702 EAST WASHINGTON STREET,IA,52641,40.962331,-91.52888,MOUNT PLEASANT
552,5384,24,560,39889.56,4,3,3,433,1,5384,2022-11-01,CASEY'S GENERAL STORE # 2698/ PERRY,A,1308 1ST STREET,IA,50220,41.840935,-94.106584,PERRY
553,4296,5,1361,83375.79,2,1,2,212,1,4296,2022-11-01,CIRCLE B MARKET,A,111 MAIN ST,IA,52565,40.7294,-91.962466,KEOSAUQUA
554,4617,0,4625,333441.96,1,1,1,111,0,4617,2022-11-01,LICKETY LIQUOR,A,2501 HUBBELL AVE,IA,50317,41.607818,-93.570488,DES MOINES
555,2552,0,5517,860369.61,1,1,1,111,0,2552,2022-11-01,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,A,20 WILSON AVENUE WEST,IA,52404,41.955859,-91.658576,CEDAR RAPIDS
556,5811,10,234,27586.9,3,4,4,344,1,5811,2022-11-01,CASEY'S GENERAL STORE #2629 / RIVERSIDE,A,200 E 1ST ST,IA,52327,41.480006,-91.578314,RIVERSIDE
557,5624,0,184,32332.41,1,4,3,143,1,5624,2022-11-01,CASEY'S GENERAL STORE #1065 / ASBURY,A,5505 ASBURY RD,IA,52002,42.510502,-90.758535,DUBUQUE
558,5267,52,77,13211.27,4,4,4,444,1,5267,2022-11-01,THE STATION,A,2320 N 15TH STREET,IA,50501,42.52931,-94.177989,FORT DODGE
559,6234,5,261,38743.62,2,4,3,243,1,6234,2022-11-01,EL VALLE TIENDA Y CARNICERIA / EAGLE GROVE,A,101 W BROADWAY ST.,IA,50533,42.664105,-93.901439,EAGLE GROVE
560,5196,6,539,37247.09,3,3,3,333,1,5196,2022-11-01,THE DEPOT CORALVILLE,A,100 E  OAKDALE BLVD,IA,52241,41.701487,-91.562211,CORALVILLE
561,4759,159,94,6507.61,4,4,4,444,1,4759,2022-11-01,WALGREENS #10855 / WATERLOO,A,1850 LOGAN AVE,IA,50703,42.527121,-92.337563,WATERLOO
562,5120,20,392,41871.03,4,3,3,433,1,5120,2022-11-01,CASEY'S GENERAL STORE #3442 / MAPLET,A,"401, S  4TH  ST",IA,51034,42.161847,-95.793241,MAPLETON
563,6237,0,643,21578.18,1,2,4,124,1,6237,2022-11-01,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,A,902 NORTH 2ND STREET,IA,52732,41.85384,-90.186408,CLINTON
564,6004,3,421,67132.96,1,3,2,132,1,6004,2022-11-01,CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,A,201 E ACCESS RD,IA,52738,41.279415,-91.356674,COLUMBUS JUNCTION
565,5929,63,292,41284.5,4,3,3,433,1,5929,2022-11-01,D&T'S / ODEBOLT,A,417 1ST ST,IA,51458,42.313396,-95.255961,ODEBOLT
566,4767,5,1061,66251.07,2,2,2,222,1,4767,2022-11-01,CASEY'S GENERAL STORE #3075 / ANKENY,A,6981 NE 14TH ST,IA,50023,41.687793,-93.600659,ANKENY
567,5392,11,267,38904.84,3,3,3,333,1,5392,2022-11-01,CASEY'S GENERAL STORE # 1861/ BONDURANT,A,1455 GRANT STREET SOUTH,IA,50035,41.688665,-93.46336,BONDURANT
568,4512,4,289,35126.87,2,3,3,233,1,4512,2022-11-01,METRO MART #4 / WATERLOO,A,2332 FALLS AVE.,IA,50701,42.500152,-92.376365,WATERLOO
569,4796,51,126,26498.52,4,4,4,444,1,4796,2022-11-01,WALGREENS #04714 / DES MOINES,A,4555 FLEUR DR,IA,50321,41.542957,-93.644941,DES MOINES
570,5739,21,199,21301.25,4,4,4,444,1,5739,2022-11-01,CASEY'S GENERAL STORE #1455,A,27470 HWY 65 SOUTH,IA,50122,42.303759,-93.30968,HUBBARD
571,4140,3,1599,270276.8,1,1,1,111,1,4140,2022-11-01,FAREWAY STORES #900 / EUCLID,A,100 EUCLID AVE,IA,50313,41.627684,-93.618871,DES MOINES
572,5233,10,413,76359.34,3,3,2,332,1,5233,2022-11-01,CASEY'S GENERAL STORE #2640 / PLEASA,A,1006 W PLEASANT ST,IA,50225,41.392696,-93.279121,PLEASANTVILLE
573,6160,5,1552,171855.91,2,1,1,211,1,6160,2022-11-01,CASEY'S #6127 / COUNCIL BLUFFS,A,2711 S 24TH ST,IA,51501,41.234683,-95.879146,COUNCIL BLUFFS
574,6141,0,381,65105.17,1,3,2,132,1,6141,2022-11-01,KJ'S CONVENIENCE & DELI / MAQUOKETA,A,916 WEST PLATT,IA,52060,42.06898,-90.677275,MAQUOKETA
575,5969,0,289,35362.01,1,3,3,133,1,5969,2022-11-01,CASEY'S GENERAL STORE #3288 / BLUE GRASS,A,301 E. MAYNE ST,IA,52726,41.509099,-90.762646,BLUE GRASS
576,3789,5,1168,202747.42,2,2,1,221,1,3789,2022-11-01,WAL-MART 1393 / OSKALOOSA,A,2203 A AVENUE WEST,IA,52577,41.298516,-92.669924,OSKALOOSA
577,4867,5,600,75274.73,2,2,2,222,1,4867,2022-11-01,SPEEDY GAS N SHOP,A,430 S 35TH ST,IA,51501,41.257581,-95.902023,COUNCIL BLUFFS
578,5747,4,435,52640.53,2,3,3,233,1,5747,2022-11-01,CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS,A,701 32ND AVE,IA,51501,41.22822,-95.852954,COUNCIL BLUFFS
579,2711,12,529,27264.36,4,3,4,434,1,2711,2022-11-01,HY-VEE GAS #2 / OTTUMWA,A,2457 N COURT ST,IA,52501,41.050551,-92.408195,OTTUMWA
580,6131,13,59,7649.99,4,4,4,444,1,6131,2022-11-01,LEEDS FOOD N FUEL / SIOUX CITY,A,4004 FLOYD BLVD,IA,51108,42.541225,-96.359675,SIOUX CITY
581,2612,3,1763,202304.75,1,1,1,111,1,2612,2022-11-01,HY-VEE STORE / PERRY,A,1215  141 ST,IA,50220,41.830292,-94.104501,PERRY
582,4159,3,1083,203447.07,1,2,1,121,1,4159,2022-11-01,FAREWAY STORES #073 / COUNCIL BLUFFS,A,310 MCKENZIE AVE,IA,51503,41.280148,-95.817999,COUNCIL BLUFFS
583,4201,4,1225,396506.35,2,1,1,211,1,4201,2022-11-01,FAREWAY STORES #022 / SIOUX CITY,A,4040 WAR EAGLE DR,IA,51109,42.494881,-96.461706,SIOUX CITY
584,5367,10,240,32711.02,3,4,3,343,1,5367,2022-11-01,CASEY'S GENERAL STORE # 2618/ FREDRICKSBURG,A,215 W MAIN ST.,IA,50630,42.965093,-92.202089,FREDERICKSBURG
585,6191,10,420,29196.42,3,3,4,334,1,6191,2022-11-01,HY-VEE FAST AND FRESH #2 / WAUKEE,A,155 W. HICKMAN RD.,IA,50263,41.615007,-93.876296,WAUKEE
586,4971,5,1574,309482.57,2,1,1,211,1,4971,2022-11-01,FAREWAY STORES #138 / PLEASANT HILL,A,"5500, E UNIVERSITY AVE",IA,50327,41.599274,-93.505732,PLEASANT HILL
587,6292,26,86,10706.38,4,4,4,444,1,6292,2022-11-01,JET STOP DENMARK / DENMARK,A,603 ACADEMY AVE.,IA,52624,40.741742,-91.336142,DENMARK
588,2835,18,121,17978.34,4,4,4,444,1,2835,2022-11-01,CVS PHARMACY #8538 / CEDAR FALLS,A,2302 WEST FIRST ST,IA,50613,42.539874,-92.472778,CEDAR FALLS
589,3549,5,1880,519672.86,2,1,1,211,1,3549,2022-11-01,QUICKER LIQUOR STORE,A,1414 48TH ST,IA,52627,40.6243,-91.373208,FORT MADISON
590,2649,3,5954,603506.36,1,1,1,111,0,2649,2022-11-01,HY-VEE #3 / DUBUQUE,A,400 LOCUST ST,IA,52001,42.497219,-90.666497,DUBUQUE
591,5912,3,833,114000.72,1,2,2,122,1,5912,2022-11-01,JMC SUPERMARKET / PERRY,A,605 1ST AVE,IA,50220,41.83359,-94.106583,PERRY
592,5840,12,319,45947.4,4,3,3,433,1,5840,2022-11-01,BROTHER'S MARKET / CLARION,A,325 CENTRAL AVE WEST,IA,50525,42.731643,-93.735875,CLARION
593,5028,0,621,102865.7,1,2,2,122,1,5028,2022-11-01,MIDTOWN LIQUOR,A,1100 E 5TH ST,IA,50588,42.644563,-95.186938,STORM LAKE
594,5010,0,1083,76389.04,1,2,2,122,1,5010,2022-11-01,SAC CITY FOOD PRIDE,A,106 S 16TH ST,IA,50583,42.422404,-95.002637,SAC CITY
595,6339,5,187,21196.58,2,4,4,244,1,6339,2022-11-01,AINSWORTH FOUR CORNERS / AINSWORTH,A,3112 IOWA 92,IA,52201,41.290805,-91.53565,AINSWORTH
596,5792,103,130,10853.18,4,4,4,444,1,5792,2022-11-01,CASEY'S GENERAL STORE #2672 / SANBORN,A,510 W 7TH ST,IA,51248,43.186022,-95.661995,SANBORN
597,9013,6,174,63620.16,3,4,2,342,1,9013,2022-11-01,IOWA DISTILLING COMPANY,I,4349 CUMMING AVE.,IA,50061,41.483192,-93.762456,CUMMING
598,2723,11,134,18938.61,3,4,4,344,1,2723,2022-11-01,HY-VEE GAS / JOHNSTON,A,5902 MERLE HAY ROAD,IA,50322,41.667743,-93.697741,JOHNSTON
599,4590,4,516,58443.55,2,3,2,232,1,4590,2022-11-01,CASEY'S GENERAL STORE #3045 / CEDAR FALLS,A,"601, MAIN ST",IA,50613,42.532963,-92.445512,CEDAR FALLS
600,2555,5,5336,638158.83,2,1,1,211,0,2555,2022-11-01,HY-VEE FOOD STORE / KEOKUK,A,3111 MAIN,IA,52632,40.415303,-91.403673,KEOKUK
601,5791,31,97,18156.56,4,4,4,444,1,5791,2022-11-01,CASEY'S GENERAL STORE #2060 / POCAHONTAS,A,605 W ELM AVE,IA,50574,42.732597,-94.67811,POCAHONTAS
602,5187,5,1369,152600.9,2,1,1,211,1,5187,2022-11-01,KWIK STOP LIQUOR & GROCERIES AMES,A,125 6TH ST,IA,50010,42.026942,-93.611615,AMES
603,3790,5,1361,224212.72,2,1,1,211,1,3790,2022-11-01,WAL-MART 0784 / MT PLEASAN,A,1045 N GRAND AVE,IA,52641,40.979552,-91.539527,MT PLEASANT
604,5117,6,372,39532.29,3,3,3,333,1,5117,2022-11-01,FOOD & GAS MART  /  MARSHALLTOWN,A,"613, N 3RD AVE",IA,50158,42.05757,-92.9081,MARSHALLTOWN
605,2597,0,1080,166157.14,1,2,1,121,1,2597,2022-11-01,HY-VEE FOOD STORE / CHEROKEE,A,1300 N. SECOND,IA,51012,42.765259,-95.552585,CHEROKEE
606,5479,3,259,45665.08,1,4,3,143,1,5479,2022-11-01,CASEY'S GENERAL STORE #3534 / CLERMONT,A,74 MILL STREET,IA,52135,42.996807,-91.659241,CLERMONT
607,9031,40,11,8392.02,4,4,4,444,1,9031,2022-11-01,LONELY OAK DISTILLERY,I,1833 ELMWOOD RD,IA,51530,41.770879,-95.479709,EARLING
608,5399,7,377,61786.04,3,3,2,332,1,5399,2022-11-01,CASEY'S GENERAL STORE # 1876/MANLY,A,505 HWY 65 S,IA,50456,43.283246,-93.210905,MANLY
609,6130,3,2388,249399.59,1,1,1,111,1,6130,2022-11-01,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,A,1724 5TH AVE S,IA,50501,42.501131,-94.173816,FORT DODGE
610,6195,0,1102,231530.89,1,2,1,121,1,6195,2022-11-01,DT LIQUOR LLC / DEWITT,A,301 11TH STREET,IA,52742,41.826248,-90.534769,DEWITT
611,5768,59,146,22139.03,4,4,4,444,1,5768,2022-11-01,CASEY'S GENERAL STORE #1886 / OTTUMWA,A,504 W MARY ST,IA,52501,40.994753,-92.429217,OTTUMWA
612,5738,3,301,45552.64,1,3,3,133,1,5738,2022-11-01,CASEY'S GENERAL STORE #3291,A,5110 HWY 13 N,IA,52218,42.274821,-91.525344,COGGON
613,4998,0,694,89835.69,1,2,2,122,1,4998,2022-11-01,LAKE CITY FOOD CENTER,A,820 E MAIN ST,IA,51449,42.267363,-94.724867,LAKE CITY
614,4489,7,566,74180.3,3,2,2,322,1,4489,2022-11-01,CASEY'S GENERAL STORE #2763 / CEDAR RAPIDS,A,641 EDGEWOOD RD NW,IA,52405,41.979772,-91.715925,CEDAR RAPIDS
615,6012,4,246,32931.14,2,4,3,243,1,6012,2022-11-01,CASEY'S GENERAL STORE #1893 / MASON CITY,A,1607 S FEDERAL AVE,IA,50401,43.135953,-93.201052,MASON CITY
616,5776,14,181,26514.78,4,4,4,444,1,5776,2022-11-01,CASEY'S GENERAL STORE #2890 / WEST LIBERTY,A,402 W 15TH ST,IA,52776,41.583271,-91.266319,WEST LIBERTY
617,5824,0,193,23479.11,1,4,4,144,1,5824,2022-11-01,CASEY'S GENERAL STORE #1695 / SOLON,A,203 S MARKET ST,IA,52333,41.806076,-91.492953,SOLON
618,5573,14,410,53502.29,4,3,3,433,1,5573,2022-11-01,CASEY'S GENERAL STORE #2768 / CEDAR RAPIDS,A,1201 1ST AVE SE,IA,52402,41.98509,-91.657579,CEDAR RAPIDS
619,4146,6,764,165422.51,3,2,1,321,1,4146,2022-11-01,FAREWAY STORES #561 / WAVERLY,A,220 W BREMER AVE,IA,50677,42.725748,-92.473476,WAVERLY
620,3980,5,1954,326405.18,2,1,1,211,1,3980,2022-11-01,WAL-MART 1721 / IOWA CITY,A,919 HWY 1 WEST,IA,52246,41.646075,-91.553561,IOWA CITY
621,4158,0,1306,188820.4,1,1,1,111,1,4158,2022-11-01,FAREWAY STORES #409 / CARROLL,A,709 MONTEREY DR,IA,51401,42.065252,-94.850616,CARROLL
622,4107,3,1992,328009.46,1,1,1,111,1,4107,2022-11-01,FAREWAY STORES #384 / BOONE,A,1711 HAWKEYE DR,IA,50036,42.037347,-93.867439,BOONE
623,3712,3,1919,131170.47,1,1,2,112,1,3712,2022-11-01,MONTE SPIRITS,A,109 N 4TH ST,IA,50171,41.585429,-92.523692,MONTEZUMA
624,4021,5,1183,203848.66,2,2,1,221,1,4021,2022-11-01,WAL-MART 0985 / FAIRFIELD,A,2701 W BURLINGTON AVE,IA,52556,41.006375,-91.993559,FAIRFIELD
625,5340,0,1202,76238.15,1,2,2,122,1,5340,2022-11-01,KUM & GO #532/ WEST DSM,A,5901 MILLS CIVIC PKWY #2000,IA,50266,41.559161,-93.78959,WEST DES MOINES
626,4756,27,92,19886.28,4,4,4,444,1,4756,2022-11-01,WALGREENS #03196 / MARSHALLTOWN,A,5 E ANSON,IA,50158,42.038119,-92.911565,MARSHALLTOWN
627,6015,46,113,17600.88,4,4,4,444,1,6015,2022-11-01,CASEY'S GENERAL STORE #19 / MASON CITY,A,813 N FEDERAL AVE,IA,50401,43.159682,-93.201085,MASON CITY
628,5351,6,3429,809302.79,3,1,1,311,0,5351,2022-11-01,DOWNTOWN LIQUOR,A,1203 5TH ST.,IA,51101,42.495324,-96.394671,SIOUX CITY
629,5979,13,324,29637.28,4,3,4,434,1,5979,2022-11-01,CASEY'S GENERAL STORE #2665 / WOODBINE,A,602 LINCOLNWAY ST,IA,51579,41.738573,-95.70312,WOODBINE
630,5307,6,1119,233805.21,3,2,1,321,1,5307,2022-11-01,FAREWAY STORES #167/JOHNSTON,A,6005 MERLE HAY ROAD,IA,50131,41.669813,-93.697654,JOHNSTON
631,4014,6,1019,162686.36,3,2,1,321,1,4014,2022-11-01,WAL-MART 1732 / DENISON,A,510 C AVE,IA,51442,,,DENISON
632,4644,7,441,51682.58,3,3,3,333,1,4644,2022-11-01,KWIK SHOP #588 / DAVENPORT,A,"1136, E LOCUST ST",IA,52803,41.538288,-90.558658,DAVENPORT
633,6008,6,659,145095.24,3,2,2,322,1,6008,2022-11-01,TARGET STORE T-3374 / IOWA CITY,A,113 E WASHINGTON ST,IA,52240,41.660078,-91.533956,IOWA CITY
634,5649,6,645,46069.65,3,2,3,323,1,5649,2022-11-01,THE DEPOT TIFFIN,A,221 W MARENGO RD,IA,52340,41.707114,-91.665093,TIFFIN
635,4273,3,4263,113837.24,1,1,2,112,0,4273,2022-11-01,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,A,2800 E UNIVERSITY AVE,IA,50317,41.600564,-93.562106,DES MOINES
636,4186,3,893,149018.34,1,2,2,122,1,4186,2022-11-01,H AND A MINI MART /BP,A,5901 FLEUR DR,IA,50321,41.531237,-93.644947,DES MOINES
637,3774,0,783,90514.67,1,2,2,122,1,3774,2022-11-01,EAGLE COUNTRY MARKET / DUBUQUE,A,1800 ELM ST,IA,52001,42.510993,-90.665703,DUBUQUE
638,5230,5,1414,390838.36,2,1,1,211,1,5230,2022-11-01,POINT LIQUOR & TOBACCO,A,"3221, CENTER POINT RD NE",IA,52402,42.011329,-91.663628,CEDAR RAPIDS
639,4495,0,586,89116.22,1,2,2,122,1,4495,2022-11-01,CASEY'S GENERAL STORE #3055 / GRUNDY CENTER,A,"504, G AVE",IA,50638,42.361494,-92.770411,GRUNDY CENTER
640,4446,4,1370,96831.17,2,1,2,212,1,4446,2022-11-01,QUIK TRIP #513 / URBANDALE,A,4600 MERLE HAY ROAD,IA,50322,41.644476,-93.697976,URBANDALE
641,5418,5,333,47254.9,2,3,3,233,1,5418,2022-11-01,CASEY'S GENERAL STORE # 2780/CEDAR RAPIDS,A,5555 EDGEWOOD RD NE,IA,52411,42.034051,-91.701374,CEDAR RAPIDS
642,5836,19,101,14046.11,4,4,4,444,1,5836,2022-11-01,CASEY'S GENERAL STORE #1612 / MOUNT PLEASANT,A,400 W WASHINGTON ST,IA,52641,40.965906,-91.557923,MOUNT PLEASANT
643,2616,0,7167,1070299.39,1,1,1,111,0,2616,2022-11-01,HY-VEE FOOD AND DRUG / CLINTON,A,901 SOUTH 4TH ST,IA,52732,41.836918,-90.193209,CLINTON
644,5756,10,330,21849.29,3,3,4,334,1,5756,2022-11-01,CASEY'S GENERAL STORE #1577 / ALBIA,A,122 N MAIN ST,IA,52531,41.028759,-92.807138,ALBIA
645,4968,62,135,21504.2,4,4,4,444,1,4968,2022-11-01,CASEY'S GENERAL STORE #3042 / BROOKLYN,A,"106, W 2ND ST",IA,52211,41.7301,-92.445853,BROOKLYN
646,4640,5,861,242920.15,2,2,1,221,1,4640,2022-11-01,MART STOP #1 / DAVENPORT,A,3527 SPRING ST,IA,52807,41.5563,-90.547751,DAVENPORT
647,4490,0,637,96247.39,1,2,2,122,1,4490,2022-11-01,CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS,A,380 33RD AVE SW,IA,52404,41.944954,-91.672221,CEDAR RAPIDS
648,5228,13,262,41400.25,4,4,3,443,1,5228,2022-11-01,ANTHON MINI MART,A,"101, W MAIN ST",IA,51004,42.388265,-95.868594,ANTHON
649,4712,28,240,30921.34,4,4,4,444,1,4712,2022-11-01,WALGREENS #11942 / DUBUQUE,A,345 E 20TH ST,IA,52001,42.51203,-90.667142,DUBUQUE
650,4404,5,699,47501.41,2,2,3,223,1,4404,2022-11-01,KUM & GO #292 / ANKENY,A,1825 N ANKENY BLVD,IA,50021,41.746653,-93.600247,ANKENY
651,5574,3,613,66962.32,1,2,2,122,1,5574,2022-11-01,CASEY'S GENERAL STORE #2760 / MARION,A,975 S 11TH ST,IA,52302,42.020927,-91.598165,MARION
652,5191,3,242,22758.03,1,4,4,144,1,5191,2022-11-01,CASEY'S GENERAL STORE #1534 / GUTHRI,A,"100, N  5TH ST",IA,50115,41.67748,-94.502323,GUTHRIE CENTER
653,5950,3,260,34432.48,1,4,3,143,1,5950,2022-11-01,CASEY'S GENERAL STORE #3898 / ANAMOSA,A,23485 COUNTY ROAD E34,IA,52205,42.072744,-91.334161,ANAMOSA
654,2668,3,543,51639.86,1,3,3,133,1,2668,2022-11-01,HY-VEE FOOD STORE / LEON,A,1004 W 1ST ST,IA,50144,40.739645,-93.757827,LEON
655,4378,3,1267,77630.54,1,1,2,112,1,4378,2022-11-01,KUM & GO #1202 / WAUKEE,A,650 W HICKMAN RD,IA,50263,41.614921,-93.886466,WAUKEE
656,5919,3,153,22463.59,1,4,4,144,1,5919,2022-11-01,CASEY'S GENERAL STORE #2584  / OSSIAN,A,200 W MAIN ST,IA,52161,43.146669,-91.767672,OSSIAN
657,5102,0,6810,3331712.92,1,1,1,111,0,5102,2022-11-01,WILKIE LIQUORS,A,724 1ST STREET NE,IA,52314,41.918328,-91.410401,MOUNT VERNON
658,3625,5,2917,555442.54,2,1,1,211,1,3625,2022-11-01,WAL-MART 0892 / ANKENY,A,1002 SE NATIONAL DR,IA,50021,41.704864,-93.582348,ANKENY
659,6293,12,115,12660.25,4,4,4,444,1,6293,2022-11-01,JET STOP WEST POINT / WEST POINT,A,703 AVENUE D,IA,52656,40.716632,-91.449365,WEST POINT
660,5628,5,570,118085.02,2,2,2,222,1,5628,2022-11-01,SUPER CONVENIENCE STORE,A,2547 2ND AVENUE,IA,51501,41.259792,-95.883943,COUNCIL BLUFFS
661,3997,6,651,118209.03,3,2,2,322,1,3997,2022-11-01,WAL-MART 4606 / OSCEOLA,A,2400 COLLEGE DRIVE,IA,50213,,,OSCEOLA
662,4624,12,443,28832.23,4,3,4,434,1,4624,2022-11-01,KWIK SHOP #568 / HIAWATHA,A,300 E BLAIRS FERRY RD,IA,52233,42.034757,-91.673066,HIAWATHA
663,4405,5,614,42152.31,2,2,3,223,1,4405,2022-11-01,KUM & GO #92 / ANKENY,A,1025 E 1ST ST,IA,50021,41.731816,-93.58166,ANKENY
664,6136,6,1093,135387.42,3,2,2,322,1,6136,2022-11-01,RUSH STOP / CHARLES CITY,A,609 S MAIN ST,IA,50616,43.061014,-92.682538,CHARLES CITY
665,6268,6,1796,160160.82,3,1,1,311,1,6268,2022-11-01,SUPER MART / OELWEIN,A,701 SOUTH FREDERICK AVENUE,IA,50662,42.669128,-91.913481,OELWEIN
666,4239,5,1383,286172.89,2,1,1,211,1,4239,2022-11-01,FAREWAY STORES #850 / SPIRIT LAKE,A,1906 KEOKUK,IA,51360,43.42157,-95.106219,SPIRIT LAKE
667,6314,3,96,10398.43,1,4,4,144,1,6314,2022-11-01,JET STOP MILTON / MILTON,A,109 E HWY 2,IA,52570,40.667424,-92.161107,MILTON
668,4868,3,946,65785.26,1,2,2,122,1,4868,2022-11-01,KUM & GO #59 / WAUKEE,A,400 PRAIRIE BLUFF DR,IA,50263,41.565613,-93.880006,WAUKEE
669,6028,3,684,68417.24,1,2,2,122,1,6028,2022-11-01,CASEY'S GENERAL STORE #2686 / FORT DODGE,A,3327 5TH AVE S.,IA,50501,42.501297,-94.144208,FORT DODGE
670,2690,35,32,1641.82,4,4,4,444,1,2690,2022-11-01,HY-VEE FAST & FRESH - KNOXVILLE,A,809 NORTH LINCOLN STREET,IA,50138,41.325392,-93.109494,KNOXVILLE
671,4395,6,670,57520.53,3,2,2,322,1,4395,2022-11-01,KUM & GO #133 / ELLSWORTH,A,1111 IA HIGHWAY 175,IA,50075,42.310457,-93.574019,ELLSWORTH
672,5107,4,1714,55450.04,2,1,3,213,1,5107,2022-11-01,KUM & GO #4098 / WINDSOR HEIGHTS,A,7229 UNIVERSITY AVE,IA,50311,41.600365,-93.717677,WINDSOR HEIGHTS
673,5467,3,274,37332.54,1,3,3,133,1,5467,2022-11-01,CASEY'S GENERAL STORE #95 / DEXTER,A,803 STATE ST,IA,50070,41.518101,-94.22772,DEXTER
674,6098,5,276,29099.02,2,3,4,234,1,6098,2022-11-01,BREW OIL #40 / SPENCER,A,1001 S GRAND AVE,IA,51301,43.12759,-95.143701,SPENCER
675,4552,7,672,65286.53,3,2,2,322,1,4552,2022-11-01,CASEY'S GENERAL STORE #2493 / BUFFALO,A,222 W FRONT ST,IA,52728,,,BUFFALO
676,3930,6,683,150939.17,3,2,2,322,1,3930,2022-11-01,KUENNEN'S LIQUOR STORE,A,106 W MAINS ST PO BOX 142,IA,52166,,,ST LUCAS
677,2637,6,6740,798675.13,3,1,1,311,0,2637,2022-11-01,HY-VEE #5 / DAVENPORT,A,2351 W LOCUST,IA,52804,41.538204,-90.612406,DAVENPORT
678,5501,4,1643,104260.48,2,1,2,212,1,5501,2022-11-01,QUIK TRIP #530 / EUCLID,A,1424 E EUCLID AVE,IA,50313,41.627782,-93.599168,DES MOINES
679,4601,3,890,50777.81,1,2,3,123,1,4601,2022-11-01,KUM & GO #4110 / GUTHRIE DM,A,2110 GUTHRIE AVE,IA,50317,41.615078,-93.578684,DES MOINES
