Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,longitude,latitude,City
6288,4,588,85692.42,2,2,2,222,0,6288,2022-11-01,MIDWEST FOOD & LIQUOR / PLEASANT HILL,A,1250 COPPER CREEK DRIVE,IA,50327,-93.524341,41.601589,PLEASANT HILL
3707,5,1283,297840.81,2,1,1,211,0,3707,2022-11-01,TARGET STORE T-1768 / CEDAR RAPIDS,A,1030 BLAIRS FERRY RD,IA,52402,-91.651107,42.035203,CEDAR RAPIDS
5398,5,235,25452.18,2,4,4,244,0,5398,2022-11-01,CASEY'S GENERAL STORE # 2272/COLFAX,A,1203 N WALNUT,IA,50054,-93.247274,41.686707,COLFAX
6304,4,1720,118059.06,2,1,2,212,0,6304,2022-11-01,WORLD LIQUOR & TOBACCO + VAPORS / AMES,A,111 DUFF AVENUE,IA,50010,-93.610396,42.023592,AMES
4731,14,288,39954.45,4,3,3,433,0,4731,2022-11-01,WALGREENS #05060 / CLIVE,A,12753 UNIVERSITY AVE,IA,50325,-93.793575,41.600486,CLIVE
3618,0,1080,177384.24,1,2,1,121,0,3618,2022-11-01,WAL-MART 2716 / CEDAR RAPIDS,A,3601 29TH AVE SW,IA,52404,-91.718288,41.949218,CEDAR RAPIDS
2601,0,2218,533204.05,1,1,1,111,0,2601,2022-11-01,HY-VEE FOOD STORE / FAIRFIELD,A,1300 WEST BURLINGTON AVE,IA,52556,-91.9794,41.00645,FAIRFIELD
4138,6,990,139151.23,3,2,2,322,0,4138,2022-11-01,FAREWAY STORES #657 / INDIANOLA,A,1309 W 2ND,IA,50125,-93.579252,41.356616,INDIANOLA
5669,6,1430,143255.61,3,1,2,312,0,5669,2022-11-01,GUDDI MART / WATERLOO,A,306 BYRON AVE,IA,50702,-92.353141,42.480288,WATERLOO
5580,31,246,29109.02,4,4,4,444,0,5580,2022-11-01,CASEY'S GENERAL STORE #2 / BOONE,A,114 MAMIE EISENHOWER,IA,50036,-93.891545,42.059601,BOONE
5769,12,244,30226.09,4,4,4,444,0,5769,2022-11-01,CASEY'S GENERAL STORE #2208 / OTTUMWA,A,1603 W 2ND ST,IA,52501,-92.433272,41.034863,OTTUMWA
5349,5,332,48130.01,2,3,3,233,0,5349,2022-11-01,CASEY'S GENERAL STORE # 3564/ ROBINS,A,990 ROBINS SQUARE DR.,IA,52328,-91.65404,42.068205,ROBINS
6048,19,163,20350.24,4,4,4,444,0,6048,2022-11-01,MOD / FORT MADISON,A,1531 AVE H,IA,52627,-91.326025,40.630165,FORT MADISON
4255,6,943,242524.55,3,2,1,321,0,4255,2022-11-01,FAREWAY STORES #058 / ORANGE CITY,A,512  8TH SE,IA,51041,,,ORANGE CITY
5734,0,1045,154285.62,1,2,1,121,0,5734,2022-11-01,FAREWAY STORES #193 / TIFFIN,A,500 CROELL AVENUE,IA,52340,,,TIFFIN
4013,0,698,106377.02,1,2,2,122,0,4013,2022-11-01,WAL-MART 0841 / TIPTON,A,1126 HIGHWAY 38 NORTH,IA,52772,-91.127508,41.783588,TIPTON
5818,6,276,31778.85,3,3,3,333,0,5818,2022-11-01,CASEY'S GENERAL STORE #2894 / INDIANOLA,A,1101 E 2ND AVE,IA,50125,-93.548319,41.358073,INDIANOLA
5723,10,372,42959.49,3,3,3,333,0,5723,2022-11-01,CASEY'S GENERAL STORE #2538-WAUKEE,A,20 W. HICKMAN RD,IA,50263,-93.872778,41.614862,WAUKEE
4721,31,162,16024.33,4,4,4,444,0,4721,2022-11-01,WALGREENS #05044 / BURLINGTON,A,3245 AGENCY ST,IA,52601,-91.140542,40.814794,BURLINGTON
4575,3,510,57455.24,1,3,2,132,0,4575,2022-11-01,CASEY'S GENERAL STORE #2304 / SLATER,A,200 6TH AVE,IA,50244,-93.679675,41.877859,SLATER
6210,6,772,83055.84,3,2,2,322,0,6210,2022-11-01,BAILEY'S CONVENIENCE / SIOUX CITY,A,1203 TRI VIEW AVENUE,IA,51104,-96.422992,42.494265,SIOUX CITY
5816,11,258,36030.44,3,4,3,343,0,5816,2022-11-01,CASEY'S GENERAL STORE #2916 / ALTOONA,A,170 36TH AVE SW,IA,50009,-93.508767,41.649992,ALTOONA
4279,12,365,27347.04,4,3,4,434,0,4279,2022-11-01,KEOTA EAGLE FOODS,A,217 E BROADWAY,IA,52248,-91.952725,41.363958,KEOTA
3738,0,429,49016.09,1,3,3,133,0,3738,2022-11-01,HARTIG DRUG COMPANY #4 / DUBUQUE,A,2225 CENTRAL AVE,IA,52001,-90.671595,42.513944,DUBUQUE
5376,54,116,16538.22,4,4,4,444,2,5376,2022-11-01,CASEY'S GENERAL STORE # 2687/ HAWARDEN,A,1001 AVE E,IA,51023,-96.488094,42.997038,HAWARDEN
3811,5,1105,160732.01,2,2,1,221,0,3811,2022-11-01,WAL-MART 1431 / KEOKUK,A,300 NORTH PARK DR,IA,52632,-91.408404,40.417886,KEOKUK
4877,4,3135,442613.8,2,1,1,211,0,4877,2022-11-01,WORLD LIQUOR & TOBACCO,A,1775 NW 86TH ST,IA,50325,-93.736233,41.607907,CLIVE
4901,3,1410,317281.11,1,1,1,111,0,4901,2022-11-01,FAREWAY STORES #137 / POLK CITY,A,1101 SOUTH 5TH STREET,IA,50226,-93.719324,41.763823,POLK CITY
4547,0,679,97810.9,1,2,2,122,0,4547,2022-11-01,FAREWAY STORES #902 / HAMPTON,A,309 CENTRAL AVE WEST,IA,50441,-93.211882,42.741752,HAMPTON
4148,0,1432,154667.08,1,1,1,111,0,4148,2022-11-01,FAREWAY STORES #479 / INDEPENDENCE,A,1400 3RD AVE SE,IA,50644,-91.890284,42.455804,INDEPENDENCE
2847,101,107,13481.88,4,4,4,444,2,2847,2022-11-01,CVS PHARMACY #10032 / MARION,A,"3499, 7TH AVE",IA,52302,-91.574654,42.035908,MARION
6188,7,105,16911.84,3,4,4,344,0,6188,2022-11-01,SPARKY'S ONE STOP / LAKE VIEW,A,HWY 71 & HWY 175,IA,51450,-95.148559,42.311746,LAKE VIEW
3624,5,894,146776.23,2,2,2,222,0,3624,2022-11-01,WAL-MART 0748 / NEWTON,A,300 IOWA SPEEDWAY DR,IA,50208,-93.014457,41.697079,NEWTON
4160,5,735,117816.45,2,2,2,222,0,4160,2022-11-01,FAREWAY STORES #034 / IOWA CITY,A,2765 COMMERCE DR,IA,52240,-91.48043,41.629617,IOWA CITY
4792,17,544,59320.82,4,3,2,432,0,4792,2022-11-01,CASEY'S GENERAL STORE #2899 / DE SOTO,A,1100 GREENE ST,IA,50069,-93.8834,42.066915,DE SOTO
5029,5,1653,294321.58,2,1,1,211,0,5029,2022-11-01,THE LIQUOR STOP LLC,A,"211, W 53RD ST",IA,52806,-90.575945,41.574535,DAVENPORT
5755,12,266,41062.35,4,3,3,433,0,5755,2022-11-01,CASEY'S GENERAL STORE #0007 / OTTUMWA,A,1001 E MAIN ST,IA,52501,-92.401498,41.010627,OTTUMWA
6151,0,3002,699563.24,1,1,1,111,0,6151,2022-11-01,UNIVERSITY LIQUORS / WDM,A,9250 UNIVERSITY AVE UNIT 115,IA,50266,-93.832897,41.600409,WEST DES MOINES
2626,4,3523,817224.88,2,1,1,211,3,2626,2022-11-01,HY-VEE DRUGSTORE / UNIVERSITY / DSM,A,4100 UNIVERSITY AVE,IA,50311,-93.673312,41.600361,DES MOINES
6093,3,397,30285.39,1,3,4,134,0,6093,2022-11-01,CASEY'S #2741 / SIDNEY,A,901 INDIANA ST,IA,51652,-95.646481,40.748508,SIDNEY
5183,3,391,35138.17,1,3,3,133,0,5183,2022-11-01,CASEY'S GENERAL STORE #77 / CASCADE,A,717 1ST  AVE,IA,52033,,,CASCADE
2660,6,2903,241780.91,3,1,1,311,0,2660,2022-11-01,HY-VEE FOOD STORE / SIOUX CENTER,A,1951 S MAIN AVE,IA,51250,-96.175695,43.056471,SIOUX CENTER
5069,5,981,69770.62,2,2,2,222,0,5069,2022-11-01,CASEY'S GENERAL STORE #1705 / LAKE M,A,101 N LAKE ST,IA,50450,-93.532484,43.419608,LAKE MILLS
5692,0,515,72393.43,1,3,2,132,0,5692,2022-11-01,LOCUST MART / DAVENPORT,A,11423 160TH ST,IA,52804,-90.680408,41.538169,DAVENPORT
2845,149,101,16473.83,4,4,4,444,2,2845,2022-11-01,CVS PHARMACY #4816 / COUNCIL BLUFFS,A,545 W WASHINGTON ST,IA,51503,-95.850866,41.263132,COUNCIL BLUFFS
4941,4,1069,78881.07,2,2,2,222,0,4941,2022-11-01,KUM & GO #170 / URBANDALE,A,6990 DOUGLAS AVE,IA,50322,-93.711903,41.629415,URBANDALE
5556,10,509,76523.69,3,3,2,332,0,5556,2022-11-01,CASEY'S GENERAL STORE #2891 / FORT DODGE,A,235 AVE O,IA,50501,-94.20311,42.48687,FORT DODGE
5967,31,341,27631.23,4,3,4,434,0,5967,2022-11-01,CASEY'S GENERAL STORE #1728 / RED OAK,A,1310 N BROADWAY ST,IA,51566,-95.23272,41.016443,RED OAK
5922,3,380,50977.24,1,3,3,133,0,5922,2022-11-01,CASEY'S GENERAL STORE #3896 / CENTER POINT,A,696 GRAIN LN,IA,52213,-91.777548,42.173697,CENTER POINT
4247,5,870,118480.2,2,2,2,222,0,4247,2022-11-01,FAREWAY STORES #879 / BELMOND,A,512 RIVER AVE N,IA,50421,-93.616788,42.850357,BELMOND
2705,6,1040,164870.55,3,2,1,321,0,2705,2022-11-01,HY-VEE CRESCO DOLLAR FRESH,A,22422 HWY 9,IA,52349,-92.131655,43.371127,CRESCO
4741,3,485,59663.0,1,3,2,132,0,4741,2022-11-01,WALGREENS #03700 / COUNCIL BLUFFS,A,535 E BROADWAY,IA,51503,-95.839697,41.266066,COUNCIL BLUFFS
2841,4,252,35562.45,2,4,3,243,0,2841,2022-11-01,CVS PHARMACY #8532 / CEDAR RAPIDS,A,2711 MOUNT VERNON RD,IA,52403,-91.627468,41.976883,CEDAR RAPIDS
5677,5,179,28750.6,2,4,4,244,0,5677,2022-11-01,YESWAY STORE #1198 / SWEA CITY,A,101 4TH AVE W,IA,50590,-94.307881,43.384945,SWEA CITY
5283,11,97,19725.5,3,4,4,344,0,5283,2022-11-01,YESWAY STORE # 10026/ MASON CITY,A,1303 4TH ST SW,IA,50401,-93.221539,43.148339,MASON CITY
2603,6,10781,1661461.46,3,1,1,311,3,2603,2022-11-01,HY-VEE WINE AND SPIRITS / BETTENDORF,A,2890 DEVILS GLEN ROAD,IA,52722,-90.483753,41.552389,BETTENDORF
2571,4,4496,707435.58,2,1,1,211,3,2571,2022-11-01,HY-VEE FOOD STORE #2 / WATERLOO,A,2181 LOGAN AVE,IA,50703,-92.337583,42.530476,WATERLOO
4752,3,912,153711.91,1,2,1,121,0,4752,2022-11-01,GASLAND / BURLINGTON,A,1003 SUMMER STREET,IA,52655,-91.11479,40.797114,BURLINGTON
2554,0,1384,140085.4,1,1,2,112,0,2554,2022-11-01,HY-VEE FOOD STORE / DAVENPORT,A,3019 ROCKINGHAM ROAD,IA,52802,-90.620724,41.510523,DAVENPORT
5536,4,691,65184.53,2,2,2,222,0,5536,2022-11-01,THE FILLING STATION / AMES,A,2400 UNIVERSITY BLVD,IA,50010,-93.639359,42.000804,AMES
6025,55,125,14213.25,4,4,4,444,2,6025,2022-11-01,CASEY'S GENERAL STORE #3030 / STORM LAKE,A,825 FLINDT DR,IA,50588,-95.190566,42.646522,STORM LAKE
6180,20,191,19873.39,4,4,4,444,0,6180,2022-11-01,BREW OIL #11 / BOYDEN,A,1010 SOUTHERN ST.,IA,51234,-96.000331,43.186249,BOYDEN
6200,26,28,4085.96,4,4,4,444,0,6200,2022-11-01,HY-VEE C STORE / MT. PLEASANT,A,1702 EAST WASHINGTON STREET,IA,52641,-91.52888,40.962331,MOUNT PLEASANT
5384,24,560,39889.56,4,3,3,433,0,5384,2022-11-01,CASEY'S GENERAL STORE # 2698/ PERRY,A,1308 1ST STREET,IA,50220,-94.106584,41.840935,PERRY
4296,5,1361,83375.79,2,1,2,212,0,4296,2022-11-01,CIRCLE B MARKET,A,111 MAIN ST,IA,52565,-91.962466,40.7294,KEOSAUQUA
4617,0,4625,333441.96,1,1,1,111,3,4617,2022-11-01,LICKETY LIQUOR,A,2501 HUBBELL AVE,IA,50317,-93.570488,41.607818,DES MOINES
2552,0,5517,860369.61,1,1,1,111,3,2552,2022-11-01,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,A,20 WILSON AVENUE WEST,IA,52404,-91.658576,41.955859,CEDAR RAPIDS
5811,10,234,27586.9,3,4,4,344,0,5811,2022-11-01,CASEY'S GENERAL STORE #2629 / RIVERSIDE,A,200 E 1ST ST,IA,52327,-91.578314,41.480006,RIVERSIDE
5624,0,184,32332.41,1,4,3,143,0,5624,2022-11-01,CASEY'S GENERAL STORE #1065 / ASBURY,A,5505 ASBURY RD,IA,52002,-90.758535,42.510502,DUBUQUE
5267,52,77,13211.27,4,4,4,444,2,5267,2022-11-01,THE STATION,A,2320 N 15TH STREET,IA,50501,-94.177989,42.52931,FORT DODGE
6234,5,261,38743.62,2,4,3,243,0,6234,2022-11-01,EL VALLE TIENDA Y CARNICERIA / EAGLE GROVE,A,101 W BROADWAY ST.,IA,50533,-93.901439,42.664105,EAGLE GROVE
5196,6,539,37247.09,3,3,3,333,0,5196,2022-11-01,THE DEPOT CORALVILLE,A,100 E  OAKDALE BLVD,IA,52241,-91.562211,41.701487,CORALVILLE
4759,159,94,6507.61,4,4,4,444,1,4759,2022-11-01,WALGREENS #10855 / WATERLOO,A,1850 LOGAN AVE,IA,50703,-92.337563,42.527121,WATERLOO
5120,20,392,41871.03,4,3,3,433,0,5120,2022-11-01,CASEY'S GENERAL STORE #3442 / MAPLET,A,"401, S  4TH  ST",IA,51034,-95.793241,42.161847,MAPLETON
6237,0,643,21578.18,1,2,4,124,0,6237,2022-11-01,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,A,902 NORTH 2ND STREET,IA,52732,-90.186408,41.85384,CLINTON
6004,3,421,67132.96,1,3,2,132,0,6004,2022-11-01,CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,A,201 E ACCESS RD,IA,52738,-91.356674,41.279415,COLUMBUS JUNCTION
5929,63,292,41284.5,4,3,3,433,2,5929,2022-11-01,D&T'S / ODEBOLT,A,417 1ST ST,IA,51458,-95.255961,42.313396,ODEBOLT
4767,5,1061,66251.07,2,2,2,222,0,4767,2022-11-01,CASEY'S GENERAL STORE #3075 / ANKENY,A,6981 NE 14TH ST,IA,50023,-93.600659,41.687793,ANKENY
5392,11,267,38904.84,3,3,3,333,0,5392,2022-11-01,CASEY'S GENERAL STORE # 1861/ BONDURANT,A,1455 GRANT STREET SOUTH,IA,50035,-93.46336,41.688665,BONDURANT
4512,4,289,35126.87,2,3,3,233,0,4512,2022-11-01,METRO MART #4 / WATERLOO,A,2332 FALLS AVE.,IA,50701,-92.376365,42.500152,WATERLOO
4796,51,126,26498.52,4,4,4,444,2,4796,2022-11-01,WALGREENS #04714 / DES MOINES,A,4555 FLEUR DR,IA,50321,-93.644941,41.542957,DES MOINES
5739,21,199,21301.25,4,4,4,444,0,5739,2022-11-01,CASEY'S GENERAL STORE #1455,A,27470 HWY 65 SOUTH,IA,50122,-93.30968,42.303759,HUBBARD
4140,3,1599,270276.8,1,1,1,111,0,4140,2022-11-01,FAREWAY STORES #900 / EUCLID,A,100 EUCLID AVE,IA,50313,-93.618871,41.627684,DES MOINES
5233,10,413,76359.34,3,3,2,332,0,5233,2022-11-01,CASEY'S GENERAL STORE #2640 / PLEASA,A,1006 W PLEASANT ST,IA,50225,-93.279121,41.392696,PLEASANTVILLE
6160,5,1552,171855.91,2,1,1,211,0,6160,2022-11-01,CASEY'S #6127 / COUNCIL BLUFFS,A,2711 S 24TH ST,IA,51501,-95.879146,41.234683,COUNCIL BLUFFS
6141,0,381,65105.17,1,3,2,132,0,6141,2022-11-01,KJ'S CONVENIENCE & DELI / MAQUOKETA,A,916 WEST PLATT,IA,52060,-90.677275,42.06898,MAQUOKETA
5969,0,289,35362.01,1,3,3,133,0,5969,2022-11-01,CASEY'S GENERAL STORE #3288 / BLUE GRASS,A,301 E. MAYNE ST,IA,52726,-90.762646,41.509099,BLUE GRASS
3789,5,1168,202747.42,2,2,1,221,0,3789,2022-11-01,WAL-MART 1393 / OSKALOOSA,A,2203 A AVENUE WEST,IA,52577,-92.669924,41.298516,OSKALOOSA
4867,5,600,75274.73,2,2,2,222,0,4867,2022-11-01,SPEEDY GAS N SHOP,A,430 S 35TH ST,IA,51501,-95.902023,41.257581,COUNCIL BLUFFS
5747,4,435,52640.53,2,3,3,233,0,5747,2022-11-01,CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS,A,701 32ND AVE,IA,51501,-95.852954,41.22822,COUNCIL BLUFFS
2711,12,529,27264.36,4,3,4,434,0,2711,2022-11-01,HY-VEE GAS #2 / OTTUMWA,A,2457 N COURT ST,IA,52501,-92.408195,41.050551,OTTUMWA
6131,13,59,7649.99,4,4,4,444,0,6131,2022-11-01,LEEDS FOOD N FUEL / SIOUX CITY,A,4004 FLOYD BLVD,IA,51108,-96.359675,42.541225,SIOUX CITY
2612,3,1763,202304.75,1,1,1,111,0,2612,2022-11-01,HY-VEE STORE / PERRY,A,1215  141 ST,IA,50220,-94.104501,41.830292,PERRY
4159,3,1083,203447.07,1,2,1,121,0,4159,2022-11-01,FAREWAY STORES #073 / COUNCIL BLUFFS,A,310 MCKENZIE AVE,IA,51503,-95.817999,41.280148,COUNCIL BLUFFS
4201,4,1225,396506.35,2,1,1,211,0,4201,2022-11-01,FAREWAY STORES #022 / SIOUX CITY,A,4040 WAR EAGLE DR,IA,51109,-96.461706,42.494881,SIOUX CITY
5367,10,240,32711.02,3,4,3,343,0,5367,2022-11-01,CASEY'S GENERAL STORE # 2618/ FREDRICKSBURG,A,215 W MAIN ST.,IA,50630,-92.202089,42.965093,FREDERICKSBURG
6191,10,420,29196.42,3,3,4,334,0,6191,2022-11-01,HY-VEE FAST AND FRESH #2 / WAUKEE,A,155 W. HICKMAN RD.,IA,50263,-93.876296,41.615007,WAUKEE
4971,5,1574,309482.57,2,1,1,211,0,4971,2022-11-01,FAREWAY STORES #138 / PLEASANT HILL,A,"5500, E UNIVERSITY AVE",IA,50327,-93.505732,41.599274,PLEASANT HILL
6292,26,86,10706.38,4,4,4,444,0,6292,2022-11-01,JET STOP DENMARK / DENMARK,A,603 ACADEMY AVE.,IA,52624,-91.336142,40.741742,DENMARK
2835,18,121,17978.34,4,4,4,444,0,2835,2022-11-01,CVS PHARMACY #8538 / CEDAR FALLS,A,2302 WEST FIRST ST,IA,50613,-92.472778,42.539874,CEDAR FALLS
3549,5,1880,519672.86,2,1,1,211,0,3549,2022-11-01,QUICKER LIQUOR STORE,A,1414 48TH ST,IA,52627,-91.373208,40.6243,FORT MADISON
2649,3,5954,603506.36,1,1,1,111,3,2649,2022-11-01,HY-VEE #3 / DUBUQUE,A,400 LOCUST ST,IA,52001,-90.666497,42.497219,DUBUQUE
5912,3,833,114000.72,1,2,2,122,0,5912,2022-11-01,JMC SUPERMARKET / PERRY,A,605 1ST AVE,IA,50220,-94.106583,41.83359,PERRY
5840,12,319,45947.4,4,3,3,433,0,5840,2022-11-01,BROTHER'S MARKET / CLARION,A,325 CENTRAL AVE WEST,IA,50525,-93.735875,42.731643,CLARION
5028,0,621,102865.7,1,2,2,122,0,5028,2022-11-01,MIDTOWN LIQUOR,A,1100 E 5TH ST,IA,50588,-95.186938,42.644563,STORM LAKE
5010,0,1083,76389.04,1,2,2,122,0,5010,2022-11-01,SAC CITY FOOD PRIDE,A,106 S 16TH ST,IA,50583,-95.002637,42.422404,SAC CITY
6339,5,187,21196.58,2,4,4,244,0,6339,2022-11-01,AINSWORTH FOUR CORNERS / AINSWORTH,A,3112 IOWA 92,IA,52201,-91.53565,41.290805,AINSWORTH
5792,103,130,10853.18,4,4,4,444,2,5792,2022-11-01,CASEY'S GENERAL STORE #2672 / SANBORN,A,510 W 7TH ST,IA,51248,-95.661995,43.186022,SANBORN
9013,6,174,63620.16,3,4,2,342,0,9013,2022-11-01,IOWA DISTILLING COMPANY,I,4349 CUMMING AVE.,IA,50061,-93.762456,41.483192,CUMMING
2723,11,134,18938.61,3,4,4,344,0,2723,2022-11-01,HY-VEE GAS / JOHNSTON,A,5902 MERLE HAY ROAD,IA,50322,-93.697741,41.667743,JOHNSTON
4590,4,516,58443.55,2,3,2,232,0,4590,2022-11-01,CASEY'S GENERAL STORE #3045 / CEDAR FALLS,A,"601, MAIN ST",IA,50613,-92.445512,42.532963,CEDAR FALLS
2555,5,5336,638158.83,2,1,1,211,3,2555,2022-11-01,HY-VEE FOOD STORE / KEOKUK,A,3111 MAIN,IA,52632,-91.403673,40.415303,KEOKUK
5791,31,97,18156.56,4,4,4,444,0,5791,2022-11-01,CASEY'S GENERAL STORE #2060 / POCAHONTAS,A,605 W ELM AVE,IA,50574,-94.67811,42.732597,POCAHONTAS
5187,5,1369,152600.9,2,1,1,211,0,5187,2022-11-01,KWIK STOP LIQUOR & GROCERIES AMES,A,125 6TH ST,IA,50010,-93.611615,42.026942,AMES
3790,5,1361,224212.72,2,1,1,211,0,3790,2022-11-01,WAL-MART 0784 / MT PLEASAN,A,1045 N GRAND AVE,IA,52641,-91.539527,40.979552,MT PLEASANT
5117,6,372,39532.29,3,3,3,333,0,5117,2022-11-01,FOOD & GAS MART  /  MARSHALLTOWN,A,"613, N 3RD AVE",IA,50158,-92.9081,42.05757,MARSHALLTOWN
2597,0,1080,166157.14,1,2,1,121,0,2597,2022-11-01,HY-VEE FOOD STORE / CHEROKEE,A,1300 N. SECOND,IA,51012,-95.552585,42.765259,CHEROKEE
5479,3,259,45665.08,1,4,3,143,0,5479,2022-11-01,CASEY'S GENERAL STORE #3534 / CLERMONT,A,74 MILL STREET,IA,52135,-91.659241,42.996807,CLERMONT
9031,40,11,8392.02,4,4,4,444,0,9031,2022-11-01,LONELY OAK DISTILLERY,I,1833 ELMWOOD RD,IA,51530,-95.479709,41.770879,EARLING
5399,7,377,61786.04,3,3,2,332,0,5399,2022-11-01,CASEY'S GENERAL STORE # 1876/MANLY,A,505 HWY 65 S,IA,50456,-93.210905,43.283246,MANLY
6130,3,2388,249399.59,1,1,1,111,0,6130,2022-11-01,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,A,1724 5TH AVE S,IA,50501,-94.173816,42.501131,FORT DODGE
6195,0,1102,231530.89,1,2,1,121,0,6195,2022-11-01,DT LIQUOR LLC / DEWITT,A,301 11TH STREET,IA,52742,-90.534769,41.826248,DEWITT
5768,59,146,22139.03,4,4,4,444,2,5768,2022-11-01,CASEY'S GENERAL STORE #1886 / OTTUMWA,A,504 W MARY ST,IA,52501,-92.429217,40.994753,OTTUMWA
5738,3,301,45552.64,1,3,3,133,0,5738,2022-11-01,CASEY'S GENERAL STORE #3291,A,5110 HWY 13 N,IA,52218,-91.525344,42.274821,COGGON
4998,0,694,89835.69,1,2,2,122,0,4998,2022-11-01,LAKE CITY FOOD CENTER,A,820 E MAIN ST,IA,51449,-94.724867,42.267363,LAKE CITY
4489,7,566,74180.3,3,2,2,322,0,4489,2022-11-01,CASEY'S GENERAL STORE #2763 / CEDAR RAPIDS,A,641 EDGEWOOD RD NW,IA,52405,-91.715925,41.979772,CEDAR RAPIDS
6012,4,246,32931.14,2,4,3,243,0,6012,2022-11-01,CASEY'S GENERAL STORE #1893 / MASON CITY,A,1607 S FEDERAL AVE,IA,50401,-93.201052,43.135953,MASON CITY
5776,14,181,26514.78,4,4,4,444,0,5776,2022-11-01,CASEY'S GENERAL STORE #2890 / WEST LIBERTY,A,402 W 15TH ST,IA,52776,-91.266319,41.583271,WEST LIBERTY
5824,0,193,23479.11,1,4,4,144,0,5824,2022-11-01,CASEY'S GENERAL STORE #1695 / SOLON,A,203 S MARKET ST,IA,52333,-91.492953,41.806076,SOLON
5573,14,410,53502.29,4,3,3,433,0,5573,2022-11-01,CASEY'S GENERAL STORE #2768 / CEDAR RAPIDS,A,1201 1ST AVE SE,IA,52402,-91.657579,41.98509,CEDAR RAPIDS
4146,6,764,165422.51,3,2,1,321,0,4146,2022-11-01,FAREWAY STORES #561 / WAVERLY,A,220 W BREMER AVE,IA,50677,-92.473476,42.725748,WAVERLY
3980,5,1954,326405.18,2,1,1,211,0,3980,2022-11-01,WAL-MART 1721 / IOWA CITY,A,919 HWY 1 WEST,IA,52246,-91.553561,41.646075,IOWA CITY
4158,0,1306,188820.4,1,1,1,111,0,4158,2022-11-01,FAREWAY STORES #409 / CARROLL,A,709 MONTEREY DR,IA,51401,-94.850616,42.065252,CARROLL
4107,3,1992,328009.46,1,1,1,111,0,4107,2022-11-01,FAREWAY STORES #384 / BOONE,A,1711 HAWKEYE DR,IA,50036,-93.867439,42.037347,BOONE
3712,3,1919,131170.47,1,1,2,112,0,3712,2022-11-01,MONTE SPIRITS,A,109 N 4TH ST,IA,50171,-92.523692,41.585429,MONTEZUMA
4021,5,1183,203848.66,2,2,1,221,0,4021,2022-11-01,WAL-MART 0985 / FAIRFIELD,A,2701 W BURLINGTON AVE,IA,52556,-91.993559,41.006375,FAIRFIELD
5340,0,1202,76238.15,1,2,2,122,0,5340,2022-11-01,KUM & GO #532/ WEST DSM,A,5901 MILLS CIVIC PKWY #2000,IA,50266,-93.78959,41.559161,WEST DES MOINES
4756,27,92,19886.28,4,4,4,444,0,4756,2022-11-01,WALGREENS #03196 / MARSHALLTOWN,A,5 E ANSON,IA,50158,-92.911565,42.038119,MARSHALLTOWN
6015,46,113,17600.88,4,4,4,444,2,6015,2022-11-01,CASEY'S GENERAL STORE #19 / MASON CITY,A,813 N FEDERAL AVE,IA,50401,-93.201085,43.159682,MASON CITY
5351,6,3429,809302.79,3,1,1,311,3,5351,2022-11-01,DOWNTOWN LIQUOR,A,1203 5TH ST.,IA,51101,-96.394671,42.495324,SIOUX CITY
5979,13,324,29637.28,4,3,4,434,0,5979,2022-11-01,CASEY'S GENERAL STORE #2665 / WOODBINE,A,602 LINCOLNWAY ST,IA,51579,-95.70312,41.738573,WOODBINE
5307,6,1119,233805.21,3,2,1,321,0,5307,2022-11-01,FAREWAY STORES #167/JOHNSTON,A,6005 MERLE HAY ROAD,IA,50131,-93.697654,41.669813,JOHNSTON
4014,6,1019,162686.36,3,2,1,321,0,4014,2022-11-01,WAL-MART 1732 / DENISON,A,510 C AVE,IA,51442,,,DENISON
4644,7,441,51682.58,3,3,3,333,0,4644,2022-11-01,KWIK SHOP #588 / DAVENPORT,A,"1136, E LOCUST ST",IA,52803,-90.558658,41.538288,DAVENPORT
6008,6,659,145095.24,3,2,2,322,0,6008,2022-11-01,TARGET STORE T-3374 / IOWA CITY,A,113 E WASHINGTON ST,IA,52240,-91.533956,41.660078,IOWA CITY
5649,6,645,46069.65,3,2,3,323,0,5649,2022-11-01,THE DEPOT TIFFIN,A,221 W MARENGO RD,IA,52340,-91.665093,41.707114,TIFFIN
4273,3,4263,113837.24,1,1,2,112,3,4273,2022-11-01,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,A,2800 E UNIVERSITY AVE,IA,50317,-93.562106,41.600564,DES MOINES
4186,3,893,149018.34,1,2,2,122,0,4186,2022-11-01,H AND A MINI MART /BP,A,5901 FLEUR DR,IA,50321,-93.644947,41.531237,DES MOINES
3774,0,783,90514.67,1,2,2,122,0,3774,2022-11-01,EAGLE COUNTRY MARKET / DUBUQUE,A,1800 ELM ST,IA,52001,-90.665703,42.510993,DUBUQUE
