Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,longitude,latitude,City
5645,6,2788,204380.28,3,1,1,311,0,5645,2022-11-01,PHILLIPS 66 / GRINNELL,A,1031 WEST ST,IA,50112,-92.727379,41.745903,GRINNELL
4937,3,284,38821.16,1,3,3,133,0,4937,2022-11-01,ROCSTOP,A,1310 W SHERIDAN AVE,IA,51601,-95.38464,40.765869,SHENANDOAH
6194,4,1110,175641.41,2,2,1,221,0,6194,2022-11-01,HY-VEE DOLLAR FRESH / NEVADA,A,1622 FAWCETT PARKWAY,IA,50201,-93.437898,42.012648,NEVADA
3959,0,649,40119.05,1,2,3,123,0,3959,2022-11-01,HARTIG DRUG COMPANY #8/UNIVERSITY,A,1600 UNIVERSITY AVE,IA,52001,-90.688027,42.498279,DUBUQUE
5925,10,379,34980.96,3,3,3,333,0,5925,2022-11-01,FREDRICKSBURG FOOD CENTER,A,100 W MAIN ST,IA,50630,-92.199473,42.965098,FREDERICKSBURG
4821,12,387,48908.65,4,3,3,433,0,4821,2022-11-01,CASEY'S GENERAL STORE #3215 / OSKALOOSA,A,901 S MARKET ST,IA,52577,-92.645075,41.287632,OSKALOOSA
6240,0,490,36493.87,1,3,3,133,0,6240,2022-11-01,RACEWAY 80 / NEWTON,A,4300 SOUTH 22ND AVENUE EAST,IA,50208,-93.000617,41.679627,NEWTON
4838,10,430,52615.37,3,3,3,333,0,4838,2022-11-01,CASEY'S GENERAL STORE #2448 / OGDEN,A,"102, W VETERANS DR",IA,50212,-94.028392,42.03201,OGDEN
5149,3,1496,214493.72,1,1,1,111,0,5149,2022-11-01,B S MINI MART INC,A,"1900, SUMMER ST",IA,52601,-91.116076,40.789013,BURLINGTON
3650,0,2035,282222.19,1,1,1,111,0,3650,2022-11-01,"SPIRITS, STOGIES AND STUFF",A,118 SOUTH MAIN ST.,IA,51025,-95.544794,42.488703,HOLSTEIN
6248,5,1204,80239.03,2,2,2,222,0,6248,2022-11-01,QUICK STOP / CEDAR RAPIDS,A,380 BLAIRS FERRY ROAD NORTHEAST,IA,52402,-91.638037,42.03474,CEDAR RAPIDS
5613,6,204,22923.38,3,4,4,344,0,5613,2022-11-01,CASEY'S GENERAL STORE #2624 / MANCHESTER,A,1413 N FRANKLIN ST,IA,52057,-91.45793,42.502602,MANCHESTER
4975,27,226,45741.9,4,4,3,443,0,4975,2022-11-01,WALGREENS #15647 / SIOUX CITY,A,1900 HAMILTON BLVD,IA,51104,-96.416702,42.511222,SIOUX CITY
3826,209,71,13956.78,4,4,4,444,1,3826,2022-11-01,LAKESIDE HOTEL & CASINO,A,777 CASINO DR,IA,50213,-93.797569,41.040076,OSCEOLA
2700,5,919,165324.56,2,2,1,221,0,2700,2022-11-01,HY-VEE DOLLAR FRESH - EMMETSBURG,A,3402 MAIN STREET,IA,50536,-94.693413,43.111917,EMMETSBURG
3949,5,774,148649.79,2,2,2,222,0,3949,2022-11-01,WAL-MART 0751 / PELLA,A,1650 WASHINGTON ST,IA,50219,-92.934358,41.410511,PELLA
5044,10,416,67054.34,3,3,2,332,0,5044,2022-11-01,CASEY'S GENERAL STORE #3202 / CRESCE,A,"111, MORMON BRIDGE RD",IA,51526,-95.85886,41.362302,CRESCENT
5757,10,266,27115.44,3,3,4,334,0,5757,2022-11-01,CASEY'S GENERAL STORE #1651 / ALBIA,A,1117 CLINTON ST,IA,52531,-92.80911,41.016644,ALBIA
5316,5,1246,40314.34,2,1,3,213,0,5316,2022-11-01,BROTHER'S MARKET/ SIGOURNEY,A,118 SOUTH MAIN STREET,IA,52591,-92.205098,41.332944,SIGOURNEY
5913,4,262,39146.42,2,4,3,243,0,5913,2022-11-01,CASEY'S GENERAL STORE #1427 / CLEAR LAKE,A,6 PLAZA DR,IA,50428,-93.360505,43.145936,CLEAR LAKE
2696,10,415,51296.99,3,3,3,333,0,2696,2022-11-01,HY-VEE C-STORE / SE ARMY POST,A,1113 SE ARMY POST RD,IA,50315,-93.601142,41.526277,DES MOINES
5181,6,480,47937.57,3,3,3,333,0,5181,2022-11-01,CASEY'S GENERAL STORE #3434  /  DENV,A,"1101, JEFFERSON ST",IA,50622,-92.336974,42.661531,DENVER
6081,14,738,34061.0,4,2,3,423,0,6081,2022-11-01,CIRCLE K / WDM,A,3501 EP TRUE PARKWAY,IA,50265,-93.752618,41.570152,WEST DES MOINES
6143,5,2579,346913.41,2,1,1,211,0,6143,2022-11-01,HOMETOWN WINE & SPIRITS / OSKALOOSA,A,1202 A AVE E,IA,52577,-92.631668,41.296289,OSKALOOSA
4988,4,7769,1301546.92,2,1,1,211,3,4988,2022-11-01,HAPPY'S WINE & SPIRITS,A,5925 UNIVERSITY AVE,IA,50613,-92.429644,42.512762,CEDAR FALLS
6252,3,1412,226758.44,1,1,1,111,0,6252,2022-11-01,KWIK SPIRITS #1191 / FORT DODGE,A,1923 5TH AVENUE SOUTH,IA,50501,-94.170859,42.501169,FORT DODGE
4249,3,559,72191.32,1,3,2,132,0,4249,2022-11-01,FAREWAY STORES #048 / CLARINDA,A,115 ESSIE DAVISON DRIVE,IA,51632,-95.040293,40.724008,CLARINDA
2550,6,1354,207233.18,3,1,1,311,0,2550,2022-11-01,HY-VEE FOOD STORE / OSCEOLA,A,510 WEST MCLANE,IA,50213,-93.77321,41.030569,OSCEOLA
4665,5,1311,104547.27,2,1,2,212,0,4665,2022-11-01,CASEY'S GENERAL STORE #2896 / ANKENY,A,2601 SE CREEKVIEW DR,IA,50021,-93.571376,41.703978,ANKENY
5057,4,1241,74706.84,2,1,2,212,0,5057,2022-11-01,KUM & GO #535 / DES MOINES,A,4960 E BROADWAY AVE,IA,50317,,,DES MOINES
5082,3,453,52127.24,1,3,3,133,0,5082,2022-11-01,CASEY'S GENERAL STORE #2365 / ATLANT,A,911 SW 7TH ST,IA,50022,-95.028313,41.401431,ATLANTIC
6106,10,49,5525.7,3,4,4,344,0,6106,2022-11-01,MOES MART #4 / COUNCIL BLUFFS,A,2024 5TH AVE,IA,51501,-95.874965,41.25712,COUNCIL BLUFFS
5297,10,216,34696.18,3,4,3,343,0,5297,2022-11-01,YESWAY STORE # 10018/ WEBSTER CITY,A,1803 SUPERIOR ST,IA,50595,-93.815845,42.459531,WEBSTER CITY
4236,5,771,133892.43,2,2,2,222,0,4236,2022-11-01,FAREWAY STORES #551 / EAGLE GROVE,A,205 NW  1ST ST,IA,50533,-93.903801,42.665165,EAGLE GROVE
5408,13,184,28085.44,4,4,4,444,0,5408,2022-11-01,CASEY'S GENERAL STORE # 1441/ MARSHALLTOWN,A,1402 S 12TH AVE,IA,50158,-92.893431,42.031757,MARSHALLTOWN
5234,14,277,40762.44,4,3,3,433,0,5234,2022-11-01,CASEY'S GENERAL STORE #3473 / DUBUQU,A,"1072, CEDAR CROSS RD",IA,52003,-90.708156,42.478563,DUBUQUE
3652,20,96,16043.2,4,4,4,444,0,3652,2022-11-01,DISCOUNT LIQUORS OF IDA GROVE,A,604 W 2ND,IA,51445,-94.876368,42.063517,IDA GROVE
6033,13,174,26585.59,4,4,4,444,0,6033,2022-11-01,CASEY'S GENERAL STORE #2477 / LE MARS,A,101 5TH AVE SW,IA,51031,-96.173748,42.791494,LE MARS
3993,6,2663,359027.15,3,1,1,311,0,3993,2022-11-01,NEW STAR LIQUOR / W 4TH S / WATERLOO,A,1625 WEST 4TH ST,IA,50701,-92.356479,42.484351,WATERLOO
5450,17,487,32846.54,4,3,3,433,0,5450,2022-11-01,CASEY'S GENERAL STORE # 2211/ FORT DODGE,A,2007 N 15TH STREET,IA,50501,-94.177992,42.526955,FORT DODGE
5052,3,653,65320.58,1,2,2,122,0,5052,2022-11-01,CASEY'S GENERAL STORE #3220 / GREENF,A,"302, SE 6TH ST",IA,50849,-94.453264,41.303367,GREENFIELD
4594,0,1369,40626.13,1,1,3,113,0,4594,2022-11-01,QUIK TRIP #554 / SW 63RD DM,A,901 SW 63RD ST,IA,50312,-93.703165,41.569715,DES MOINES
4464,3,920,99969.21,1,2,2,122,0,4464,2022-11-01,PERFECT VALUE LIQUOR MART,A,5B  LINCOLN AVE,IA,52748,-90.547912,41.695152,ELDRIDGE
5986,40,207,21338.62,4,4,4,444,0,5986,2022-11-01,CASEY'S GENERAL STORE #2366 / OSKALOOSA,A,1809 9TH AVE E,IA,52577,-92.623028,41.287177,OSKALOOSA
6217,6,1298,92343.11,3,1,2,312,0,6217,2022-11-01,TODD'S SHELL / ROCK RAPIDS,A,209 SOUTH UNION STREET,IA,51246,-96.175502,43.430056,ROCK RAPIDS
4569,0,688,70127.66,1,2,2,122,0,4569,2022-11-01,CAR-GO-EXPRESS / SUTHERLAND,A,202 WEST SOUTHERN ST,IA,51058,-95.499741,42.968051,SUTHERLAND
4818,3,784,82224.31,1,2,2,122,0,4818,2022-11-01,DECORAH MART,A,"303, COLLEGE DR",IA,52101,-91.796988,43.307662,DECORAH
2644,3,4778,1214260.56,1,1,1,111,3,2644,2022-11-01,HY-VEE FORT DODGE WINE AND SPIRITS,A,1511 2ND AVE NORTH,IA,50501,-94.177192,42.508343,FORT DODGE
5434,3,1872,117541.88,1,1,2,112,0,5434,2022-11-01,"MK MINIMART, INC",A,101 E MT. PLEASANT STREET,IA,52655,-91.156304,40.826019,WEST BURLINGTON
5291,115,305,43705.6,4,3,3,433,2,5291,2022-11-01,JUMPSTART,I,"109, LOCUST ST",IA,51510,-95.928649,41.285055,CARTER LAKE
4782,3,148,25432.36,1,4,4,144,0,4782,2022-11-01,CASEY'S GENERAL STORE #2529 / LAMONI,A,406 E MAIN ST,IA,50140,-93.92909,40.62366,LAMONI
4417,10,498,38564.32,3,3,3,333,0,4417,2022-11-01,KUM & GO #76 / ADAIR,A,109 S 5TH ST,IA,50002,,,ADAIR
4980,6,760,47055.56,3,2,3,323,0,4980,2022-11-01,PRONTO BP,A,7305 LAPORTE RD.,IA,50702,-92.264665,42.409095,WASHBURN
6264,4,1315,238003.22,2,1,1,211,0,6264,2022-11-01,MLK LIQUOR LLC / DES MOINES,A,3424 MARTIN LUTHER KING JUNIOR PARKWAY,IA,50310,,,DES MOINES
5071,0,1654,69240.04,1,1,2,112,0,5071,2022-11-01,JEFF'S MARKET / DURANT,A,408 6TH AVE,IA,52747,-90.911744,41.600606,DURANT
5543,3,148,22613.09,1,4,4,144,0,5543,2022-11-01,CASEY'S GENERAL STORE #2541 / BEDFORD,A,608 MADISON,IA,50833,-94.721407,40.66762,BEDFORD
4736,38,113,22339.29,4,4,4,444,0,4736,2022-11-01,WALGREENS #03876 / MARION,A,1225 7TH AVE,IA,52302,-91.596313,42.033295,MARION
6278,4,221,88934.27,2,4,2,242,0,6278,2022-11-01,ADVENTURELAND / ALTOONA,A,305 34TH AVE NW,IA,50009,,,ALTOONA
4719,35,148,25321.26,4,4,4,444,0,4719,2022-11-01,WALGREENS #06677 / WEST DES MOINES,A,4900 MILLS CIVIC PKWY,IA,50265,-93.769885,41.559127,WEST DES MOINES
2200,0,2665,234445.21,1,1,1,111,0,2200,2022-11-01,SAC LIQUOR STORE,A,619 E MAIN ST,IA,50583,-94.974011,42.421341,SAC CITY
6209,3,5750,1158890.07,1,1,1,111,3,6209,2022-11-01,HY-VEE / GRIMES,A,351 NORTHEAST GATEWAY DRIVE,IA,50111,-93.779961,41.68625,GRIMES
2718,3,454,87735.95,1,3,2,132,0,2718,2022-11-01,HY-VEE WAUKON DOLLAR FRESH,A,819 11TH AVE SW,IA,52172,-91.487004,43.256597,WAUKON
4934,3,365,50816.91,1,3,3,133,0,4934,2022-11-01,CASEY'S GENERAL STORE #2811 / SPRINGVILLE,A,605 6TH ST S,IA,52336,-91.443745,42.050954,SPRINGVILLE
6212,14,510,58515.52,4,3,2,432,0,6212,2022-11-01,HAMPTON CROSSROADS / HAMPTON,I,4 4TH STREET SOUTHEAST,IA,50441,-93.202489,42.741526,HAMPTON
3656,5,992,228484.92,2,2,1,221,0,3656,2022-11-01,TARGET STORE T-1767 / ANKENY,A,2135 SE DELAWARE AVE,IA,50021,-93.581201,41.708563,ANKENY
4315,5,327,68759.92,2,3,2,232,0,4315,2022-11-01,FAREWAY STORES #554 / WASHINGTON,A,301 NORTH MARION AVE,IA,52353,-91.692985,41.301967,WASHINGTON
5321,42,112,14397.24,4,4,4,444,0,5321,2022-11-01,CASEY'S GENERAL STORE # 3513/ BELLE PLAINE,A,606 13TH ST,IA,52208,-92.279383,41.897056,BELLE PLAINE
4685,7,103,8184.43,3,4,4,344,0,4685,2022-11-01,KWIK STOP FOOD MART,A,2360 CENTRAL,IA,52001,-90.672718,42.515766,DUBUQUE
5498,27,192,9935.41,4,4,4,444,0,5498,2022-11-01,6 CORNERS GAS & GRUB,A,300 EAST ST,IA,50606,-91.666012,42.745695,ARLINGTON
2605,5,4162,785628.11,2,1,1,211,3,2605,2022-11-01,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,A,2001 BLAIRS FERRY RD NE,IA,52402,-91.668919,42.034799,CEDAR RAPIDS
6091,6,601,120855.87,3,2,2,322,0,6091,2022-11-01,HAWKEYE LIQUOR & TOBACCO / IOWA CITY,A,601 HOLLYWOOD BLVD STE 1,IA,52240,-91.52741,41.643807,IOWA CITY
5855,27,96,15305.62,4,4,4,444,0,5855,2022-11-01,TAYLOR QUIK PIK - HARLAN,A,2111 23RD STREET,IA,51537,-95.339634,41.647276,HARLAN
2628,0,944,117949.93,1,2,2,122,0,2628,2022-11-01,HY-VEE FOOD STORE / ELDORA,A,1616 EDGINGTON AVE,IA,50627,-93.103765,42.360631,ELDORA
5079,34,205,24387.51,4,4,4,444,0,5079,2022-11-01,CASEY'S GENERAL STORE #2489 / DENISO,A,1608 4TH AVE S,IA,51442,-95.349198,42.012395,DENISON
5306,49,55,8136.98,4,4,4,444,2,5306,2022-11-01,FAS MART # 5159/ DUBUQUE,A,2175 CENTRAL AVENUE,IA,52001,-90.670952,42.512915,DUBUQUE
6069,0,114,7530.79,1,4,4,144,0,6069,2022-11-01,BIG 10 MART #12 / DUBUQUE,A,405 RHOMBERG,IA,52001,-90.66619,42.512569,DUBUQUE
5412,27,276,38880.17,4,3,3,433,0,5412,2022-11-01,CASEY'S GENERAL STORE # 1029/ TAMA,A,1207 STATE STREET,IA,52339,-92.576837,41.970558,TAMA
5170,13,171,26531.34,4,4,4,444,0,5170,2022-11-01,CASEY'S GENERAL STORE #1414  / STATE,A,911 3RD  AVE SW,IA,50247,-93.165186,42.009066,STATE CENTER
2720,0,227,21087.13,1,4,4,144,0,2720,2022-11-01,HY-VEE GAS #3 / WDM,A,7280 UNIVERSITY AVE,IA,50266,-93.807442,41.600395,WEST DES MOINES
4856,0,383,40981.54,1,3,3,133,0,4856,2022-11-01,BROTHERS MARKET / LISBON,A,930 COMMERCIAL ST,IA,52253,-91.401063,41.918663,LISBON
2545,5,3942,494966.73,2,1,1,211,3,2545,2022-11-01,HY-VEE DRUGSTORE / IOWA CITY,A,310 N 1ST ST,IA,52245,-91.528105,42.207428,IOWA CITY
5352,6,609,71198.3,3,2,2,322,0,5352,2022-11-01,CASEY'S GENERAL STORE # 3565/ TRIPOLI,A,600 7TH AVE,IA,50676,,,TRIPOLI
5859,4,1759,263836.25,2,1,1,211,0,5859,2022-11-01,LIQUOR TOBACCO & GROCERY - MASON CITY,A,18 NORTH MONROE AVENUE,IA,50401,-93.208614,43.152301,MASON CITY
4205,6,898,127332.38,3,2,2,322,0,4205,2022-11-01,FAREWAY STORES #467 / MARSHALLTOWN,A,102 WEST ANSON ST,IA,50158,-92.914475,42.038157,MARSHALLTOWN
5041,3,536,53539.75,1,3,3,133,0,5041,2022-11-01,CASEY'S GENERAL STORE #3309 / MONTEZ,A,106 N FRONT ST,IA,50171,-92.52723,41.58587,MONTEZUMA
5497,13,226,38280.45,4,4,3,443,0,5497,2022-11-01,CASEY'S GENERAL STORE #3617 / GRINNELL,A,635 LANG CREEK AVE,IA,50112,-92.725708,41.699636,GRINNELL
5377,0,312,40525.4,1,3,3,133,0,5377,2022-11-01,CASEY'S GENERAL STORE # 2517/ ROCKWELL CITY,A,627 HIGH ST.,IA,50579,-94.637172,42.398728,ROCKWELL CITY
5179,13,352,32933.04,4,3,3,433,0,5179,2022-11-01,BAXTER FAMILY MARKET,A,"103, N  MAIN ST",IA,50028,-93.151465,41.826717,BAXTER
5799,7,224,30277.97,3,4,4,344,0,5799,2022-11-01,CASEY'S GENERAL STORE #2472 / NICHOLS,A,1334 HWY 22,IA,52766,-91.304108,41.481091,NICHOLS
4730,4,458,51637.26,2,3,3,233,0,4730,2022-11-01,WALGREENS #05944 / JOHNSTON,A,6200 MERLE HAY RD,IA,50131,-93.697684,41.673354,JOHNSTON
5096,20,257,43890.98,4,4,3,443,0,5096,2022-11-01,WALGREENS #11710 / NORTH LIBERTY,A,625 PACHA PARKWAY,IA,52317,-91.606275,41.752694,NORTH LIBERTY
4884,6,1122,114589.03,3,2,2,322,0,4884,2022-11-01,TOBACCO HUT #11 / SIOUX CITY,A,"4523, MORNINGSIDE AVE",IA,51106,-96.348659,42.470479,SIOUX CITY
5656,0,840,139711.44,1,2,2,122,0,5656,2022-11-01,CODY MART GAS & LIQUOR,A,1220 N CODY RD,IA,52753,-90.34429,41.611036,LE CLAIRE
6121,6,1185,144681.43,3,2,2,322,0,6121,2022-11-01,LIQUOR TOBACCO & VAPE / MANCHESTER,A,316 E MAIN ST,IA,52057,-91.454385,42.484002,MANCHESTER
6019,5,1433,140628.91,2,1,2,212,0,6019,2022-11-01,CASEY'S GENERAL STORE #3888 / ANKENY,A,1024 E 1ST ST,IA,50021,-93.581708,41.731949,ANKENY
4369,10,872,64364.47,3,2,2,322,0,4369,2022-11-01,KUM & GO #28 / NORWALK,A,2991 SUNSET DR,IA,50211,-93.674221,41.496707,NORWALK
4740,31,209,42594.9,4,4,3,443,0,4740,2022-11-01,WALGREENS #04405 / COUNCIL BLUFFS,A,2508 W BROADWAY,IA,51501,-95.882784,41.261941,COUNCIL BLUFFS
6300,18,454,25515.06,4,3,4,434,0,6300,2022-11-01,SOUTHGATE WINE & SPIRITS / AMES,A,110 AIRPORT ROAD,IA,50010,-93.610715,42.000991,AMES
5965,24,175,20210.71,4,4,4,444,0,5965,2022-11-01,CASEY'S GENERAL STORE #1499 / CHARITON,A,418 S. 7TH ST,IA,50049,-93.303463,41.010221,CHARITON
5829,6,452,66662.73,3,3,2,332,0,5829,2022-11-01,CASEY'S GENERAL STORE #3858 - IOWA CITY,A,370 SCOTT CT,IA,52245,-91.482149,41.657452,IOWA CITY
5802,39,502,43808.74,4,3,3,433,0,5802,2022-11-01,CASEY'S GENERAL STORE #3718 / PLEASANT HILL,A,1175 NE 75TH ST,IA,50327,-93.455006,41.599814,PLEASANT HILL
5458,6,212,40396.28,3,4,3,343,0,5458,2022-11-01,R&L FOODS,A,213 MAIN ST.,IA,51235,-96.234214,43.279316,DOON
5059,3,440,35330.37,1,3,3,133,0,5059,2022-11-01,CASEY'S GENERAL STORE #1125 / HUMEST,A,207 FRONT ST,IA,50123,-93.499475,40.860016,HUMESTON
4546,35,163,23574.04,4,4,4,444,0,4546,2022-11-01,CASEY'S GENERAL STORE #2303 / GLIDDEN,A,705 IDAHO ST,IA,51443,-94.728981,42.063817,GLIDDEN
6147,4,1699,250933.13,2,1,1,211,0,6147,2022-11-01,BANI'S / CEDAR FALLS,A,2128 COLLEGE ST,IA,50613,-92.455801,42.518019,CEDAR FALLS
5546,0,451,36929.82,1,3,3,133,0,5546,2022-11-01,CASEY'S GENERAL STORE #2341 / NEWTON,A,3104 1ST AVE E,IA,50208,-93.013639,41.699186,NEWTON
6104,7,265,43343.95,3,3,3,333,0,6104,2022-11-01,BREW OIL #33 / STORM LAKE,A,1201 LAKESHORE DR,IA,50588,,,STORM LAKE
6059,0,218,22752.69,1,4,4,144,0,6059,2022-11-01,CASEY'S GENERAL STORE #1793 / IOWA FALLS,A,1801 WASHINGTON AVE,IA,50126,-93.279976,42.519662,IOWA FALLS
6245,0,2614,186815.0,1,1,1,111,0,6245,2022-11-01,NEIGHBORHOOD LIQUOR HOUSE / ANKENY,A,"833 EAST 1ST STREET, SUITE 102",IA,50021,-93.4545,41.651405,ANKENY
3742,6,1001,170906.42,3,2,1,321,0,3742,2022-11-01,WAL-MART 1625 / LEMARS,A,1111 HOLTON DR,IA,51031,-96.185199,42.781021,LE MARS
2714,10,992,162971.28,3,2,1,321,0,2714,2022-11-01,HY-VEE / VINTON,A,911 S. K AVE,IA,52349,-92.037751,42.16218,VINTON
2683,0,578,51302.0,1,2,3,123,0,2683,2022-11-01,HY-VEE FAST & FRESH / WDM,A,425 S JORDAN CREEK PKWY,IA,50266,-93.809467,41.563134,WEST DES MOINES
3521,5,633,343307.44,2,2,1,221,0,3521,2022-11-01,AMERISTAR CASINO / COUNCIL BLUFFS,A,2200 RIVER ROAD,IA,51501,-95.909823,41.242018,COUNCIL BLUFFS
5714,122,54,8818.8,4,4,4,444,2,5714,2022-11-01,YESWAY #1031,A,830 NORTH 18TH STREET,IA,52544,-92.867958,40.740003,CENTERVILLE
5872,10,201,30620.27,3,4,4,344,0,5872,2022-11-01,THE SNACK SHACK / WATERLOO,A,4335 TEXAS ST,IA,50702,-92.306999,42.453063,WATERLOO
4189,6,1169,177725.86,3,2,1,321,0,4189,2022-11-01,FAREWAY STORES #594 / MANCHESTER,A,109 EAST MARION ST,IA,52057,-91.457266,42.482169,MANCHESTER
2648,0,8305,1540949.05,1,1,1,111,3,2648,2022-11-01,HY-VEE #4 / WDM,A,555 S 51ST ST,IA,50265,-93.77358,41.561217,WEST DES MOINES
4969,4,4133,695817.03,2,1,1,211,3,4969,2022-11-01,LAKE LIQUORS WINE AND SPIRITS,A,910 N 8TH ST W,IA,50428,-93.396651,43.142775,CLEAR LAKE
6045,3,1331,76562.5,1,1,2,112,0,6045,2022-11-01,KUM & GO #3156 / CLIVE,A,15590 HICKMAN RD,IA,50325,-93.833455,41.614719,CLIVE
6090,3,514,27718.86,1,3,4,134,0,6090,2022-11-01,CIRCLE K #22654125 / PERRY,A,1219 1ST AVE,IA,50220,-94.106581,41.840342,PERRY
4157,0,1261,142486.99,1,1,2,112,0,4157,2022-11-01,FAREWAY STORES #993 / NORTH LIBERTY,A,615 WESTWOOD DR   P.O BOX 96,IA,52317,-91.608928,41.741103,NORTH LIBERTY
5060,6,1017,109819.03,3,2,2,322,0,5060,2022-11-01,L&M MIGHTY SHOP,A,"504, E BURLINGTON ST",IA,52240,-91.52843,41.657818,IOWA CITY
5998,7,320,34994.9,3,3,3,333,0,5998,2022-11-01,WILTON EXPRESS,A,1300 NICOLAUS DR,IA,52778,-91.034885,41.589964,WILTON
3660,3,1242,197552.56,1,1,1,111,0,3660,2022-11-01,WAL-MART 2935 / KNOXVILLE,A,814 W BELL AVE,IA,50138,-93.107773,41.306191,KNOXVILLE
9047,32,75,75140.1,4,4,2,442,0,9047,2022-11-01,REVELTON DISTILLING COMPANY,I,1400 W CLAY ST,IA,50213,-93.787233,41.041472,OSCEOLA
5572,3,459,60442.43,1,3,2,132,0,5572,2022-11-01,CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,A,588 BOYSON RD NE #110,IA,52402,-91.641223,42.046733,CEDAR RAPIDS
3728,10,670,76497.43,3,2,2,322,0,3728,2022-11-01,BREWSKI'S BEVERAGE,A,726 CREEK TOP,IA,51503,-95.854829,41.262317,COUNCIL BLUFFS
5081,3,739,74964.34,1,2,2,122,0,5081,2022-11-01,CASEY'S GENERAL STORE #3035 / ATLANT,A,701 POPLAR ST,IA,50022,-95.014425,41.403822,ATLANTIC
5990,24,220,26514.27,4,4,4,444,0,5990,2022-11-01,CASEY'S GENERAL STORE #1610 / KNOXVILLE,A,203 S LINCOLN ST,IA,50138,-93.109524,41.31767,KNOXVILLE
4638,0,1928,382200.03,1,1,1,111,0,4638,2022-11-01,GD XPRESS / DAVENPORT,A,4607 N PINE ST,IA,52806,-90.610249,41.567504,DAVENPORT
4738,4,821,62708.29,2,2,2,222,0,4738,2022-11-01,CASEY'S GENERAL STORE #2284 / COUNCIL BLUFFS,A,"1030, VETERAN MEMORIAL HWY",IA,51501,-95.860293,41.219703,COUNCIL BLUFFS
5830,0,439,37406.47,1,3,3,133,0,5830,2022-11-01,CASEY'S GENERAL STORE #1911 / NEWTON,A,1018 1ST AVE E,IA,50208,-93.040372,41.699251,NEWTON
6280,182,107,16212.3,4,4,4,444,1,6280,2022-11-01,BP TO GO #1 / CEDAR RAPIDS,A,4830 JOHNSON AVENUE NORTHWEST,IA,52405,-91.733381,41.968371,CEDAR RAPIDS
4765,14,111,6316.52,4,4,4,444,0,4765,2022-11-01,KWIK STOP C-STORES / DUBUQUE,A,2335 UNIVERSITY AVE,IA,52001,-90.696858,42.499518,DUBUQUE
4402,3,616,51315.56,1,2,3,123,0,4402,2022-11-01,KUM & GO #80 / RIVERSIDE,A,1178 ENTERPRISE DR,IA,52327,-91.555044,41.486572,RIVERSIDE
4542,10,304,46402.9,3,3,3,333,0,4542,2022-11-01,CASEY'S GENERAL STORE #2994 / LAUREN,A,520 W MAIN ST,IA,50554,-94.855561,42.846771,LAURENS
6119,0,1611,169221.16,1,1,1,111,0,6119,2022-11-01,ALLCOOL LIQUORS / WDM,A,5904 ASHWORTH RD,IA,50266,-93.788364,41.584436,WEST DES MOINES
5576,3,239,33362.64,1,4,3,143,0,5576,2022-11-01,CASEY'S GENERAL STORE #3449 / WAPELLO,A,13410 IA HWY 78,IA,52653,-91.185031,41.087806,WAPELLO
2201,4,2546,950099.62,2,1,1,211,0,2201,2022-11-01,HAPPY'S WINE & SPIRITS WHOLESALE,A,5925 UNIVERSITY AVE,IA,50613,-92.429644,42.512762,CEDAR FALLS
6074,6,226,33099.22,3,4,3,343,0,6074,2022-11-01,HILL COUNTRY CONVENIENCE STORE / COLESBURG,A,317 MAIN ST,IA,52035,-91.201967,42.638971,COLESBURG
5745,6,307,38014.34,3,3,3,333,0,5745,2022-11-01,CASEY'S GENERAL STORE #3292,A,1906 3RD AVE SE,IA,50644,-91.890214,42.451425,INDEPENDENCE
6152,5,324,61132.37,2,3,2,232,0,6152,2022-11-01,HAWKEYE SMOKE SHOP / FAIRFIELD,A,53 N COURT ST,IA,52556,-91.962461,41.007268,FAIRFIELD
2846,55,87,6795.39,4,4,4,444,2,2846,2022-11-01,CVS PHARMACY #8443 / CEDAR RAPIDS,A,3419 16TH AVE SW,IA,52404,-91.716615,41.963516,CEDAR RAPIDS
5727,13,567,87336.1,4,2,2,422,0,5727,2022-11-01,ONE STOP SHOP #4 - DENISON,A,306 NORTH 7TH STREET,IA,51442,-95.36107,42.020388,DENISON
2587,4,3583,692784.27,2,1,1,211,3,2587,2022-11-01,HY-VEE FOOD STORE / JOHNSTON,A,5750 MERLE HAY ROAD,IA,50131,-93.697731,41.665172,JOHNSTON
4272,5,911,96317.59,2,2,2,222,0,4272,2022-11-01,FAREWAY STORES #407 / ESTERVILLE,A,1108 CENTRAL AVE,IA,51334,-94.829908,43.402097,ESTHERVILLE
4626,3,1145,70710.29,1,2,2,122,0,4626,2022-11-01,KWIK SHOP #527 / COUNCIL BLUFFS,A,"3632, AVENUE G",IA,51501,-95.905957,41.268067,COUNCIL BLUFFS
6249,3,1046,178460.75,1,2,1,121,0,6249,2022-11-01,HY-VEE DOLLAR FRESH / MONTICELLO,A,122 NORTH MAIN STREET,IA,52310,-91.183871,42.238748,MONTICELLO
3494,4,2124,2074569.48,2,1,1,211,0,3494,2022-11-01,SAM'S CLUB 6514 / WATERLOO,A,210 EAST TOWER PARK DR,IA,50702,-92.352359,42.456358,WATERLOO
