index,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction
0,5645,6,2788,204380.28,3,1,1,311,0
1,4937,3,284,38821.16,1,3,3,133,0
2,6194,4,1110,175641.41,2,2,1,221,0
3,3959,0,649,40119.05,1,2,3,123,0
4,5925,10,379,34980.96,3,3,3,333,0
5,4821,12,387,48908.65,4,3,3,433,0
6,6240,0,490,36493.87,1,3,3,133,0
7,4838,10,430,52615.37,3,3,3,333,0
8,5149,3,1496,214493.72,1,1,1,111,0
9,3650,0,2035,282222.19,1,1,1,111,0
10,6248,5,1204,80239.03,2,2,2,222,0
11,5613,6,204,22923.38,3,4,4,344,0
12,4975,27,226,45741.9,4,4,3,443,0
13,3826,209,71,13956.78,4,4,4,444,1
14,2700,5,919,165324.56,2,2,1,221,0
15,3949,5,774,148649.79,2,2,2,222,0
16,5044,10,416,67054.34,3,3,2,332,0
17,5757,10,266,27115.44,3,3,4,334,0
18,5316,5,1246,40314.34,2,1,3,213,0
19,5913,4,262,39146.42,2,4,3,243,0
20,2696,10,415,51296.99,3,3,3,333,0
21,5181,6,480,47937.57,3,3,3,333,0
22,6081,14,738,34061.0,4,2,3,423,0
23,6143,5,2579,346913.41,2,1,1,211,0
24,4988,4,7769,1301546.92,2,1,1,211,3
25,6252,3,1412,226758.44,1,1,1,111,0
26,4249,3,559,72191.32,1,3,2,132,0
27,2550,6,1354,207233.18,3,1,1,311,0
28,4665,5,1311,104547.27,2,1,2,212,0
29,5057,4,1241,74706.84,2,1,2,212,0
30,5082,3,453,52127.24,1,3,3,133,0
31,6106,10,49,5525.7,3,4,4,344,0
32,5297,10,216,34696.18,3,4,3,343,0
33,4236,5,771,133892.43,2,2,2,222,0
34,5408,13,184,28085.44,4,4,4,444,0
35,5234,14,277,40762.44,4,3,3,433,0
36,3652,20,96,16043.2,4,4,4,444,0
37,6033,13,174,26585.59,4,4,4,444,0
38,3993,6,2663,359027.15,3,1,1,311,0
39,5450,17,487,32846.54,4,3,3,433,0
40,5052,3,653,65320.58,1,2,2,122,0
41,4594,0,1369,40626.13,1,1,3,113,0
42,4464,3,920,99969.21,1,2,2,122,0
43,5986,40,207,21338.62,4,4,4,444,0
44,6217,6,1298,92343.11,3,1,2,312,0
45,4569,0,688,70127.66,1,2,2,122,0
46,4818,3,784,82224.31,1,2,2,122,0
47,2644,3,4778,1214260.56,1,1,1,111,3
48,5434,3,1872,117541.88,1,1,2,112,0
49,5291,115,305,43705.6,4,3,3,433,2
50,4782,3,148,25432.36,1,4,4,144,0
51,4417,10,498,38564.32,3,3,3,333,0
52,4980,6,760,47055.56,3,2,3,323,0
53,6264,4,1315,238003.22,2,1,1,211,0
54,5071,0,1654,69240.04,1,1,2,112,0
55,5543,3,148,22613.09,1,4,4,144,0
56,4736,38,113,22339.29,4,4,4,444,0
57,6278,4,221,88934.27,2,4,2,242,0
58,4719,35,148,25321.26,4,4,4,444,0
59,2200,0,2665,234445.21,1,1,1,111,0
60,6209,3,5750,1158890.07,1,1,1,111,3
61,2718,3,454,87735.95,1,3,2,132,0
62,4934,3,365,50816.91,1,3,3,133,0
63,6212,14,510,58515.52,4,3,2,432,0
64,3656,5,992,228484.92,2,2,1,221,0
65,4315,5,327,68759.92,2,3,2,232,0
66,5321,42,112,14397.24,4,4,4,444,0
67,4685,7,103,8184.43,3,4,4,344,0
68,5498,27,192,9935.41,4,4,4,444,0
69,2605,5,4162,785628.11,2,1,1,211,3
70,6091,6,601,120855.87,3,2,2,322,0
71,5855,27,96,15305.62,4,4,4,444,0
72,2628,0,944,117949.93,1,2,2,122,0
73,5079,34,205,24387.51,4,4,4,444,0
74,5306,49,55,8136.98,4,4,4,444,2
75,6069,0,114,7530.79,1,4,4,144,0
76,5412,27,276,38880.17,4,3,3,433,0
77,5170,13,171,26531.34,4,4,4,444,0
78,2720,0,227,21087.13,1,4,4,144,0
79,4856,0,383,40981.54,1,3,3,133,0
80,2545,5,3942,494966.73,2,1,1,211,3
81,5352,6,609,71198.3,3,2,2,322,0
82,5859,4,1759,263836.25,2,1,1,211,0
83,4205,6,898,127332.38,3,2,2,322,0
84,5041,3,536,53539.75,1,3,3,133,0
85,5497,13,226,38280.45,4,4,3,443,0
86,5377,0,312,40525.4,1,3,3,133,0
87,5179,13,352,32933.04,4,3,3,433,0
88,5799,7,224,30277.97,3,4,4,344,0
89,4730,4,458,51637.26,2,3,3,233,0
90,5096,20,257,43890.98,4,4,3,443,0
91,4884,6,1122,114589.03,3,2,2,322,0
92,5656,0,840,139711.44,1,2,2,122,0
93,6121,6,1185,144681.43,3,2,2,322,0
94,6019,5,1433,140628.91,2,1,2,212,0
95,4369,10,872,64364.47,3,2,2,322,0
96,4740,31,209,42594.9,4,4,3,443,0
97,6300,18,454,25515.06,4,3,4,434,0
98,5965,24,175,20210.71,4,4,4,444,0
99,5829,6,452,66662.73,3,3,2,332,0
100,5802,39,502,43808.74,4,3,3,433,0
101,5458,6,212,40396.28,3,4,3,343,0
102,5059,3,440,35330.37,1,3,3,133,0
103,4546,35,163,23574.04,4,4,4,444,0
104,6147,4,1699,250933.13,2,1,1,211,0
105,5546,0,451,36929.82,1,3,3,133,0
106,6104,7,265,43343.95,3,3,3,333,0
107,6059,0,218,22752.69,1,4,4,144,0
108,6245,0,2614,186815.0,1,1,1,111,0
109,3742,6,1001,170906.42,3,2,1,321,0
110,2714,10,992,162971.28,3,2,1,321,0
111,2683,0,578,51302.0,1,2,3,123,0
112,3521,5,633,343307.44,2,2,1,221,0
113,5714,122,54,8818.8,4,4,4,444,2
114,5872,10,201,30620.27,3,4,4,344,0
115,4189,6,1169,177725.86,3,2,1,321,0
116,2648,0,8305,1540949.05,1,1,1,111,3
117,4969,4,4133,695817.03,2,1,1,211,3
118,6045,3,1331,76562.5,1,1,2,112,0
119,6090,3,514,27718.86,1,3,4,134,0
120,4157,0,1261,142486.99,1,1,2,112,0
121,5060,6,1017,109819.03,3,2,2,322,0
122,5998,7,320,34994.9,3,3,3,333,0
123,3660,3,1242,197552.56,1,1,1,111,0
124,9047,32,75,75140.1,4,4,2,442,0
125,5572,3,459,60442.43,1,3,2,132,0
126,3728,10,670,76497.43,3,2,2,322,0
127,5081,3,739,74964.34,1,2,2,122,0
128,5990,24,220,26514.27,4,4,4,444,0
129,4638,0,1928,382200.03,1,1,1,111,0
130,4738,4,821,62708.29,2,2,2,222,0
131,5830,0,439,37406.47,1,3,3,133,0
132,6280,182,107,16212.3,4,4,4,444,1
133,4765,14,111,6316.52,4,4,4,444,0
134,4402,3,616,51315.56,1,2,3,123,0
135,4542,10,304,46402.9,3,3,3,333,0
136,6119,0,1611,169221.16,1,1,1,111,0
137,5576,3,239,33362.64,1,4,3,143,0
138,2201,4,2546,950099.62,2,1,1,211,0
139,6074,6,226,33099.22,3,4,3,343,0
140,5745,6,307,38014.34,3,3,3,333,0
141,6152,5,324,61132.37,2,3,2,232,0
142,2846,55,87,6795.39,4,4,4,444,2
143,5727,13,567,87336.1,4,2,2,422,0
144,2587,4,3583,692784.27,2,1,1,211,3
145,4272,5,911,96317.59,2,2,2,222,0
146,4626,3,1145,70710.29,1,2,2,122,0
147,6249,3,1046,178460.75,1,2,1,121,0
148,3494,4,2124,2074569.48,2,1,1,211,0
149,4573,3,220,32398.97,1,4,3,143,0
150,5809,66,146,18947.51,4,4,4,444,2
151,4355,13,739,50110.21,4,2,3,423,0
152,4531,10,273,44874.49,3,3,3,333,0
153,6261,3,994,211459.36,1,2,1,121,0
154,5642,20,674,41871.6,4,2,3,423,0
155,5211,4,1723,88803.17,2,1,2,212,0
156,5682,0,1268,262793.3,1,1,1,111,0
157,5663,0,1168,179218.37,1,2,1,121,0
158,6116,4,1054,143464.17,2,2,2,222,0
159,4828,6,357,62255.05,3,3,2,332,0
160,5213,12,174,17718.57,4,4,4,444,0
161,10058,0,114,11963.08,1,4,4,144,0
162,5984,26,337,40011.54,4,3,3,433,0
163,5911,5,869,81468.76,2,2,2,222,0
164,6140,3,2220,203097.44,1,1,1,111,0
165,4953,31,141,19532.28,4,4,4,444,0
166,4837,20,537,26015.53,4,3,4,434,0
167,4370,3,1189,60415.05,1,2,2,122,0
168,4817,3,393,47565.56,1,3,3,133,0
169,4631,4,1115,114225.72,2,2,2,222,0
170,10039,0,1934,311814.92,1,1,1,111,0
171,4584,6,499,25295.48,3,3,4,334,0
172,5735,0,1229,178584.82,1,1,1,111,0
173,4132,0,722,92799.84,1,2,2,122,0
174,2702,19,291,29814.15,4,3,4,434,0
175,5193,7,139,20059.7,3,4,4,344,0
176,6305,33,59,6485.62,4,4,4,444,0
177,2633,0,16596,11788529.03,1,1,1,111,3
178,5072,5,388,54688.69,2,3,3,233,0
179,4786,6,770,60313.47,3,2,2,322,0
180,3952,21,3412,1323643.61,4,1,1,411,3
181,4195,6,1238,79012.28,3,1,2,312,0
182,5092,0,2019,81151.13,1,1,2,112,0
183,5000,4,457,67030.43,2,3,2,232,0
184,6047,5,456,40115.07,2,3,3,233,0
185,2699,0,148,16719.21,1,4,4,144,0
186,5064,0,559,69006.37,1,3,2,132,0
187,4269,0,2769,306253.48,1,1,1,111,0
188,5471,10,1939,294318.11,3,1,1,311,0
189,4015,4,2385,396172.14,2,1,1,211,0
190,4478,129,885,123516.85,4,2,2,422,2
191,6125,0,1387,209680.65,1,1,1,111,0
192,5415,6,1224,215855.69,3,1,1,311,0
193,4823,3,342,54002.99,1,3,3,133,0
194,6319,6,193,19877.82,3,4,4,344,0
195,6023,0,715,28768.94,1,2,4,124,0
196,6109,83,102,3785.36,4,4,4,444,2
197,4024,0,780,125953.09,1,2,2,122,0
198,6038,13,257,36594.07,4,4,3,443,0
199,6208,10,196,21209.54,3,4,4,344,0
200,4130,5,211,26066.61,2,4,4,244,0
201,3814,0,1074,3506556.78,1,2,1,121,0
202,4366,6,1165,48277.14,3,2,3,323,0
203,2578,6,3673,494113.01,3,1,1,311,3
204,4131,0,1450,306178.44,1,1,1,111,0
205,4182,3,1000,191537.68,1,2,1,121,0
206,3944,3,1484,1595586.82,1,1,1,111,0
207,4808,3,800,109111.28,1,2,2,122,0
208,6127,10,363,50084.82,3,3,3,333,0
209,5896,3,399,26581.5,1,3,4,134,0
210,6176,4,2532,190180.69,2,1,1,211,0
211,5730,6,676,91148.49,3,2,2,322,0
212,4163,0,660,132641.11,1,2,2,122,0
213,3889,4,1119,216419.12,2,2,1,221,0
214,6003,4,290,39855.76,2,3,3,233,0
215,5017,3,1252,97150.21,1,1,2,112,0
216,2562,3,1748,362873.46,1,1,1,111,0
217,4942,3,526,64976.59,1,3,2,132,0
218,5226,0,1288,164616.77,1,1,1,111,0
219,4882,13,720,42813.36,4,2,3,423,0
220,5062,12,432,29602.53,4,3,4,434,0
221,5329,0,359,67326.48,1,3,2,132,0
222,6179,297,11,1183.44,4,4,4,444,1
223,5186,13,497,62587.81,4,3,2,432,0
224,5502,5,373,59333.44,2,3,2,232,0
225,6149,6,787,100194.94,3,2,2,322,0
226,3833,3,1576,274467.12,1,1,1,111,0
227,4200,4,1120,196617.48,2,2,1,221,0
228,4147,4,1761,231405.38,2,1,1,211,0
229,4510,66,376,39970.76,4,3,3,433,2
230,5413,6,446,35868.78,3,3,3,333,0
231,5637,14,144,39887.66,4,4,3,443,0
232,5764,21,142,18847.65,4,4,4,444,0
233,4887,0,463,36280.06,1,3,3,133,0
234,5820,12,78,12557.09,4,4,4,444,0
235,5834,7,426,27340.75,3,3,4,334,0
236,5280,4,231,41864.84,2,4,3,243,0
237,6313,3,1310,107230.64,1,1,2,112,0
238,2669,3,776,99774.18,1,2,2,122,0
239,5966,3,422,23027.1,1,3,4,134,0
240,5362,6,1294,151946.53,3,1,2,312,0
241,2572,4,11064,1096013.12,2,1,1,211,3
242,4717,7,164,28697.72,3,4,4,344,0
243,6221,6,908,162665.25,3,2,1,321,0
244,5863,6,668,64767.91,3,2,2,322,0
245,4235,3,529,85733.4,1,3,2,132,0
246,5936,108,872,42645.57,4,2,3,423,2
247,5654,3,43,33432.42,1,4,3,143,0
248,6046,7,529,57363.48,3,3,2,332,0
249,6219,7,206,34651.62,3,4,3,343,0
250,5621,0,434,54638.63,1,3,3,133,0
251,4985,20,191,18513.07,4,4,4,444,0
252,4791,48,64,13835.58,4,4,4,444,2
253,5599,6,1786,305039.69,3,1,1,311,0
254,6329,3,273,38174.82,1,3,3,133,0
255,4289,3,496,50510.13,1,3,3,133,0
256,5857,0,432,43559.59,1,3,3,133,0
257,4449,4,1034,51435.96,2,2,3,223,0
258,5553,0,345,45183.7,1,3,3,133,0
259,3447,4,1949,2061711.49,2,1,1,211,0
260,5210,3,2274,200927.48,1,1,1,111,0
261,6021,10,272,20010.49,3,3,4,334,0
262,5632,3,516,71379.92,1,3,2,132,0
263,4613,7,211,29819.18,3,4,4,344,0
264,2576,0,5713,556992.48,1,1,1,111,3
265,2478,4,1182,215761.43,2,2,1,221,0
266,4701,59,40,6705.3,4,4,4,444,2
267,4698,5,1411,164116.99,2,1,1,211,0
268,2708,4,258,27353.12,2,4,4,244,0
269,5972,6,188,19645.16,3,4,4,344,0
270,5744,19,56,7275.34,4,4,4,444,0
271,3723,6,4692,199993.29,3,1,1,311,3
272,4896,3,493,57176.08,1,3,2,132,0
273,5575,3,510,50737.51,1,3,3,133,0
274,5204,3,652,99848.11,1,2,2,122,0
275,5786,6,564,45613.72,3,2,3,323,0
276,2561,0,4919,1269605.67,1,1,1,111,3
277,6327,0,186,14999.41,1,4,4,144,0
278,6282,31,95,10217.93,4,4,4,444,0
279,3981,6,1269,214095.1,3,1,1,311,0
280,5673,17,229,22644.26,4,4,4,444,0
281,6101,3,1753,158838.46,1,1,1,111,0
282,4310,0,1108,101759.99,1,2,2,122,0
283,4271,3,1252,162401.61,1,1,1,111,0
284,4246,3,862,123463.32,1,2,2,122,0
285,6243,6,846,140651.61,3,2,2,322,0
286,5592,6,956,48415.08,3,2,3,323,0
287,5326,0,1848,242288.85,1,1,1,111,0
288,5640,0,288,47777.12,1,3,3,133,0
289,5421,13,243,42756.9,4,4,3,443,0
290,5582,6,253,39508.87,3,4,3,343,0
291,5550,5,519,39471.42,2,3,3,233,0
292,5817,20,304,29878.9,4,3,4,434,0
293,5886,0,2386,259692.34,1,1,1,111,0
294,5941,3,2622,303856.17,1,1,1,111,0
295,6156,3,774,110625.66,1,2,2,122,0
296,5676,4,1762,246525.26,2,1,1,211,0
297,4266,3,377,57928.86,1,3,2,132,0
298,4196,6,1005,453581.95,3,2,1,321,0
299,5874,35,150,16491.52,4,4,4,444,0
300,4565,20,338,35262.74,4,3,3,433,0
301,4104,4,484,94061.59,2,3,2,232,0
302,6310,26,98,10701.98,4,4,4,444,0
303,5366,6,1200,217943.71,3,2,1,321,0
304,2685,5,717,121337.99,2,2,2,222,0
305,4663,21,316,40985.58,4,3,3,433,0
306,5437,3,1356,105966.41,1,1,2,112,0
307,2630,0,1182,238230.89,1,2,1,121,0
308,3682,5,832,118036.35,2,2,2,222,0
309,2532,0,4071,551067.99,1,1,1,111,3
310,6345,3,1023,72428.01,1,2,2,122,0
311,5133,6,571,72070.74,3,2,2,322,0
312,4972,3,1035,45234.44,1,2,3,123,0
313,6325,5,53,3317.54,2,4,4,244,0
314,5849,4,498,70651.86,2,3,2,232,0
315,4703,20,267,40339.03,4,3,3,433,0
316,5407,7,283,30398.9,3,3,4,334,0
317,4912,10,502,35792.55,3,3,3,333,0
318,3726,3,1031,163871.36,1,2,1,121,0
319,4457,6,656,67691.18,3,2,2,322,0
320,4362,17,295,31502.88,4,3,3,433,0
321,6111,73,58,3034.54,4,4,4,444,2
322,3565,6,1069,95807.25,3,2,2,322,0
323,5515,3,811,146768.05,1,2,2,122,0
324,4429,5,484,42673.35,2,3,3,233,0
325,6007,4,615,34512.52,2,2,3,223,0
326,5516,13,130,9936.11,4,4,4,444,0
327,4802,4,693,132994.92,2,2,2,222,0
328,6182,252,28,3720.78,4,4,4,444,1
329,6100,5,630,77850.91,2,2,2,222,0
330,5538,6,403,43953.29,3,3,3,333,0
331,5128,4,1386,198423.22,2,1,1,211,0
332,3663,4,1334,205629.67,2,1,1,211,0
333,5773,20,432,31040.0,4,3,4,434,0
334,5615,3,1403,52251.13,1,1,3,113,0
335,5303,6,442,89834.38,3,3,2,332,0
336,3879,6,801,181086.3,3,2,1,321,0
337,4949,0,515,57549.2,1,3,2,132,0
338,4582,5,1090,259058.52,2,2,1,221,0
339,4659,4,259,36864.87,2,4,3,243,0
340,6308,5,609,39159.58,2,2,3,223,0
341,3354,6,2018,1844640.0,3,1,1,311,0
342,4930,17,276,47195.33,4,3,3,433,0
343,6173,6,2230,200644.3,3,1,1,311,0
344,6118,3,2132,360983.61,1,1,1,111,0
345,4633,17,344,48250.69,4,3,3,433,0
346,5195,10,584,95253.75,3,2,2,322,0
347,4365,41,252,23982.62,4,4,4,444,0
348,5469,5,261,38835.51,2,4,3,243,0
349,5845,5,677,96097.1,2,2,2,222,0
350,4653,7,716,56368.08,3,2,2,322,0
351,4540,7,412,44258.49,3,3,3,333,0
352,5934,13,409,98699.13,4,3,2,432,0
353,4989,13,227,37571.25,4,4,3,443,0
354,2642,5,5251,853789.49,2,1,1,211,3
355,5696,10,247,36257.57,3,4,3,343,0
356,4748,7,280,32096.36,3,3,3,333,0
357,5831,3,276,24667.78,1,3,4,134,0
358,2671,0,1474,300184.87,1,1,1,111,0
359,5961,34,131,12731.22,4,4,4,444,0
360,5595,4,39,7087.48,2,4,4,244,0
361,6251,19,309,33603.63,4,3,3,433,0
362,5721,34,117,13867.42,4,4,4,444,0
363,5240,0,306,56813.83,1,3,2,132,0
364,3691,3,1117,262153.77,1,2,1,121,0
365,5600,3,2304,620088.24,1,1,1,111,0
366,4418,3,181,14915.99,1,4,4,144,0
367,4511,4,926,84652.04,2,2,2,222,0
368,3666,0,1230,290830.45,1,1,1,111,0
369,4562,0,291,39708.97,1,3,3,133,0
370,4852,0,597,33035.39,1,2,3,123,0
371,2522,5,5906,672050.87,2,1,1,211,3
372,5273,5,981,60948.96,2,2,2,222,0
373,4317,3,1203,121902.39,1,2,2,122,0
374,6309,17,135,12769.13,4,4,4,444,0
375,5627,20,203,37483.66,4,4,3,443,0
376,2588,4,8170,843688.4,2,1,1,211,3
377,5359,0,718,182509.77,1,2,1,121,0
378,6120,6,303,36026.84,3,3,3,333,0
379,5960,4,830,102723.75,2,2,2,222,0
380,6037,27,249,30305.34,4,4,4,444,0
381,5116,0,1578,209507.65,1,1,1,111,0
382,2703,14,173,14728.57,4,4,4,444,0
383,2604,6,3421,553784.08,3,1,1,311,3
384,4073,5,1652,264781.64,2,1,1,211,0
385,3773,0,11308,3859208.6,1,1,1,111,3
386,4373,28,1344,59801.18,4,1,2,412,0
387,6159,3,1230,148371.55,1,1,2,112,0
388,5135,4,1365,227343.55,2,1,1,211,0
389,4300,5,1439,262090.55,2,1,1,211,0
390,2596,5,2255,175289.64,2,1,1,211,0
391,5513,3,432,49466.02,1,3,3,133,0
392,3054,6,1087,72157.4,3,2,2,322,0
393,5937,5,541,59700.74,2,3,2,232,0
394,2840,0,391,47100.53,1,3,3,133,0
395,5190,7,698,45158.67,3,2,3,323,0
396,2709,0,646,37437.22,1,2,3,123,0
397,5510,20,504,28622.27,4,3,4,434,0
398,4609,5,600,55900.9,2,2,3,223,0
399,4829,0,15562,11130085.1,1,1,1,111,3
400,5482,0,1225,206846.49,1,1,1,111,0
401,5665,17,161,17040.61,4,4,4,444,0
402,4607,10,155,20160.06,3,4,4,344,0
403,4769,6,472,94866.74,3,3,2,332,0
404,5833,12,151,22113.48,4,4,4,444,0
405,5890,28,267,35191.64,4,3,3,433,0
406,5378,27,179,30187.9,4,4,4,444,0
407,5173,6,1580,105658.37,3,1,2,312,0
408,5870,6,1818,278864.87,3,1,1,311,0
409,4642,4,811,90333.0,2,2,2,222,0
410,6067,0,858,125054.85,1,2,2,122,0
411,4414,10,467,42649.63,3,3,3,333,0
412,6057,4,1069,125940.04,2,2,2,222,0
413,6203,3,1614,173643.79,1,1,1,111,0
414,4267,3,716,29803.1,1,2,4,124,0
415,5662,5,1927,280092.05,2,1,1,211,0
416,4608,11,533,108456.53,3,3,2,332,0
417,5443,3,2786,530705.16,1,1,1,111,0
418,4929,3,466,52682.58,1,3,3,133,0
419,3670,5,2022,337128.41,2,1,1,211,0
420,4539,0,367,32058.79,1,3,3,133,0
421,4825,62,240,37009.65,4,4,3,443,2
422,2676,13,45,6516.1,4,4,4,444,0
423,5712,6,413,34980.69,3,3,3,333,0
424,4702,129,88,17850.42,4,4,4,444,2
425,4466,6,468,68219.36,3,3,2,332,0
426,9001,5,187,197060.1,2,4,1,241,0
427,5282,18,62,11278.8,4,4,4,444,0
428,5701,6,1348,85611.75,3,1,2,312,0
429,6315,6,71,2620.15,3,4,4,344,0
430,3524,5,1681,1640806.93,2,1,1,211,0
431,3622,5,2385,484141.47,2,1,1,211,0
432,6161,5,1304,119906.21,2,1,2,212,0
433,5607,10,315,40501.09,3,3,3,333,0
434,4549,7,342,41540.22,3,3,3,333,0
435,6024,0,318,17953.02,1,3,4,134,0
436,4652,0,2357,344107.55,1,1,1,111,0
437,4699,0,242,37183.93,1,4,3,143,0
438,5571,5,305,34979.79,2,3,3,233,0
439,6002,6,352,42517.4,3,3,3,333,0
440,5619,6,285,42957.08,3,3,3,333,0
441,4258,3,988,221400.24,1,2,1,121,0
442,3849,3,839,109544.73,1,2,2,122,0
443,5355,31,141,16267.86,4,4,4,444,0
444,6204,3,1836,236422.89,1,1,1,111,0
445,4723,18,203,38513.5,4,4,3,443,0
446,4204,0,1085,203405.19,1,2,1,121,0
447,2693,31,83,4668.72,4,4,4,444,0
448,4548,10,243,30957.38,3,4,4,344,0
449,4508,19,245,36333.43,4,4,3,443,0
450,4806,0,716,134432.25,1,2,2,122,0
451,5256,21,257,25837.26,4,4,4,444,0
452,4506,6,364,50597.89,3,3,3,333,0
453,5027,6,489,150606.19,3,3,2,332,0
454,5647,14,100,13558.72,4,4,4,444,0
455,4444,6,603,47070.73,3,2,3,323,0
456,3909,3,736,112022.4,1,2,2,122,0
457,5156,0,220,19922.23,1,4,4,144,0
458,2521,3,5635,912391.69,1,1,1,111,3
459,4560,6,501,48760.14,3,3,3,333,0
460,4256,6,933,201739.3,3,2,1,321,0
461,4150,4,992,147212.68,2,2,2,222,0
462,4714,41,163,16519.58,4,4,4,444,0
463,4371,0,1037,64812.06,1,2,2,122,0
464,2573,0,8208,1100745.8,1,1,1,111,3
465,4197,4,1145,166573.01,2,2,1,221,0
466,6139,0,1071,162917.7,1,2,1,121,0
467,5350,10,296,41345.04,3,3,3,333,0
468,3744,3,913,157686.49,1,2,1,121,0
469,2691,4,1954,137574.18,2,1,2,212,0
470,5142,4,1539,95832.35,2,1,2,212,0
471,5894,3,223,47680.02,1,4,3,143,0
472,4517,11,285,53314.3,3,3,3,333,0
473,4397,5,1063,29679.35,2,2,4,224,0
474,4843,21,628,17571.85,4,2,4,424,0
475,5499,4,701,76888.43,2,2,2,222,0
476,5883,10,172,21694.85,3,4,4,344,0
477,5432,4,796,109595.89,2,2,2,222,0
478,6150,6,331,26455.0,3,3,4,334,0
479,4879,152,808,155414.62,4,2,1,421,2
480,5275,0,588,61455.56,1,2,2,122,0
481,4438,228,156,7788.52,4,4,4,444,1
482,6041,6,1189,297963.6,3,2,1,321,0
483,5866,13,489,28136.9,4,3,4,434,0
484,4291,3,3393,417920.8,1,1,1,111,3
485,4661,3,1104,29536.14,1,2,4,124,0
486,5660,0,1649,312483.74,1,1,1,111,0
487,6238,5,604,96796.05,2,2,2,222,0
488,5517,3,1451,82970.66,1,1,2,112,0
489,6288,4,588,85692.42,2,2,2,222,0
490,3707,5,1283,297840.81,2,1,1,211,0
491,5398,5,235,25452.18,2,4,4,244,0
492,6304,4,1720,118059.06,2,1,2,212,0
493,4731,14,288,39954.45,4,3,3,433,0
494,3618,0,1080,177384.24,1,2,1,121,0
495,2601,0,2218,533204.05,1,1,1,111,0
496,4138,6,990,139151.23,3,2,2,322,0
497,5669,6,1430,143255.61,3,1,2,312,0
498,5580,31,246,29109.02,4,4,4,444,0
499,5769,12,244,30226.09,4,4,4,444,0
500,5349,5,332,48130.01,2,3,3,233,0
501,6048,19,163,20350.24,4,4,4,444,0
502,4255,6,943,242524.55,3,2,1,321,0
503,5734,0,1045,154285.62,1,2,1,121,0
504,4013,0,698,106377.02,1,2,2,122,0
505,5818,6,276,31778.85,3,3,3,333,0
506,5723,10,372,42959.49,3,3,3,333,0
507,4721,31,162,16024.33,4,4,4,444,0
