index,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction
1060,5382,11,639,58338.51,3,2,2,322,0
1061,5976,10,260,41058.99,3,4,3,343,0
1062,10057,4,158,19360.02,2,4,4,244,0
1063,4203,6,1816,233550.13,3,1,1,311,0
1064,5648,4,314,64908.99,2,3,2,232,0
1065,5435,12,815,60743.44,4,2,2,422,0
1066,10028,3,218,28554.63,1,4,4,144,0
1067,4655,12,481,37914.22,4,3,3,433,0
1068,4070,0,1823,170641.08,1,1,1,111,0
1069,5255,0,369,83548.72,1,3,2,132,0
1070,4746,21,78,6565.76,4,4,4,444,0
1071,2665,4,7338,1932931.17,2,1,1,211,3
1072,2593,4,4998,1159148.66,2,1,1,211,3
1073,2672,6,1122,216687.99,3,2,1,321,0
1074,6175,10,277,16307.96,3,3,4,334,0
1075,5239,10,247,30785.84,3,4,4,344,0
1076,5452,31,129,17749.4,4,4,4,444,0
1077,6190,6,1676,170181.5,3,1,1,311,0
1078,5100,0,816,161123.04,1,2,1,121,0
1079,4491,11,442,65899.94,3,3,2,332,0
1080,5207,0,1994,323873.05,1,1,1,111,0
1081,3756,6,1894,96493.99,3,1,2,312,0
1082,3818,114,2320,116325.41,4,1,2,412,2
1083,2679,4,1703,109844.74,2,1,2,212,0
1084,4051,0,1558,266879.71,1,1,1,111,0
1085,4824,3,598,97236.46,1,2,2,122,0
1086,5807,3,248,26442.78,1,4,4,144,0
1087,5846,0,1204,190674.7,1,2,1,121,0
1088,6318,13,297,17595.0,4,3,4,434,0
1089,5901,28,1102,161557.03,4,2,1,421,0
1090,3806,0,1068,260831.16,1,2,1,121,0
1091,5604,4,574,55610.55,2,2,3,223,0
1092,5920,18,965,61271.44,4,2,2,422,0
1093,5114,6,394,56174.21,3,3,3,333,0
1094,5909,0,940,96876.49,1,2,2,122,0
1095,5446,293,62,7248.83,4,4,4,444,1
1096,5198,0,1984,281968.42,1,1,1,111,0
1097,6228,97,585,90776.74,4,2,2,422,2
1098,4228,3,1041,189118.65,1,2,1,121,0
1099,5411,3,805,109175.13,1,2,2,122,0
1100,4000,6,1882,90748.61,3,1,2,312,0
1101,5535,6,415,38064.82,3,3,3,333,0
1102,2716,7,547,93790.99,3,3,2,332,0
1103,4559,0,1319,160436.51,1,1,1,111,0
1104,6099,12,605,35711.39,4,2,3,423,0
1105,6284,13,351,43249.4,4,3,3,433,0
1106,9051,116,1,180.0,4,4,4,444,2
1107,3628,5,1000,182609.55,2,2,1,221,0
1108,5410,6,216,30426.19,3,4,4,344,0
1109,2513,5,3677,428525.43,2,1,1,211,3
1110,6283,0,305,29592.13,1,3,4,134,0
1111,5514,6,3241,540837.5,3,1,1,311,0
1112,2806,0,2058,287012.96,1,1,1,111,0
1113,4452,6,1677,183365.65,3,1,1,311,0
1114,5073,4,700,152942.6,2,2,1,221,0
1115,5021,19,279,27982.81,4,3,4,434,0
1116,6258,5,857,123170.63,2,2,2,222,0
1117,2506,3,7193,1050235.36,1,1,1,111,3
1118,5177,10,275,42068.78,3,3,3,333,0
1119,2713,3,561,148872.3,1,2,2,122,0
1120,2619,0,7329,1817763.19,1,1,1,111,3
1121,2674,3,361,34322.63,1,3,3,133,0
1122,5616,13,497,31838.34,4,3,3,433,0
1123,5763,5,306,31094.03,2,3,3,233,0
1124,4982,7,192,26386.08,3,4,4,344,0
1125,2692,125,29,4487.7,4,4,4,444,2
1126,5808,4,402,34993.56,2,3,3,233,0
1127,5294,13,72,8669.47,4,4,4,444,0
1128,6016,3,221,32681.53,1,4,3,143,0
1129,5463,3,769,138948.46,1,2,2,122,0
1130,3417,0,2951,263862.16,1,1,1,111,0
1131,6223,6,1274,308852.26,3,1,1,311,0
1132,4797,3,106,21989.52,1,4,4,144,0
1133,4554,20,268,27727.68,4,3,4,434,0
1134,5336,28,221,21702.69,4,4,4,444,0
1135,4760,6,321,57718.02,3,3,2,332,0
1136,5597,0,1677,336867.58,1,1,1,111,0
1137,2190,0,10948,1957579.48,1,1,1,111,3
1138,5620,7,407,58590.74,3,3,2,332,0
1139,4401,3,368,38495.39,1,3,3,133,0
1140,6198,63,799,53759.56,4,2,3,423,2
1141,3870,4,471,104227.86,2,3,2,232,0
1142,4480,7,335,48266.01,3,3,3,333,0
1143,4253,6,1018,171653.11,3,2,1,321,0
1144,4668,4,754,96830.16,2,2,2,222,0
1145,5971,78,3609,165078.56,4,1,1,411,2
1146,5717,11,446,56896.66,3,3,2,332,0
1147,3973,4,1979,312138.22,2,1,1,211,0
1148,4412,7,434,40831.92,3,3,3,333,0
1149,6117,5,840,74368.79,2,2,2,222,0
1150,5568,5,338,30131.89,2,3,4,234,0
1151,4962,0,1160,243229.42,1,2,1,121,0
1152,3690,6,602,119751.27,3,2,2,322,0
1153,6246,13,304,40218.98,4,3,3,433,0
1154,5394,10,183,33347.99,3,4,3,343,0
1155,5749,14,166,21880.58,4,4,4,444,0
1156,5982,4,270,32967.45,2,3,3,233,0
1157,6291,24,77,9395.53,4,4,4,444,0
1158,4660,4,441,93926.66,2,3,2,232,0
1159,2523,10,1649,255917.28,3,1,1,311,0
1160,4353,4,445,43736.28,2,3,3,233,0
1161,5428,4,249,40046.98,2,4,3,243,0
1162,4406,5,638,80254.24,2,2,2,222,0
1163,4610,7,196,22605.69,3,4,4,344,0
1164,10004,0,129,17123.54,1,4,4,144,0
1165,9010,32,8,4248.96,4,4,4,444,0
1166,2643,5,5658,600888.17,2,1,1,211,3
1167,6253,66,118,15444.31,4,4,4,444,2
1168,3928,6,1742,60674.39,3,1,2,312,0
1169,4023,3,1490,251780.1,1,1,1,111,0
1170,5397,0,763,77985.43,1,2,2,122,0
1171,6162,12,1025,109912.56,4,2,2,422,0
1172,9041,5,134,43047.9,2,4,3,243,0
1173,4636,19,253,21377.84,4,4,4,444,0
1174,10046,13,195,13333.5,4,4,4,444,0
1175,4172,0,489,54639.95,1,3,3,133,0
1176,2650,6,3724,542563.88,3,1,1,311,3
1177,3704,5,3707,252505.18,2,1,1,211,3
1178,4630,5,708,191114.97,2,2,1,221,0
1179,4678,3,1203,280711.93,1,2,1,121,0
1180,5815,0,1127,135924.34,1,2,2,122,0
1181,2675,5,7151,1253674.02,2,1,1,211,3
1182,4855,34,271,32209.22,4,3,3,433,0
1183,5549,10,323,48882.88,3,3,3,333,0
1184,4361,3,1450,73050.75,1,1,2,112,0
1185,2623,6,4978,969623.46,3,1,1,311,3
1186,4568,6,1254,190648.36,3,1,1,311,0
1187,5387,3,290,46928.1,1,3,3,133,0
1188,3872,3,319,68711.58,1,3,2,132,0
1189,5585,10,276,46700.56,3,3,3,333,0
1190,4777,5,279,35009.65,2,3,3,233,0
1191,2715,6,355,88029.72,3,3,2,332,0
1192,3654,12,267,45246.2,4,3,3,433,0
1193,5882,6,888,29958.84,3,2,4,324,0
1194,2670,0,9420,2127184.7,1,1,1,111,3
1195,4194,5,1076,143686.23,2,2,2,222,0
1196,2653,0,1789,399916.88,1,1,1,111,0
1197,4897,3,1407,121797.26,1,1,2,112,0
1198,10044,10,78,9989.1,3,4,4,344,0
1199,5814,7,451,45000.13,3,3,3,333,0
1200,5779,19,244,39304.2,4,4,3,443,0
1201,3678,3,999,128016.39,1,2,2,122,0
1202,4783,5,349,38809.74,2,3,3,233,0
1203,5138,0,960,39081.83,1,2,3,123,0
1204,6226,0,670,74461.11,1,2,2,122,0
1205,4507,12,377,40712.99,4,3,3,433,0
1206,4248,6,457,107214.66,3,3,2,332,0
1207,3873,5,721,158040.39,2,2,1,221,0
1208,3065,3,910,66459.04,1,2,2,122,0
1209,4732,3,296,43728.31,1,3,3,133,0
1210,6303,3,1895,250251.08,1,1,1,111,0
1211,5777,3,686,65627.42,1,2,2,122,0
1212,5423,6,4633,290703.78,3,1,1,311,3
1213,2594,4,4691,833587.91,2,1,1,211,3
1214,10036,0,519,86243.83,1,3,2,132,0
1215,5997,5,159,22596.93,2,4,4,244,0
1216,5317,13,518,70587.93,4,3,2,432,0
1217,5638,13,169,25120.17,4,4,4,444,0
1218,6027,5,409,63058.1,2,3,2,232,0
1219,5659,55,115,13072.79,4,4,4,444,2
1220,3918,0,1072,67153.95,1,2,2,122,0
1221,5381,10,164,21508.59,3,4,4,344,0
1222,5146,5,1195,493523.19,2,2,1,221,0
1223,6233,0,989,115918.02,1,2,2,122,0
1224,2501,5,7034,1840342.5,2,1,1,211,3
1225,6272,7,185,33538.47,3,4,3,343,0
1226,5935,3,277,38355.75,1,3,3,133,0
1227,5785,3,343,45409.45,1,3,3,133,0
1228,6157,19,151,21968.28,4,4,4,444,0
1229,3859,6,970,181764.1,3,2,1,321,0
1230,5222,0,1380,232159.75,1,1,1,111,0
1231,3542,0,604,68478.3,1,2,2,122,0
1232,6341,10,141,25023.37,3,4,4,344,0
1233,2614,0,8084,1661611.05,1,1,1,111,3
1234,5765,0,209,33207.94,1,4,3,143,0
1235,4487,5,623,88311.84,2,2,2,222,0
1236,5780,52,288,37455.39,4,3,3,433,2
1237,4156,6,1615,215071.03,3,1,1,311,0
1238,6263,6,1083,131608.52,3,2,2,322,0
1239,5631,3,409,67145.85,1,3,2,132,0
1240,4092,3,1641,570821.11,1,1,1,111,0
1241,4098,5,923,148434.87,2,2,2,222,0
1242,6290,0,1055,78677.73,1,2,2,122,0
1243,5646,0,1693,232678.03,1,1,1,111,0
1244,5687,7,683,75902.01,3,2,2,322,0
1245,6187,5,293,49188.91,2,3,3,233,0
1246,5419,13,292,26487.7,4,3,4,434,0
1247,6259,12,39,7703.28,4,4,4,444,0
1248,5921,4,244,24416.51,2,4,4,244,0
1249,5812,19,227,32717.12,4,4,3,443,0
1250,9037,12,40,25938.0,4,4,4,444,0
1251,5344,27,521,78573.89,4,3,2,432,0
1252,4337,6,946,120577.15,3,2,2,322,0
1253,2560,3,7859,1130637.91,1,1,1,111,3
1254,5507,3,1240,67277.19,1,1,2,112,0
1255,4056,38,87,18471.84,4,4,4,444,0
1256,6005,4,397,59337.74,2,3,2,232,0
1257,5237,3,806,127095.53,1,2,2,122,0
1258,4091,4,947,269213.74,2,2,1,221,0
1259,5530,20,150,25883.24,4,4,4,444,0
1260,10050,5,337,19182.31,2,3,4,234,0
1261,4185,6,1551,220240.94,3,1,1,311,0
1262,6146,3,980,99421.1,1,2,2,122,0
1263,2553,3,2177,245173.96,1,1,1,111,0
1264,4424,10,307,40338.15,3,3,3,333,0
1265,5970,38,150,13623.39,4,4,4,444,0
1266,5610,10,288,35181.92,3,3,3,333,0
1267,4727,81,91,18760.68,4,4,4,444,2
1268,4209,3,1881,367875.22,1,1,1,111,0
1269,5698,3,595,76358.36,1,2,2,122,0
1270,5375,3,1031,92824.87,1,2,2,122,0
1271,5465,4,1323,65666.67,2,1,2,212,0
1272,5680,10,285,35981.72,3,3,3,333,0
1273,5175,6,89,6164.74,3,4,4,344,0
1274,4707,35,36,4241.92,4,4,4,444,0
1275,6018,14,364,39230.64,4,3,3,433,0
1276,4143,12,562,109368.96,4,2,2,422,0
1277,5856,6,1551,100507.16,3,1,2,312,0
1278,3857,3,1893,243722.26,1,1,1,111,0
1279,4299,3,1176,137095.38,1,2,2,122,0
1280,6078,4,1451,62597.84,2,1,2,212,0
1281,5098,4,1275,257740.6,2,1,1,211,0
1282,5892,5,531,42643.47,2,3,3,233,0
1283,4733,4,313,55439.82,2,3,3,233,0
1284,6287,14,1213,151388.5,4,1,2,412,0
1285,2836,4,125,10218.71,2,4,4,244,0
1286,4558,6,1277,127819.11,3,1,2,312,0
1287,2606,3,3090,605468.95,1,1,1,111,0
1288,5148,3,270,56061.95,1,3,3,133,0
1289,10037,3,1246,50423.01,1,1,3,113,0
1290,4873,10,543,44190.87,3,3,3,333,0
1291,4011,3,1563,206686.31,1,1,1,111,0
1292,4252,3,726,132249.58,1,2,2,122,0
1293,2681,5,173,23637.21,2,4,4,244,0
1294,3717,13,931,51048.24,4,2,3,423,0
1295,4757,4,1349,89961.35,2,1,2,212,0
1296,4787,7,1125,56646.08,3,2,2,322,0
1297,6302,26,57,5677.86,4,4,4,444,0
1298,6165,0,273,33476.39,1,3,3,133,0
1299,6229,0,1918,358542.26,1,1,1,111,0
1300,5915,3,3416,184315.64,1,1,1,111,0
1301,6215,4,1489,239678.15,2,1,1,211,0
1302,6031,7,182,19653.65,3,4,4,344,0
1303,10024,7,143,20735.36,3,4,4,344,0
1304,3820,6,5805,1038955.62,3,1,1,311,3
1305,2624,3,4945,938547.35,1,1,1,111,3
1306,5225,6,584,34581.72,3,2,3,323,0
1307,5736,0,1115,219185.03,1,2,1,121,0
1308,4715,28,194,36096.06,4,4,3,443,0
1309,6274,47,141,8423.52,4,4,4,444,2
1310,4448,3,1094,37516.89,1,2,3,123,0
1311,5782,10,583,75079.4,3,2,2,322,0
1312,4102,4,1117,138967.64,2,2,2,222,0
1313,4637,7,566,40637.72,3,2,3,323,0
1314,5445,6,297,44971.74,3,3,3,333,0
1315,5591,12,532,46660.97,4,3,3,433,0
1316,5955,7,386,67126.14,3,3,2,332,0
1317,2837,13,268,24044.9,4,3,4,434,0
1318,3731,6,2471,426495.66,3,1,1,311,0
1319,3525,5,2923,656879.1,2,1,1,211,0
1320,5460,20,1581,59502.16,4,1,2,412,0
1321,5005,3,687,50666.82,1,2,3,123,0
1322,5155,144,398,53590.99,4,3,3,433,2
1323,10025,4,132,19850.42,2,4,4,244,0
1324,5760,0,193,20571.8,1,4,4,144,0
1325,5678,13,1808,229085.24,4,1,1,411,0
1326,5099,5,815,80594.58,2,2,2,222,0
1327,6053,3,184,24740.59,1,4,4,144,0
1328,4675,4,903,64545.27,2,2,2,222,0
1329,5932,41,61,14367.27,4,4,4,444,0
1330,6128,270,12,3213.54,4,4,4,444,1
1331,5511,13,499,30530.12,4,3,4,434,0
1332,5652,3,1458,222348.7,1,1,1,111,0
1333,5109,3,542,50441.32,1,3,3,133,0
1334,5987,6,278,41426.86,3,3,3,333,0
1335,5208,17,86,11978.57,4,4,4,444,0
1336,4042,3,240,40753.4,1,4,3,143,0
1337,5954,10,127,12798.38,3,4,4,344,0
1338,5541,13,461,56966.76,4,3,2,432,0
1339,5854,0,466,38708.17,1,3,3,133,0
1340,4068,0,2126,259229.49,1,1,1,111,0
1341,5798,5,244,32915.48,2,4,3,243,0
1342,3822,0,436,70188.06,1,3,2,132,0
1343,6174,7,973,64944.8,3,2,2,322,0
1344,5962,7,116,17638.81,3,4,4,344,0
1345,10081,0,22,623.15,1,4,4,144,0
1346,2544,6,6463,868614.66,3,1,1,311,3
1347,4149,6,829,106386.7,3,2,2,322,0
1348,4516,10,365,52829.78,3,3,3,333,0
1349,2445,3,1693,88196.89,1,1,2,112,0
1350,6279,14,174,26295.36,4,4,4,444,0
1351,5741,98,387,47875.71,4,3,3,433,2
1352,6014,4,115,14162.38,2,4,4,244,0
1353,4716,138,40,6508.62,4,4,4,444,2
1354,5731,6,1286,108523.26,3,1,2,312,0
1355,2529,5,2374,301313.59,2,1,1,211,0
1356,2528,0,5139,1087721.48,1,1,1,111,3
1357,4359,10,612,35422.57,3,2,3,323,0
1358,4654,3,550,46701.49,1,3,3,133,0
1359,5581,3,184,23865.39,1,4,4,144,0
1360,6030,6,547,52565.86,3,3,3,333,0
1361,4950,14,1241,64739.29,4,1,2,412,0
1362,6277,75,108,14505.62,4,4,4,444,2
1363,4799,38,156,30687.72,4,4,4,444,0
1364,4750,28,268,29412.22,4,3,4,434,0
1365,5635,5,931,67888.46,2,2,2,222,0
1366,5431,6,2350,203991.49,3,1,1,311,0
1367,4473,3,374,63718.54,1,3,2,132,0
1368,10029,4,990,75841.31,2,2,2,222,0
1369,6273,24,140,6028.58,4,4,4,444,0
1370,4684,6,595,83415.48,3,2,2,322,0
1371,6077,137,53,8323.07,4,4,4,444,2
1372,6231,89,72,9009.45,4,4,4,444,2
1373,6042,17,227,21862.58,4,4,4,444,0
1374,5159,0,378,36364.36,1,3,3,133,0
1375,5564,5,1057,103918.53,2,2,2,222,0
1376,4536,21,385,54413.29,4,3,3,433,0
1377,3841,7,664,31325.44,3,2,3,323,0
1378,6056,17,126,16112.18,4,4,4,444,0
1379,4938,6,390,35574.23,3,3,3,333,0
1380,4679,19,256,22611.9,4,4,4,444,0
1381,6017,18,132,16561.71,4,4,4,444,0
1382,2238,273,22,5589.49,4,4,4,444,1
1383,6312,7,173,17993.72,3,4,4,344,0
1384,5774,6,219,33297.27,3,4,3,343,0
1385,4932,4,951,94709.64,2,2,2,222,0
1386,4993,5,1545,103973.41,2,1,2,212,0
1387,5050,3,1242,193920.17,1,1,1,111,0
1388,5697,17,388,42941.65,4,3,3,433,0
1389,5409,3,823,59134.48,1,2,2,122,0
1390,4907,4,927,116134.12,2,2,2,222,0
1391,4553,7,321,41219.88,3,3,3,333,0
1392,4880,10,450,32411.03,3,3,3,333,0
1393,6138,13,107,10865.12,4,4,4,444,0
1394,4523,13,280,43937.94,4,3,3,433,0
1395,5981,4,361,49608.36,2,3,3,233,0
1396,5622,20,372,39552.69,4,3,3,433,0
1397,6296,26,84,9544.15,4,4,4,444,0
1398,6193,5,91,6662.56,2,4,4,244,0
1399,6184,265,14,3150.84,4,4,4,444,1
1400,5949,0,1798,327645.57,1,1,1,111,0
1401,4326,3,417,31384.5,1,3,3,133,0
1402,4453,12,394,31995.36,4,3,3,433,0
1403,4524,13,809,40383.47,4,2,3,423,0
1404,6289,25,159,37601.58,4,4,3,443,0
1405,4658,0,264,26929.31,1,3,4,134,0
1406,4129,5,7029,930020.04,2,1,1,211,3
1407,4260,6,1330,257553.79,3,1,1,311,0
1408,5386,12,353,56754.35,4,3,2,432,0
1409,5347,0,1346,82962.18,1,1,2,112,0
1410,4324,10,301,37696.94,3,3,3,333,0
1411,4766,21,244,22032.16,4,4,4,444,0
1412,4588,6,1707,273322.08,3,1,1,311,0
1413,2549,6,4618,1026543.19,3,1,1,311,3
1414,3830,3,1311,238637.99,1,1,1,111,0
1415,5671,3,846,108567.73,1,2,2,122,0
1416,5685,4,1238,192810.58,2,1,1,211,0
1417,5242,6,1264,62865.81,3,1,2,312,0
1418,5772,6,365,43790.96,3,3,3,333,0
1419,4351,4,160,14475.14,2,4,4,244,0
1420,5302,5,259,36695.54,2,4,3,243,0
1421,2663,4,4371,2692338.69,2,1,1,211,3
1422,6035,6,2895,563300.98,3,1,1,311,0
1423,5533,0,1253,309313.58,1,1,1,111,0
1424,2565,5,7122,824896.24,2,1,1,211,3
1425,5332,3,1115,79779.11,1,2,2,122,0
1426,6247,90,454,16861.83,4,3,4,434,2
1427,3831,3,1133,85576.6,1,2,2,122,0
1428,5301,5,224,35528.88,2,4,3,243,0
1429,4749,35,166,16309.1,4,4,4,444,0
1430,5391,4,205,31834.48,2,4,3,243,0
1431,4265,6,1852,305811.04,3,1,1,311,0
1432,3695,5,911,119218.41,2,2,2,222,0
1433,5534,13,749,105060.95,4,2,2,422,0
1434,6135,6,1221,135366.65,3,1,2,312,0
1435,4515,11,227,22549.33,3,4,4,344,0
1436,5822,5,430,49655.59,2,3,3,233,0
1437,4025,0,1120,87874.85,1,2,2,122,0
1438,5889,4,1418,157425.94,2,1,1,211,0
1439,5422,3,755,50859.09,1,2,3,123,0
1440,6242,0,5362,2087850.19,1,1,1,111,3
1441,5253,10,705,43456.22,3,2,3,323,0
1442,2697,6,1028,151162.76,3,2,2,322,0
1443,2228,6,2747,272094.61,3,1,1,311,0
1444,4910,6,1152,177217.1,3,2,1,321,0
1445,4230,0,776,110632.24,1,2,2,122,0
1446,4585,10,205,35867.18,3,4,3,343,0
1447,4700,0,565,35493.45,1,2,3,123,0
1448,5368,13,260,21096.63,4,4,4,444,0
1449,4743,5,1496,214219.53,2,1,1,211,0
1450,5405,13,443,48105.54,4,3,3,433,0
1451,3632,3,1916,312605.35,1,1,1,111,0
1452,5917,4,2756,419729.08,2,1,1,211,0
1453,5245,3,1526,154676.09,1,1,1,111,0
1454,5626,12,261,34057.75,4,4,3,443,0
1455,3644,4,2629,444986.67,2,1,1,211,0
1456,4135,5,1859,312664.83,2,1,1,211,0
1457,5876,5,830,104355.98,2,2,2,222,0
1458,5725,7,270,29512.01,3,3,4,334,0
1459,5992,5,186,20792.97,2,4,4,244,0
1460,2285,5,2896,607614.72,2,1,1,211,0
1461,6132,0,1839,295242.88,1,1,1,111,0
1462,5448,5,960,170006.22,2,2,1,221,0
1463,5202,6,196,26412.45,3,4,4,344,0
1464,6043,20,215,35499.18,4,4,3,443,0
1465,4518,0,717,78532.81,1,2,2,122,0
1466,6022,20,253,22685.98,4,4,4,444,0
1467,5999,0,305,38584.33,1,3,3,133,0
1468,6084,265,61,4442.85,4,4,4,444,1
1469,3698,3,879,139374.87,1,2,2,122,0
1470,5338,3,961,76238.32,1,2,2,122,0
1471,3964,3,752,56111.4,1,2,3,123,0
1472,2556,5,2552,351558.55,2,1,1,211,0
1473,4083,5,2658,263766.02,2,1,1,211,0
1474,5094,7,630,94402.19,3,2,2,322,0
1475,5447,146,250,32694.71,4,4,3,443,2
1476,4623,3,253,34727.43,1,4,3,143,0
1477,5611,10,332,42988.14,3,3,3,333,0
1478,4722,3,138,20893.35,1,4,4,144,0
1479,5488,6,152,22594.02,3,4,4,344,0
1480,6225,0,422,51469.48,1,3,3,133,0
1481,4705,62,224,34662.85,4,4,3,443,2
1482,4726,19,296,54181.5,4,3,3,433,0
1483,6199,0,736,40162.66,1,2,3,123,0
1484,5356,0,689,81652.04,1,2,2,122,0
1485,6073,0,1196,184480.55,1,2,1,121,0
1486,5702,3,652,110150.35,1,2,2,122,0
1487,4320,3,1395,218663.64,1,1,1,111,0
1488,5545,3,824,65574.34,1,2,2,122,0
1489,3732,3,2326,245033.32,1,1,1,111,0
1490,5141,7,168,29376.84,3,4,4,344,0
1491,2850,17,207,34625.3,4,4,3,443,0
1492,4861,0,632,47658.91,1,2,3,123,0
1493,4544,6,357,42358.45,3,3,3,333,0
1494,4991,108,121,15285.08,4,4,4,444,2
1495,4911,7,411,30183.62,3,3,4,334,0
1496,5531,80,169,14180.67,4,4,4,444,2
1497,5923,5,366,43217.68,2,3,3,233,0
1498,5315,5,3519,124836.04,2,1,2,212,3
1499,2622,5,4947,755694.98,2,1,1,211,3
1500,3825,4,787,140231.21,2,2,2,222,0
1501,4725,5,2054,149239.27,2,1,2,212,0
1502,3651,6,2122,380743.94,3,1,1,311,0
1503,5404,0,650,47377.15,1,2,3,123,0
1504,2559,10,603,92137.29,3,2,2,322,0
1505,6096,17,278,23332.89,4,3,4,434,0
1506,4433,172,354,22644.73,4,3,4,434,1
1507,5369,0,321,44092.14,1,3,3,133,0
1508,5895,10,89,16277.12,3,4,4,344,0
1509,5214,0,101,14932.94,1,4,4,144,0
1510,4541,0,210,19524.16,1,4,4,144,0
1511,10072,0,53,4899.97,1,4,4,144,0
1512,5751,10,163,24108.19,3,4,4,344,0
1513,5113,6,2678,297241.71,3,1,1,311,0
1514,3866,5,728,157668.41,2,2,1,221,0
1515,4634,131,136,12961.07,4,4,4,444,2
1516,6285,0,575,70664.83,1,2,2,122,0
1517,5395,3,201,35479.26,1,4,3,143,0
1518,3629,4,2443,392498.06,2,1,1,211,0
1519,6029,5,775,48953.1,2,2,3,223,0
1520,5752,3,264,33248.98,1,3,3,133,0
1521,4708,10,337,45481.38,3,3,3,333,0
1522,4105,4,1070,216718.4,2,2,1,221,0
1523,3645,5,2027,325119.5,2,1,1,211,0
1524,5758,3,514,42290.91,1,3,3,133,0
1525,5287,5,214,29999.52,2,4,4,244,0
1526,10019,6,252,39131.08,3,4,3,343,0
1527,5617,7,302,56487.32,3,3,2,332,0
1528,3934,0,1045,174599.4,1,2,1,121,0
1529,5664,4,308,51822.2,2,3,3,233,0
1530,5606,0,1016,164146.57,1,2,1,121,0
1531,2652,4,2388,344491.04,2,1,1,211,0
1532,4831,3,491,34708.98,1,3,3,133,0
1533,4774,12,427,46266.74,4,3,3,433,0
1534,5182,3,133,16763.48,1,4,4,144,0
1535,5980,41,109,15348.04,4,4,4,444,0
1536,5150,14,215,27481.94,4,4,4,444,0
1537,6197,5,912,171659.62,2,2,1,221,0
1538,2508,0,5149,684321.84,1,1,1,111,3
1539,5254,4,1426,175520.24,2,1,1,211,0
1540,6323,4,965,114097.78,2,2,2,222,0
1541,2567,6,2596,431243.3,3,1,1,311,0
1542,5327,3,1668,222578.69,1,1,1,111,0
1543,4514,3,540,65921.68,1,3,2,132,0
1544,4890,3,553,55903.87,1,3,3,133,0
1545,4728,20,546,50648.4,4,3,3,433,0
1546,4519,11,481,86993.93,3,3,2,332,0
1547,4004,5,2969,556744.87,2,1,1,211,0
1548,5670,7,557,92308.11,3,3,2,332,0
1549,4724,28,137,12359.74,4,4,4,444,0
1550,6342,4,452,74059.18,2,3,2,232,0
1551,5229,3,769,56941.12,1,2,2,122,0
1552,6178,0,886,193244.12,1,2,1,121,0
1553,5684,4,1313,148978.37,2,1,2,212,0
1554,4393,4,1058,47919.84,2,2,3,223,0
1555,4499,19,362,28187.73,4,3,4,434,0
1556,4468,21,132,18657.54,4,4,4,444,0
1557,6232,48,127,14978.22,4,4,4,444,2
1558,6142,279,210,13160.93,4,4,4,444,1
1559,4751,84,47,9821.52,4,4,4,444,2
1560,5926,104,294,64105.02,4,3,2,432,2
1561,6207,266,37,7647.39,4,4,4,444,1
1562,4978,6,980,119225.6,3,2,2,322,0
1563,3990,5,4727,337735.6,2,1,1,211,3
1564,4334,3,1480,290135.39,1,1,1,111,0
1565,10020,3,584,33399.93,1,2,3,123,0
1566,6158,45,361,61160.91,4,3,2,432,2
1567,5605,27,420,50853.7,4,3,3,433,0
1568,3647,0,1717,287251.98,1,1,1,111,0
1569,3664,0,2096,243472.1,1,1,1,111,0
1570,5609,6,473,53380.19,3,3,3,333,0
1571,5374,5,1074,209414.16,2,2,1,221,0
1572,6092,0,487,75755.58,1,3,2,132,0
1573,2721,7,765,23773.99,3,2,4,324,0
1574,10053,17,131,4602.37,4,4,4,444,0
1575,4250,0,747,96066.16,1,2,2,122,0
1576,6330,3,15,2028.91,1,4,4,144,0
1577,4603,262,30,3248.04,4,4,4,444,1
1578,10032,46,153,20514.8,4,4,4,444,2
1579,4755,214,47,8965.32,4,4,4,444,1
1580,4509,4,2681,300662.39,2,1,1,211,0
1581,3514,3,2547,297185.35,1,1,1,111,0
1582,6163,3,1141,107987.25,1,2,2,122,0
1583,6006,4,465,54036.67,2,3,3,233,0
1584,3488,0,1504,269667.05,1,1,1,111,0
1585,5583,10,355,58461.46,3,3,2,332,0
1586,5703,6,1041,170227.51,3,2,1,321,0
1587,4277,6,1615,271068.48,3,1,1,311,0
1588,5778,4,291,40100.67,2,3,3,233,0
1589,5608,20,232,28330.53,4,4,4,444,0
1590,5383,0,314,31332.19,1,3,3,133,0
1591,4747,0,212,19832.23,1,4,4,144,0
1592,4844,20,386,14312.75,4,3,4,434,0
1593,4136,3,1600,475476.8,1,1,1,111,0
1594,6316,0,1852,436064.17,1,1,1,111,0
1595,2568,0,1784,167160.7,1,1,1,111,0
1596,6255,41,274,44742.57,4,3,3,433,0
1597,5007,27,389,52221.3,4,3,3,433,0
1598,5823,62,310,48659.33,4,3,3,433,2
1599,6110,34,152,7345.52,4,4,4,444,0
1600,6153,257,22,2053.13,4,4,4,444,1
1601,2853,4,91,15845.94,2,4,4,244,0
1602,2595,6,2592,487513.74,3,1,1,311,0
1603,5711,20,106,16851.13,4,4,4,444,0
1604,4577,10,369,38797.27,3,3,3,333,0
1605,4467,0,1054,44349.45,1,2,3,123,0
1606,5547,3,265,33416.02,1,3,3,133,0
1607,4848,27,701,55486.03,4,2,3,423,0
1608,10048,13,127,17375.33,4,4,4,444,0
1609,4210,28,135,36088.32,4,4,3,443,0
