City,Category Name,Avg Growth Rate
WASHINGTON,IMPORTED CORDIALS & LIQUEURS,0.2901011243012372
GEORGE,AMERICAN SCHNAPPS,0.29007584282236637
EVANSDALE,WHITE RUM,0.28980341041978863
SUMNER,IMPORTED DRY GINS,0.28966899026132176
VAN METER,WHISKEY LIQUEUR,0.2896547084907653
LAMONT,TENNESSEE WHISKIES,0.28964120118593584
PAULLINA,FLAVORED RUM,0.2895826313408403
SIOUX CENTER,100% AGAVE TEQUILA,0.2895394790246421
LOGAN,STRAIGHT BOURBON WHISKIES,0.28946952266464127
SHUEYVILLE,AMERICAN BRANDIES,0.28942909612734313
WEBSTER CITY,100% AGAVE TEQUILA,0.2892854227087618
NEVADA,STRAIGHT BOURBON WHISKIES,0.28926951202541834
MARENGO,AMERICAN DRY GINS,0.2892493166974708
PEOSTA,NEUTRAL GRAIN SPIRITS,0.28919283451339456
LAWLER,FLAVORED RUM,0.28913086198555965
SCHLESWIG,AMERICAN SCHNAPPS,0.2890606383970655
DYSART,IMPORTED DRY GINS,0.2890164426391971
ROBINS,AMERICAN VODKAS,0.2889448426211377
ALBIA,BLENDED WHISKIES,0.2889233291627381
TRURO,AMERICAN FLAVORED VODKA,0.28868139347004046
TRIPOLI,MIXTO TEQUILA,0.28842253186645184
DURANT,AMERICAN CORDIALS & LIQUEUR,0.28817700789464396
CORRECTIONVILLE,AMERICAN SCHNAPPS,0.28814479634233187
CARLISLE,COCKTAILS/RTD,0.2878715676182296
ELKADER,COFFEE LIQUEURS,0.28763568472217277
BLUE GRASS,STRAIGHT BOURBON WHISKIES,0.2875505388246264
CENTERVILLE,IMPORTED BRANDIES,0.28741936458013867
LAKE MILLS,IMPORTED CORDIALS & LIQUEUR,0.2872913238621487
BLOOMFIELD,AMERICAN DRY GINS,0.28728525298563096
NORWALK,IMPORTED FLAVORED VODKA,0.2872310385827666
WAVERLY,IMPORTED CORDIALS & LIQUEUR,0.28709349492811764
WOODBINE,IRISH WHISKIES,0.2870765817989695
HILLS,STRAIGHT BOURBON WHISKIES,0.28705572847191346
FOREST CITY,IMPORTED DRY GINS,0.2868252064747811
NEOLA,IRISH WHISKIES,0.2868078136825541
DALLAS CENTER,IMPORTED VODKAS,0.28677228558093976
GREENE,STRAIGHT BOURBON WHISKIES,0.2867680554676792
NORWAY,COCKTAILS/RTD,0.2866921856679771
MOUNT AYR,MIXTO TEQUILA,0.28667719338383196
GOWRIE,AMERICAN SCHNAPPS,0.2866659522949408
HUMBOLDT,SINGLE BARREL BOURBON WHISKIES,0.2865694686117648
GRISWOLD,MIXTO TEQUILA,0.28646505813786605
GUTHRIE CENTER,IRISH WHISKIES,0.28644249748390277
CORALVILLE,100% AGAVE TEQUILA,0.2864264792054179
MONTROSE,AMERICAN SCHNAPPS,0.2863076923076924
ARNOLDS PARK,STRAIGHT RYE WHISKIES,0.2860844949999408
BEDFORD,FLAVORED RUM,0.28584965775298227
BEVINGTON,AMERICAN SCHNAPPS,0.2858475981602657
GARNER,IMPORTED FLAVORED VODKA,0.2857563316360126
MISSOURI VALLEY,COFFEE LIQUEURS,0.28574560441251634
HARPERS FERRY,NEUTRAL GRAIN SPIRITS FLAVORED,0.2857142857142857
TOLEDO,TRIPLE SEC,0.285604073927064
TRURO,CANADIAN WHISKIES,0.285591107250379
JEFFERSON,STRAIGHT BOURBON WHISKIES,0.28548296165050147
VINTON,IRISH WHISKIES,0.2852839715043692
GUTHRIE CENTER,IMPORTED CORDIALS & LIQUEUR,0.28519921373335694
WHEATLAND,AMERICAN BRANDIES,0.2851162697290915
WEST POINT,IOWA SPIRITS MANUFACTURERS,0.2849565800717005
MONROE,AMERICAN VODKAS,0.2849186662833269
KALONA,FLAVORED RUM,0.2848447457515873
CARTER LAKE,CANADIAN WHISKIES,0.2848126274939431
CORWITH,AMERICAN BRANDIES,0.2847732817986452
BONDURANT,WHISKEY LIQUEUR,0.2847380218901261
CHEROKEE,TEMPORARY & SPECIALTY PACKAGES,0.2846432111257606
DUBUQUE,COCKTAILS/RTD,0.28451216351396064
FOREST CITY,NEUTRAL GRAIN SPIRITS FLAVORED,0.28449525221771754
WAUKEE,AGED DARK RUM,0.284462334556294
GRISWOLD,WHISKEY LIQUEUR,0.2843777649033192
MADRID,IMPORTED FLAVORED VODKA,0.2842735018639859
WALNUT,MIXTO TEQUILA,0.28414639965151434
OSCEOLA,100% AGAVE TEQUILA,0.28406450830360774
CLEAR LAKE,COCKTAILS/RTD,0.284007877819849
MUSCATINE,100% AGAVE TEQUILA,0.2839552885749576
FAIRFAX,AMERICAN VODKAS,0.2838724140260432
SIBLEY,WHITE RUM,0.2838245385050853
CLARKSVILLE,AMERICAN FLAVORED VODKA,0.2837572184298108
GILBERTVILLE,WHITE RUM,0.28340250426851304
LOVILIA,AMERICAN VODKAS,0.2832103456148268
WHEATLAND,AMERICAN SCHNAPPS,0.28320237999935904
WELLMAN,AMERICAN CORDIALS & LIQUEUR,0.2831589501940802
LOGAN,BLENDED WHISKIES,0.2831082710934566
TIFFIN,IRISH WHISKIES,0.2830958423748549
SPRINGVILLE,TENNESSEE WHISKIES,0.2830375185608292
SLOAN,TENNESSEE WHISKIES,0.2829768084294511
BLUE GRASS,COFFEE LIQUEURS,0.2828329398139547
MARENGO,COCKTAILS/RTD,0.2827403915676117
WEST DES MOINES,IMPORTED CORDIALS & LIQUEUR,0.28271646135616474
CRESCO,AMERICAN CORDIALS & LIQUEUR,0.2826531183264807
EMMETSBURG,IMPORTED CORDIALS & LIQUEURS,0.282648298705209
FORT ATKINSON,GOLD RUM,0.28263281877660096
NORWAY,STRAIGHT BOURBON WHISKIES,0.28243280444874597
WINDSOR HEIGHTS,100% AGAVE TEQUILA,0.282387359737405
GLADBROOK,AMERICAN DRY GINS,0.2823799341217815
AUDUBON,NEUTRAL GRAIN SPIRITS,0.282153342366757
FAIRBANK,STRAIGHT BOURBON WHISKIES,0.28200968393727566
HUXLEY,WHISKEY LIQUEUR,0.2819367582440066
ORANGE CITY,NEUTRAL GRAIN SPIRITS,0.28187550563715097
TAMA,IMPORTED BRANDIES,0.28185657920637
GRUNDY CENTER,STRAIGHT BOURBON WHISKIES,0.2818294005157888
EARLHAM,WHITE RUM,0.2817596252333778
COLFAX,FLAVORED RUM,0.2816596940236398
DEXTER,WHITE RUM,0.2816530369807817
ADEL,IMPORTED FLAVORED VODKA,0.28137058445959034
MONTROSE,AMERICAN VODKAS,0.28105926632590833
SULLY,CREAM LIQUEURS,0.28098575635050577
CLARINDA,MIXTO TEQUILA,0.28096496245161584
ALTOONA,STRAIGHT BOURBON WHISKIES,0.28087260024757127
LAWLER,TENNESSEE WHISKIES,0.2807980487910523
PELLA,STRAIGHT BOURBON WHISKIES,0.2807873870979592
AUDUBON,AMERICAN FLAVORED VODKA,0.2807628855953322
SLATER,CREAM LIQUEURS,0.2807467386414755
DANVILLE,IMPORTED CORDIALS & LIQUEUR,0.28068823344456956
MUSCATINE,TEMPORARY & SPECIALTY PACKAGES,0.2804330428753387
NEW HARTFORD,SCOTCH WHISKIES,0.2804008152173915
SIGOURNEY,CREAM LIQUEURS,0.28035047824748516
SAC CITY,IMPORTED SCHNAPPS,0.28019541732375813
GARNER,SPICED RUM,0.2801676041973827
COLUMBUS JUNCTION,STRAIGHT BOURBON WHISKIES,0.2801409173790889
RIVERSIDE,TEMPORARY & SPECIALTY PACKAGES,0.2801101793319734
NORA SPRINGS,WHISKEY LIQUEUR,0.28004915604575875
URBANA,STRAIGHT BOURBON WHISKIES,0.2799875008533297
SPIRIT LAKE,100% AGAVE TEQUILA,0.2799714669012547
SOLON,AMERICAN CORDIALS & LIQUEUR,0.2799470874649665
BANCROFT,COCKTAILS/RTD,0.2799176492447903
CHARLES CITY,IMPORTED BRANDIES,0.27982693416185106
AUDUBON,IMPORTED CORDIALS & LIQUEUR,0.2797732108145462
LAKE VIEW,COCKTAILS/RTD,0.2797197448611621
DUMONT,FLAVORED RUM,0.2796699628439719
BEDFORD,AMERICAN CORDIALS & LIQUEUR,0.27964301014486387
NORTH LIBERTY,100% AGAVE TEQUILA,0.2796377789415384
ALGONA,SINGLE MALT SCOTCH,0.2795422754215909
AFTON,SPICED RUM,0.27941822878598926
ALTOONA,IMPORTED BRANDIES,0.27938187802048814
ELDORA,AGED DARK RUM,0.2790391924923268
NEWTON,MIXTO TEQUILA,0.2789991382497163
MEDIAPOLIS,IRISH WHISKIES,0.27899169789734196
WAUKEE,SINGLE BARREL BOURBON WHISKIES,0.2789826336120396
DUMONT,AMERICAN FLAVORED VODKA,0.27892557409585267
MANNING,WHISKEY LIQUEUR,0.2788907029868482
KELLOGG,COFFEE LIQUEURS,0.2784499775949844
IOWA CITY,IOWA SPIRITS MANUFACTURERS,0.2784495689361364
SLOAN,MIXTO TEQUILA,0.2782422506805556
SANBORN,WHISKEY LIQUEUR,0.27824031251901504
LONE TREE,IMPORTED BRANDIES,0.2782387170695135
OELWEIN,TRIPLE SEC,0.27806523755109097
PEOSTA,IMPORTED FLAVORED VODKA,0.2778115894687591
AKRON,IRISH WHISKIES,0.277777777777778
ESTHERVILLE,AMERICAN SLOE GINS,0.27777777777777785
DELAWARE,WHITE RUM,0.2777777777777778
SLOAN,IMPORTED CORDIALS & LIQUEUR,0.277728093641221
LONE TREE,MIXTO TEQUILA,0.27765296085834945
SCHLESWIG,MIXTO TEQUILA,0.2776323638621396
SAINT ANSGAR,AMERICAN BRANDIES,0.277537680470392
VINTON,AMERICAN FLAVORED VODKA,0.27734891905367676
POLK CITY,IRISH WHISKIES,0.2773213888422868
GRISWOLD,CANADIAN WHISKIES,0.2772055737538239
ROCK RAPIDS,AMERICAN FLAVORED VODKA,0.27701521068472906
IDA GROVE,100% AGAVE TEQUILA,0.2769932134195873
WEST BEND,FLAVORED RUM,0.27696681945455354
FAIRFIELD,100% AGAVE TEQUILA,0.27696433243493795
BEVINGTON,STRAIGHT RYE WHISKIES,0.2769402831109408
MONROE,IMPORTED BRANDIES,0.2769317500789405
WALKER,CANADIAN WHISKIES,0.2768633421242294
AUDUBON,AMERICAN CORDIALS & LIQUEUR,0.27675386585482675
BETTENDORF,MEZCAL,0.27669831082777185
MARENGO,WHISKEY LIQUEUR,0.2766636136644364
MORNING SUN,100% AGAVE TEQUILA,0.2765957446808511
PLEASANT HILL,FLAVORED RUM,0.2765487148485403
MARION,CORN WHISKIES,0.27651243437973805
DENISON,IMPORTED FLAVORED VODKA,0.2764893243127273
GRANGER,CANADIAN WHISKIES,0.27642223812029887
AMES,STRAIGHT RYE WHISKIES,0.2764107964184997
ANITA,FLAVORED RUM,0.27638870425957296
SWISHER,IMPORTED CORDIALS & LIQUEUR,0.27635491191753564
GREENE,SPICED RUM,0.27628945358395546
OSCEOLA,CREAM LIQUEURS,0.2762207272785591
NEWTON,STRAIGHT BOURBON WHISKIES,0.27603526796172984
DENISON,STRAIGHT BOURBON WHISKIES,0.27562023119870266
BEDFORD,MIXTO TEQUILA,0.27561415882182233
NORWALK,IRISH WHISKIES,0.2756108167016195
HUDSON,IMPORTED DRY GINS,0.2755861854176546
CAMANCHE,CANADIAN WHISKIES,0.2755455892293619
DAVENPORT,AGED DARK RUM,0.2754509643411754
ROCKWELL CITY,TENNESSEE WHISKIES,0.27541944862099127
DUNLAP,MIXTO TEQUILA,0.27541637297969807
WESLEY,IMPORTED CORDIALS & LIQUEUR,0.27527992556629516
CLERMONT,BLENDED WHISKIES,0.27521488440629316
CORRECTIONVILLE,IMPORTED FLAVORED VODKA,0.2751907632112173
ATKINS,STRAIGHT BOURBON WHISKIES,0.2751855200554825
HIAWATHA,IMPORTED SCHNAPPS,0.2750390559372929
FONDA,IOWA SPIRITS MANUFACTURERS,0.27503314694183406
ALBIA,IMPORTED CORDIALS & LIQUEURS,0.2750000000000001
MISSOURI VALLEY,GOLD RUM,0.2747761397820205
POSTVILLE,AMERICAN VODKAS,0.27469811705291497
CHARLES CITY,STRAIGHT RYE WHISKIES,0.27465355326114055
MONTEZUMA,AMERICAN CORDIALS & LIQUEUR,0.27464130110852447
BLOOMFIELD,CREAM LIQUEURS,0.2745600528362753
HIAWATHA,IMPORTED BRANDIES,0.27440142326932104
URBANDALE,AMERICAN SCHNAPPS,0.27434764650686333
NEW SHARON,AMERICAN BRANDIES,0.27430684793132365
KNOXVILLE,STRAIGHT BOURBON WHISKIES,0.27427366378452755
FAIRFIELD,STRAIGHT RYE WHISKIES,0.2742713072998007
GRINNELL,SINGLE BARREL BOURBON WHISKIES,0.2742599147914229
DE SOTO,WHISKEY LIQUEUR,0.27425594174538337
ANAMOSA,SINGLE MALT SCOTCH,0.27423997224979696
CLINTON,AGED DARK RUM,0.27418421251659436
MECHANICSVILLE,CREAM LIQUEURS,0.2741757815706119
WEST BRANCH,CANADIAN WHISKIES,0.27407507258127906
MADRID,IMPORTED SCHNAPPS,0.2740740740740742
AMES,IMPORTED DISTILLED SPIRIT SPECIALTY,0.2739666539432395
GLIDDEN,AMERICAN BRANDIES,0.2738495908784604
ANKENY,FLAVORED GIN,0.2737971721670928
IDA GROVE,IMPORTED BRANDIES,0.2737746305814543
FAIRBANK,AMERICAN CORDIALS & LIQUEUR,0.27355914007932813
CORRECTIONVILLE,SCOTCH WHISKIES,0.27350324036609985
LIVERMORE,AMERICAN DRY GINS,0.2732053080212953
SAC CITY,COCKTAILS/RTD,0.2730072275530772
CARROLL,AMERICAN CORDIALS & LIQUEUR,0.2729651657515213
CONRAD,AMERICAN DRY GINS,0.2729193128265164
CARLISLE,STRAIGHT RYE WHISKIES,0.27285667492880544
POSTVILLE,AMERICAN FLAVORED VODKA,0.27279137097482126
ANKENY,STRAIGHT BOURBON WHISKIES,0.2727344082262972
DES MOINES,100% AGAVE TEQUILA,0.27264772068754184
MAQUOKETA,IRISH WHISKIES,0.2725684656432444
CRESCENT,BLENDED WHISKIES,0.27253474560569835
MITCHELLVILLE,STRAIGHT BOURBON WHISKIES,0.2725229454163414
REMSEN,COCKTAILS/RTD,0.2723372853055415
URBANDALE,AMERICAN CORDIALS & LIQUEUR,0.27227451170157374
OSAGE,CORN WHISKIES,0.27199191102123355
CENTRAL CITY,TENNESSEE WHISKIES,0.2718031674012644
CASCADE,100% AGAVE TEQUILA,0.27176037600176706
PLEASANT HILL,COFFEE LIQUEURS,0.2716761228069599
DELAWARE,AMERICAN VODKAS,0.2716112629642904
SERGEANT BLUFF,AMERICAN SCHNAPPS,0.2715670284360467
ELKADER,IRISH WHISKIES,0.2715017440766478
INWOOD,COFFEE LIQUEURS,0.27149730803451194
AUDUBON,100% AGAVE TEQUILA,0.27148308707865293
MAYNARD,IMPORTED SCHNAPPS,0.2713973311778341
PLEASANTVILLE,SPICED RUM,0.2713257965825852
MONONA,IRISH WHISKIES,0.2712795526728764
MARENGO,BLENDED WHISKIES,0.27127847281758427
DUNLAP,TEMPORARY & SPECIALTY PACKAGES,0.27127719998658395
PACIFIC JUNCTION,CANADIAN WHISKIES,0.27119466927624214
REMSEN,GOLD RUM,0.27118644067796605
WALCOTT,TEMPORARY & SPECIALTY PACKAGES,0.27109934599813146
HUXLEY,IRISH WHISKIES,0.2710747955842734
MOUNT PLEASANT,SINGLE BARREL BOURBON WHISKIES,0.27105641787561746
ST LUCAS,IMPORTED SCHNAPPS,0.27096413462002783
IOWA FALLS,BOTTLED IN BOND BOURBON,0.27095810291139716
SWISHER,CANADIAN WHISKIES,0.2708961081652483
STATE CENTER,WHISKEY LIQUEUR,0.27078263628002835
HUBBARD,IMPORTED CORDIALS & LIQUEUR,0.27064739539408816
CLARION,IMPORTED CORDIALS & LIQUEUR,0.2706417024235484
ANKENY,BLENDED WHISKIES,0.27058000781074754
EVANSDALE,CREAM LIQUEURS,0.270563262416833
CHARLES CITY,IMPORTED CORDIALS & LIQUEUR,0.27040456468153606
HUXLEY,TENNESSEE WHISKIES,0.27023735636546775
OTTUMWA,100% AGAVE TEQUILA,0.2702179993109573
WINFIELD,SPICED RUM,0.27015476827014395
ST LUCAS,TENNESSEE WHISKIES,0.2700852861779938
PERRY,IMPORTED BRANDIES,0.2698001902119987
MOUNT PLEASANT,BOTTLED IN BOND BOURBON,0.2697929288493589
ANAMOSA,MIXTO TEQUILA,0.2697699964153088
SAINT ANSGAR,STRAIGHT BOURBON WHISKIES,0.2696533988437755
AMES,STRAIGHT BOURBON WHISKIES,0.26947437132953805
ROLAND,IMPORTED CORDIALS & LIQUEUR,0.26946549348017235
HOLY CROSS,IRISH WHISKIES,0.2694631165229908
EARLHAM,TENNESSEE WHISKIES,0.2692910943024808
WHEATLAND,TENNESSEE WHISKIES,0.2692750855552492
SPENCER,IRISH WHISKIES,0.26926706647272014
ST CHARLES,IOWA SPIRITS MANUFACTURERS,0.26915007639506505
WEST LIBERTY,TENNESSEE WHISKIES,0.26912837245446736
AVOCA,IMPORTED VODKAS,0.2690239617703381
MANNING,AMERICAN SCHNAPPS,0.2689782260058306
DAYTON,TENNESSEE WHISKIES,0.26894347148530273
GLADBROOK,IRISH WHISKIES,0.26881945949862
ALBIA,AGED DARK RUM,0.2687714204532692
BLUE GRASS,TRIPLE SEC,0.2686868686868687
TEMPLETON,IOWA SPIRITS MANUFACTURERS,0.26842418426103654
KALONA,WHITE RUM,0.268407594350035
GLENWOOD,MIXTO TEQUILA,0.26836466809048787
OKOBOJI,STRAIGHT BOURBON WHISKIES,0.26830068552523123
CLIVE,COCKTAILS/RTD,0.2682214526200904
NORWALK,CREAM LIQUEURS,0.2682086936381747
CARROLL,AGED DARK RUM,0.2682072613858311
MEDIAPOLIS,AMERICAN DRY GINS,0.268000600755657
HARPERS FERRY,AMERICAN FLAVORED VODKA,0.26798843616696305
MINDEN,CANADIAN WHISKIES,0.26791998119327337
GUTTENBERG,STRAIGHT RYE WHISKIES,0.2678785996354584
MANCHESTER,IMPORTED CORDIALS & LIQUEUR,0.2678579773079637
CLIVE,IRISH WHISKIES,0.26784570509757866
PERRY,AMERICAN BRANDIES,0.26783560539931117
PAULLINA,IMPORTED VODKAS,0.2677521324570441
SIGOURNEY,TENNESSEE WHISKIES,0.26756881634045004
WAPELLO,AMERICAN BRANDIES,0.26756389456887814
BUFFALO CENTER,IMPORTED CORDIALS & LIQUEUR,0.2670425265753574
SERGEANT BLUFF,CREAM LIQUEURS,0.26703144893891245
IOWA FALLS,STRAIGHT BOURBON WHISKIES,0.26699062972192267
OELWEIN,AMERICAN FLAVORED VODKA,0.266986257569036
CRESCENT,CANADIAN WHISKIES,0.2669339199664374
BONDURANT,CANADIAN WHISKIES,0.2668637404518333
SPIRIT LAKE,IMPORTED SCHNAPPS,0.2668411518437725
MOUNT AYR,AMERICAN BRANDIES,0.26679098099221754
DE SOTO,AMERICAN FLAVORED VODKA,0.2667895316980891
WEST LIBERTY,IRISH WHISKIES,0.26676992444535425
VINTON,CORN WHISKIES,0.26666666666666666
ALGONA,STRAIGHT RYE WHISKIES,0.26626272786425614
SIGOURNEY,FLAVORED RUM,0.2662004838461889
GREENE,TENNESSEE WHISKIES,0.2661367290162078
DAYTON,IMPORTED DRY GINS,0.26606387071950754
ELK RUN HEIGHTS,AMERICAN FLAVORED VODKA,0.2660199016237903
NEVADA,CREAM LIQUEURS,0.26587306548961
MAXWELL,FLAVORED RUM,0.26573635841907595
GRIMES,TRIPLE SEC,0.26559046451105767
MARION,AMERICAN CORDIALS & LIQUEUR,0.26558363405021523
ROCKWELL CITY,AMERICAN DRY GINS,0.26557343108902687
STATE CENTER,CREAM LIQUEURS,0.2655590885524301
ARNOLDS PARK,BLENDED WHISKIES,0.26547693736525874
CHARITON,WHISKEY LIQUEUR,0.26545593012965146
WINTERSET,STRAIGHT BOURBON WHISKIES,0.265434932790614
CENTER POINT,IMPORTED DRY GINS,0.2654012044327883
LARCHWOOD,IMPORTED CORDIALS & LIQUEUR,0.2652388617984199
EMMETSBURG,SINGLE MALT SCOTCH,0.2651766443870289
CENTRAL CITY,IMPORTED DRY GINS,0.2651638106342746
BLOOMFIELD,WHISKEY LIQUEUR,0.26512418284347034
HAMBURG,WHISKEY LIQUEUR,0.26511703115346563
CHARITON,100% AGAVE TEQUILA,0.265050350140174
LAWLER,AMERICAN BRANDIES,0.26492804018627397
WASHINGTON,IMPORTED DISTILLED SPIRIT SPECIALTY,0.2649224607930139
SCHLESWIG,AMERICAN VODKAS,0.2648217651601334
DEXTER,AMERICAN VODKAS,0.26480808764211533
BLUE GRASS,TENNESSEE WHISKIES,0.2647991676643697
LISBON,STRAIGHT RYE WHISKIES,0.2647702044909397
FARMINGTON,BLENDED WHISKIES,0.2647051920234962
BEDFORD,WHITE RUM,0.26466981300998393
CLARINDA,100% AGAVE TEQUILA,0.2646233997442457
NEVADA,WHISKEY LIQUEUR,0.26460592949081285
DUMONT,WHISKEY LIQUEUR,0.2645250677462669
EAGLE GROVE,COFFEE LIQUEURS,0.2645186592781429
HILLS,COCKTAILS/RTD,0.2643020594965675
URBANDALE,AMERICAN BRANDIES,0.26421965883061566
SIGOURNEY,AMERICAN DISTILLED SPIRIT SPECIALTY,0.26420494873125644
EMMETSBURG,GOLD RUM,0.26410726841802584
LAKE MILLS,100% AGAVE TEQUILA,0.26409615634560235
BONDURANT,BLENDED WHISKIES,0.26408048101371506
SIOUX CITY,AGED DARK RUM,0.26393049786077055
BETTENDORF,AGED DARK RUM,0.26390947647879576
HULL,BLENDED WHISKIES,0.2638537529332386
SHEFFIELD,STRAIGHT BOURBON WHISKIES,0.2637524137592206
CRESTON,SINGLE MALT SCOTCH,0.26371958976297694
GRANGER,FLAVORED RUM,0.2635361308683917
NEW SHARON,COFFEE LIQUEURS,0.26343497788771364
BELMOND,STRAIGHT RYE WHISKIES,0.2633877680940702
TRURO,WHISKEY LIQUEUR,0.26326388888053975
SAGEVILLE,IMPORTED VODKAS,0.26323622156544113
DENVER,MIXTO TEQUILA,0.2631958378385473
DENISON,COCKTAILS/RTD,0.26306431943330205
BROOKLYN,AMERICAN BRANDIES,0.2630312655551477
NEVADA,TRIPLE SEC,0.2630167639454753
LOGAN,WHISKEY LIQUEUR,0.262992185464127
GUTHRIE CENTER,AMERICAN SCHNAPPS,0.26298874265781913
ORANGE CITY,COFFEE LIQUEURS,0.2629382576980431
POLK CITY,WHISKEY LIQUEUR,0.2627005108659457
DAVENPORT,100% AGAVE TEQUILA,0.26265755928701573
LE MARS,COCKTAILS/RTD,0.2625598058073124
SAINT ANSGAR,SPICED RUM,0.2625438993931548
SPRINGVILLE,IMPORTED SCHNAPPS,0.2625432058244062
GRUNDY CENTER,AMERICAN CORDIALS & LIQUEUR,0.2624629948835761
OXFORD,CREAM LIQUEURS,0.26243228577124394
CORALVILLE,STRAIGHT BOURBON WHISKIES,0.26242661506354187
GRUNDY CENTER,AMERICAN DRY GINS,0.26241545356315726
CLARION,IRISH WHISKIES,0.26238298573887486
ALLISON,AMERICAN FLAVORED VODKA,0.26236564589912464
NEWTON,SCOTCH WHISKIES,0.2623034119892842
GREENE,IMPORTED FLAVORED VODKA,0.26203099579682143
DECORAH,FLAVORED RUM,0.2619170924993572
HUMBOLDT,100% AGAVE TEQUILA,0.26187266577500856
SLOAN,WHISKEY LIQUEUR,0.261833592977355
NEW SHARON,100% AGAVE TEQUILA,0.2617884172432399
ADEL,SPECIAL ORDER ITEMS,0.2617554862546877
PANORA,NEUTRAL GRAIN SPIRITS,0.26172044409749334
ACKLEY,STRAIGHT BOURBON WHISKIES,0.26161085106081855
INWOOD,BLENDED WHISKIES,0.2614120057946426
SWISHER,SINGLE MALT SCOTCH,0.2613166612145063
HUDSON,CANADIAN WHISKIES,0.2611181363711685
DUBUQUE,STRAIGHT RYE WHISKIES,0.2610101153809778
DENVER,WHISKEY LIQUEUR,0.2608320275368619
SPENCER,STRAIGHT RYE WHISKIES,0.26075476683696946
MAPLETON,NEUTRAL GRAIN SPIRITS,0.2607012888125844
FAIRBANK,MIXTO TEQUILA,0.26065450382946603
MONTROSE,WHISKEY LIQUEUR,0.26063962661511286
ALLISON,WHISKEY LIQUEUR,0.2605316758581618
MANCHESTER,STRAIGHT RYE WHISKIES,0.2604353559228982
LATIMER,AMERICAN VODKAS,0.2602361537221958
PELLA,WHISKEY LIQUEUR,0.26007750255521
SANBORN,AMERICAN CORDIALS & LIQUEUR,0.2600151887123876
BELLEVUE,IMPORTED FLAVORED VODKA,0.25988859137608633
ONAWA,IMPORTED CORDIALS & LIQUEUR,0.25979885183880236
MARQUETTE,CANADIAN WHISKIES,0.25967439681025656
RUTHVEN,CREAM LIQUEURS,0.25966183574879226
CLERMONT,TENNESSEE WHISKIES,0.2596472562176127
HUXLEY,BLENDED WHISKIES,0.2596296678131796
URBANDALE,IMPORTED CORDIALS & LIQUEUR,0.2595830304381887
GRINNELL,COCKTAILS/RTD,0.2595319906306968
MT PLEASANT,IMPORTED VODKAS,0.2595179484705629
MT PLEASANT,IMPORTED BRANDIES,0.2594296158611879
DYERSVILLE,IMPORTED CORDIALS & LIQUEUR,0.25940876344843705
KEOKUK,SINGLE MALT SCOTCH,0.2593965259757098
BANCROFT,AMERICAN CORDIALS & LIQUEUR,0.2593643053088363
FOREST CITY,IMPORTED VODKAS,0.2593532156484568
BLUE GRASS,MIXTO TEQUILA,0.2591975559743898
MIDDLETOWN,WHITE RUM,0.2591226244827745
MASON CITY,AMERICAN CORDIALS & LIQUEUR,0.25910105729010274
LE GRAND,GOLD RUM,0.25908434136055025
HARLAN,SINGLE MALT SCOTCH,0.25899090241819267
WEST UNION,100% AGAVE TEQUILA,0.2589790690851026
PACIFIC JUNCTION,AMERICAN FLAVORED VODKA,0.2589675856360571
MELCHER-DALLAS,IMPORTED FLAVORED VODKA,0.25894002611417405
LISBON,IMPORTED BRANDIES,0.2586928558981921
EMMETSBURG,TRIPLE SEC,0.25866326426314695
WINTHROP,STRAIGHT BOURBON WHISKIES,0.25865148610237965
NORWALK,MIXTO TEQUILA,0.2583335991446358
GRIMES,WHISKEY LIQUEUR,0.25830275061788466
MONTEZUMA,COCKTAILS/RTD,0.2581550936321867
GOLDFIELD,BLENDED WHISKIES,0.25809916620026563
PERRY,IMPORTED VODKAS,0.25804763922685164
NORWAY,WHISKEY LIQUEUR,0.2580312229703277
MELCHER-DALLAS,STRAIGHT RYE WHISKIES,0.2579103388597762
ACKLEY,AMERICAN VODKAS,0.25785617457875726
JOHNSTON,AGED DARK RUM,0.2574868446598644
IDA GROVE,STRAIGHT BOURBON WHISKIES,0.2571526262742026
URBANDALE,WHISKEY LIQUEUR,0.25709104185516024
STATE CENTER,100% AGAVE TEQUILA,0.2570390177646964
COLUMBUS JUNCTION,NEUTRAL GRAIN SPIRITS,0.25701754385964914
WASHBURN,AMERICAN BRANDIES,0.2569469648222496
ZWINGLE,SPICED RUM,0.25680789126145387
WATERLOO,STRAIGHT RYE WHISKIES,0.2567990595463817
DURANT,MIXTO TEQUILA,0.2567985627628853
HILLS,TEMPORARY & SPECIALTY PACKAGES,0.25663495519885554
PANORA,STRAIGHT BOURBON WHISKIES,0.25661700217525113
POLK CITY,IMPORTED VODKAS,0.25647839643528947
SCRANTON,AMERICAN VODKAS,0.2564656610960966
RED OAK,BLENDED WHISKIES,0.2563424864467078
LE MARS,IMPORTED BRANDIES,0.25633954395892006
TOLEDO,AMERICAN CORDIALS & LIQUEUR,0.2563089808585534
CRESCO,STRAIGHT BOURBON WHISKIES,0.2562749731344203
OELWEIN,BLENDED WHISKIES,0.25627148528425203
BONDURANT,IMPORTED CORDIALS & LIQUEUR,0.25625461401123834
LENOX,AMERICAN CORDIALS & LIQUEUR,0.2560844060405012
CENTRAL CITY,WHISKEY LIQUEUR,0.2560666752595992
GILBERTVILLE,MIXTO TEQUILA,0.2560127888262797
